col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,District Attorney - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,R Seth Williams,Anne Marie Coyle,Daniel D Mccaffery,Dawn M Tancredi,Joe Fernandes,John J O Connor Jr,Vince Giusini,Tracy B Roman,James C Crumlish,Timika Lane,Sierra Thomas Street,Giovanni Campbell,Kenneth J Powell Jr,Derrick W Coker,Deborah D Cianfrani,Stephanie M Sawyer,Conor Corcoran,Frank Bennett,Sean P Stevens,Leon A King Ii,Daine A Grey Jr,Rania Major,Jon Marshall,Katie Scrivner,Fran Shields,All
R Seth Williams,19,260,191,132,124,110,110,91,75,84,72,52,55,51,47,44,42,38,32,32,30,19,15,1,0,All
Anne Marie Coyle,,9,149,109,112,83,95,79,69,66,58,28,42,43,38,24,25,19,21,15,13,12,8,0,0,All
Daniel D Mccaffery,,,7,122,67,89,55,29,60,27,14,37,40,41,28,20,32,25,21,13,12,10,6,0,0,All
Dawn M Tancredi,,,,1,56,51,32,27,52,21,13,27,23,37,30,18,18,11,11,8,10,8,5,0,0,All
Joe Fernandes,,,,,3,22,61,54,41,56,44,11,9,38,4,9,7,7,3,9,10,1,1,0,0,All
John J O Connor Jr,,,,,,13,30,18,26,10,12,27,27,10,22,14,26,15,15,10,12,5,5,0,0,All
Vince Giusini,,,,,,,2,55,15,48,48,25,15,7,17,9,14,10,9,9,9,5,2,1,0,All
Tracy B Roman,,,,,,,,2,10,52,52,7,7,5,9,12,6,7,8,3,6,7,3,0,0,All
James C Crumlish,,,,,,,,,1,7,1,7,9,32,15,8,14,13,15,5,4,7,10,0,0,All
Timika Lane,,,,,,,,,,1,49,22,6,5,5,13,2,1,2,11,5,4,2,1,0,All
Sierra Thomas Street,,,,,,,,,,,1,10,7,2,8,5,1,4,1,4,7,7,1,1,0,All
Giovanni Campbell,,,,,,,,,,,,1,16,6,5,12,9,2,3,17,6,2,5,1,0,All
Kenneth J Powell Jr,,,,,,,,,,,,,0,5,6,6,7,5,3,8,6,4,3,0,0,All
Derrick W Coker,,,,,,,,,,,,,,0,1,4,2,6,1,3,3,4,4,0,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,,0,10,16,6,7,7,7,6,3,1,0,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,3,7,10,10,10,14,5,7,0,0,All
Conor Corcoran,,,,,,,,,,,,,,,,,0,8,14,7,3,4,3,0,0,All
Frank Bennett,,,,,,,,,,,,,,,,,,3,9,2,4,3,5,0,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,0,4,6,2,5,0,0,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,0,7,4,5,0,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,0,3,3,0,0,All
