col_1,col_2,division
,Judge Of The Superior Court - Republican,All
,Vic Stabile,All
Vic Stabile,168,All
Total,168,All
,Judge Of The Superior Court - Republican,2
,Vic Stabile,2
Vic Stabile,5,2
Total,5,2
,Judge Of The Superior Court - Republican,3
,Vic Stabile,3
Vic Stabile,4,3
Total,4,3
,Judge Of The Superior Court - Republican,4
,Vic Stabile,4
Vic Stabile,9,4
Total,9,4
,Judge Of The Superior Court - Republican,5
,Vic Stabile,5
Vic Stabile,4,5
Total,4,5
,Judge Of The Superior Court - Republican,6
,Vic Stabile,6
Vic Stabile,6,6
Total,6,6
,Judge Of The Superior Court - Republican,7
,Vic Stabile,7
Vic Stabile,5,7
Total,5,7
,Judge Of The Superior Court - Republican,8
,Vic Stabile,8
Vic Stabile,6,8
Total,6,8
,Judge Of The Superior Court - Republican,9
,Vic Stabile,9
Vic Stabile,6,9
Total,6,9
,Judge Of The Superior Court - Republican,10
,Vic Stabile,10
Vic Stabile,5,10
Total,5,10
,Judge Of The Superior Court - Republican,11
,Vic Stabile,11
Vic Stabile,13,11
Total,13,11
,Judge Of The Superior Court - Republican,12
,Vic Stabile,12
Vic Stabile,6,12
Total,6,12
,Judge Of The Superior Court - Republican,13
,Vic Stabile,13
Vic Stabile,14,13
Total,14,13
,Judge Of The Superior Court - Republican,14
,Vic Stabile,14
Vic Stabile,2,14
Total,2,14
,Judge Of The Superior Court - Republican,15
,Vic Stabile,15
Vic Stabile,7,15
Total,7,15
,Judge Of The Superior Court - Republican,16
,Vic Stabile,16
Vic Stabile,3,16
Total,3,16
,Judge Of The Superior Court - Republican,17
,Vic Stabile,17
Vic Stabile,7,17
Total,7,17
,Judge Of The Superior Court - Republican,18
,Vic Stabile,18
Vic Stabile,6,18
Total,6,18
,Judge Of The Superior Court - Republican,19
,Vic Stabile,19
Vic Stabile,19,19
Total,19,19
,Judge Of The Superior Court - Republican,20
,Vic Stabile,20
Vic Stabile,5,20
Total,5,20
,Judge Of The Superior Court - Republican,21
,Vic Stabile,21
Vic Stabile,3,21
Total,3,21
,Judge Of The Superior Court - Republican,22
,Vic Stabile,22
Vic Stabile,4,22
Total,4,22
,Judge Of The Superior Court - Republican,23
,Vic Stabile,23
Vic Stabile,10,23
Total,10,23
,Judge Of The Superior Court - Republican,24
,Vic Stabile,24
Vic Stabile,4,24
Total,4,24
,Judge Of The Superior Court - Republican,25
,Vic Stabile,25
Vic Stabile,8,25
Total,8,25
,Judge Of The Superior Court - Republican,26
,Vic Stabile,26
Vic Stabile,7,26
Total,7,26
