col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,District Attorney - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,R Seth Williams,Timika Lane,Sierra Thomas Street,Joe Fernandes,Giovanni Campbell,Anne Marie Coyle,Daniel D Mccaffery,Leon A King Ii,Tracy B Roman,Dawn M Tancredi,Vince Giusini,Kenneth J Powell Jr,Stephanie M Sawyer,Derrick W Coker,Rania Major,Daine A Grey Jr,Deborah D Cianfrani,James C Crumlish,John J O Connor Jr,Frank Bennett,Sean P Stevens,Conor Corcoran,Jon Marshall,Katie Scrivner,Fran Shields,All
R Seth Williams,30,279,198,191,170,169,136,132,136,113,109,87,84,44,36,32,37,34,26,22,29,14,7,3,0,All
Timika Lane,,9,141,187,132,122,119,120,98,93,83,47,50,29,20,19,17,10,10,13,16,3,2,1,0,All
Sierra Thomas Street,,,14,95,36,114,30,38,105,22,75,38,42,15,18,14,16,8,10,10,13,3,4,0,0,All
Joe Fernandes,,,,3,93,94,92,80,85,73,77,13,13,10,10,5,4,11,6,8,7,3,0,2,0,All
Giovanni Campbell,,,,,6,43,118,101,23,91,30,38,41,24,9,13,6,16,19,9,4,4,2,2,0,All
Anne Marie Coyle,,,,,,3,30,19,93,22,86,34,37,16,14,15,14,24,10,8,6,2,4,2,0,All
Daniel D Mccaffery,,,,,,,1,89,22,91,18,31,25,9,14,10,4,9,20,13,7,5,2,2,1,All
Leon A King Ii,,,,,,,,2,18,78,20,30,35,21,14,8,7,3,5,6,14,10,2,1,0,All
Tracy B Roman,,,,,,,,,6,14,73,31,13,4,8,5,7,5,11,5,8,4,2,2,0,All
Dawn M Tancredi,,,,,,,,,,1,9,19,20,5,12,7,19,6,9,3,4,6,3,2,0,All
Vince Giusini,,,,,,,,,,,1,18,24,9,4,4,4,11,7,3,1,3,0,1,0,All
Kenneth J Powell Jr,,,,,,,,,,,,1,23,14,8,9,11,14,21,10,16,4,3,1,0,All
Stephanie M Sawyer,,,,,,,,,,,,,0,19,16,14,18,15,2,6,7,6,3,0,0,All
Derrick W Coker,,,,,,,,,,,,,,0,10,5,5,13,5,5,9,4,2,0,0,All
Rania Major,,,,,,,,,,,,,,,0,6,10,2,4,7,2,6,3,0,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,,1,7,6,6,3,4,1,0,0,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,,0,4,2,4,4,6,1,0,0,All
James C Crumlish,,,,,,,,,,,,,,,,,,0,7,2,4,2,1,0,0,All
John J O Connor Jr,,,,,,,,,,,,,,,,,,,0,7,6,2,2,1,0,All
Frank Bennett,,,,,,,,,,,,,,,,,,,,1,3,4,4,0,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,0,1,3,0,0,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,513,343,250,238,205,201,175,164,164,132,129,98,98,54,45,39,39,39,37,32,31,18,9,4,1,All
,District Attorney - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,R Seth Williams,Timika Lane,Anne Marie Coyle,Giovanni Campbell,Vince Giusini,Kenneth J Powell Jr,Sierra Thomas Street,Stephanie M Sawyer,Joe Fernandes,Daniel D Mccaffery,Tracy B Roman,Deborah D Cianfrani,James C Crumlish,Leon A King Ii,Dawn M Tancredi,Sean P Stevens,Derrick W Coker,John J O Connor Jr,Daine A Grey Jr,Frank Bennett,Jon Marshall,Rania Major,Conor Corcoran,Fran Shields,Katie Scrivner,1
R Seth Williams,2,16,15,12,11,11,11,9,9,6,8,6,5,5,5,5,4,3,2,1,1,1,0,0,0,1
Timika Lane,,0,9,6,9,5,11,4,8,2,5,3,2,3,2,4,2,3,1,1,1,0,0,0,0,1
Anne Marie Coyle,,,0,7,9,4,7,5,6,2,7,3,3,2,2,0,2,0,2,1,0,0,0,0,0,1
Giovanni Campbell,,,,0,6,5,2,5,4,5,1,2,3,1,2,2,2,2,1,1,1,0,0,0,0,1
Vince Giusini,,,,,0,3,5,4,6,1,4,1,3,1,2,0,1,0,0,0,0,0,0,0,0,1
Kenneth J Powell Jr,,,,,,0,4,4,2,3,2,3,4,3,3,3,3,1,2,0,0,0,0,0,0,1
Sierra Thomas Street,,,,,,,0,3,5,0,5,3,0,2,1,2,1,1,1,1,1,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,0,0,2,3,4,3,1,3,1,1,0,0,1,1,0,0,0,0,1
Joe Fernandes,,,,,,,,,0,2,5,0,1,0,1,2,1,2,0,0,0,0,0,0,0,1
Daniel D Mccaffery,,,,,,,,,,0,0,1,2,2,1,2,0,2,1,1,0,0,0,0,0,1
Tracy B Roman,,,,,,,,,,,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,1
Deborah D Cianfrani,,,,,,,,,,,,0,0,2,4,1,1,0,0,0,0,0,0,0,0,1
James C Crumlish,,,,,,,,,,,,,0,0,1,1,2,0,1,0,0,0,0,0,0,1
Leon A King Ii,,,,,,,,,,,,,,0,2,1,0,1,1,0,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,0,2,3,0,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
John J O Connor Jr,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,29,17,16,12,12,11,11,10,9,8,8,6,6,6,5,5,4,3,2,2,1,1,0,0,0,1
,District Attorney - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,2
,R Seth Williams,Timika Lane,Sierra Thomas Street,Leon A King Ii,Kenneth J Powell Jr,Anne Marie Coyle,Daniel D Mccaffery,Giovanni Campbell,Joe Fernandes,Tracy B Roman,Dawn M Tancredi,Rania Major,Daine A Grey Jr,Stephanie M Sawyer,Conor Corcoran,Derrick W Coker,Vince Giusini,Deborah D Cianfrani,Frank Bennett,James C Crumlish,John J O Connor Jr,Sean P Stevens,Jon Marshall,Fran Shields,Katie Scrivner,2
