col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Lewis Harris Jr,Warren Bloom,Suzanne Harmon Carn,Bobbie T Curry,Donna Marie Laws,Donna Derose,Omar Sabir,Inja Coates,Marnie Aument Loughrey,Tia M Seibert,Ashley Michelle Cook,Robert Tuerk,Sharif Ali,Brigitte A Garvin Johnson,David Mamikonyan,Verna Ragan Tennant,James Johnson,Keith Jackson,Tyrone T Martin,Wayne E Dorsey,Jose A Figueroa,Bruce H Bailey,Holly A Harris Seidle,Kyle J Sampson,Ryan Mulvey,1
Lewis Harris Jr,4,9,2,5,2,1,3,1,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Warren Bloom,,3,1,2,1,0,0,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Suzanne Harmon Carn,,,3,2,1,1,1,1,3,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Bobbie T Curry,,,,0,0,0,4,0,0,1,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1
Donna Marie Laws,,,,,1,2,1,0,2,1,3,0,1,1,0,2,1,0,1,0,0,0,0,0,0,1
Donna Derose,,,,,,0,0,0,5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
Omar Sabir,,,,,,,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1
Inja Coates,,,,,,,,2,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1
Marnie Aument Loughrey,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tia M Seibert,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Ashley Michelle Cook,,,,,,,,,,,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
Robert Tuerk,,,,,,,,,,,,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
Sharif Ali,,,,,,,,,,,,,0,1,0,1,0,1,0,2,1,0,0,0,0,1
Brigitte A Garvin Johnson,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1
David Mamikonyan,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,1,1
Verna Ragan Tennant,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,1
James Johnson,,,,,,,,,,,,,,,,,1,2,0,0,0,0,0,0,0,1
Keith Jackson,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
