col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Shoshana Bricklin,Robert M Kline,Joe Fernandes,Daine A Grey Jr,Conor Corcoran,Frank Bennett,Derrick W Coker,Omar Sabir,Donna Derose,Marnie Aument Loughrey,Inja Coates,Warren Bloom,Suzanne Harmon Carn,Tia M Seibert,Lewis Harris Jr,Donna Marie Laws,Ashley Michelle Cook,Bobbie T Curry,David Mamikonyan,Robert Tuerk,Brigitte A Garvin Johnson,Holly A Harris Seidle,Verna Ragan Tennant,Ryan Mulvey,Bruce H Bailey,Jose A Figueroa,Sharif Ali,Keith Jackson,Tyrone T Martin,Wayne E Dorsey,James Johnson,Kyle J Sampson,All
Martin Coleman,9,336,277,119,48,75,64,54,15,16,0,263,233,208,56,79,53,71,62,23,16,32,29,34,14,13,16,15,15,13,6,7,6,10,4,2,All
Henry Lewandowski,,17,215,114,57,39,18,4,15,18,0,251,227,206,39,71,41,58,49,30,12,23,28,15,10,11,19,14,11,12,6,1,5,2,6,5,All
Fran Shields,,,10,22,50,69,31,54,15,8,0,196,216,202,36,13,27,14,7,32,25,6,4,10,16,13,12,10,5,5,6,6,6,2,3,2,All
Tracy B Roman,,,,13,42,36,19,12,9,27,0,50,23,17,23,76,65,72,58,32,21,28,27,3,18,15,14,9,11,8,2,3,1,3,1,5,All
Shoshana Bricklin,,,,,17,37,22,14,11,17,0,28,56,29,87,21,26,16,7,34,24,7,5,18,15,17,7,11,7,3,6,4,6,1,2,5,All
Robert M Kline,,,,,,9,48,37,19,30,0,21,31,25,23,38,16,18,15,28,21,10,5,8,15,17,5,23,18,8,5,8,4,5,3,4,All
Joe Fernandes,,,,,,,3,49,16,7,0,11,19,16,22,16,14,12,8,16,17,3,6,8,12,12,6,8,7,13,3,4,4,8,4,3,All
Daine A Grey Jr,,,,,,,,4,9,9,0,13,17,11,12,8,15,12,2,19,15,1,3,1,14,9,3,1,4,3,3,3,2,1,2,2,All
Conor Corcoran,,,,,,,,,7,5,0,8,16,12,6,5,5,3,3,2,9,5,6,4,8,9,2,10,7,4,2,5,5,3,4,2,All
Frank Bennett,,,,,,,,,,2,0,9,8,5,12,16,10,7,8,17,6,4,3,3,8,7,5,13,13,5,4,0,5,3,1,1,All
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Omar Sabir,,,,,,,,,,,,4,196,188,13,19,14,14,16,10,2,8,17,3,7,3,9,2,2,6,7,2,0,1,2,1,All
Donna Derose,,,,,,,,,,,,,2,205,34,4,12,3,3,17,11,1,0,12,9,13,2,6,2,5,4,3,3,1,6,2,All
Marnie Aument Loughrey,,,,,,,,,,,,,,0,11,6,7,2,2,4,7,3,1,1,8,7,8,5,2,1,1,1,3,2,2,2,All
Inja Coates,,,,,,,,,,,,,,,11,10,8,8,2,15,5,5,0,31,6,3,3,0,7,3,1,0,4,2,0,0,All
Warren Bloom,,,,,,,,,,,,,,,,0,16,47,48,9,6,12,9,7,5,4,8,7,10,4,1,2,1,1,0,2,All
Suzanne Harmon Carn,,,,,,,,,,,,,,,,,4,23,15,21,15,15,10,2,7,5,1,3,2,3,0,1,2,2,1,0,All
Tia M Seibert,,,,,,,,,,,,,,,,,,0,39,9,5,17,11,0,3,3,4,2,1,3,1,1,0,0,1,1,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,1,1,1,10,6,0,0,1,2,3,5,2,2,3,0,3,0,0,All
Donna Marie Laws,,,,,,,,,,,,,,,,,,,,0,24,2,1,0,15,6,2,5,11,4,3,0,4,2,0,3,All
Ashley Michelle Cook,,,,,,,,,,,,,,,,,,,,,3,1,0,0,10,11,2,8,4,1,0,2,2,3,1,1,All
Bobbie T Curry,,,,,,,,,,,,,,,,,,,,,,1,14,1,1,1,0,3,0,1,0,0,2,1,0,1,All
David Mamikonyan,,,,,,,,,,,,,,,,,,,,,,,0,4,2,2,0,3,2,3,0,0,0,3,0,1,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2,2,4,1,0,0,0,0,0,1,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,1,0,0,2,1,2,2,0,0,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,4,1,2,2,0,0,3,0,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,3,1,0,0,1,1,0,1,All
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,2,2,3,3,3,1,3,All
Bruce H Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,2,0,0,0,All
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,2,0,0,2,All
Sharif Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,3,0,All
Keith Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,All
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
James Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,599,489,419,257,228,223,167,141,79,78,0,330,312,265,170,142,116,112,92,89,72,54,54,52,48,47,45,44,39,34,21,17,17,16,13,12,All
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Henry Lewandowski,Martin Coleman,Fran Shields,Shoshana Bricklin,Tracy B Roman,Robert M Kline,Joe Fernandes,Conor Corcoran,Daine A Grey Jr,Frank Bennett,Derrick W Coker,Omar Sabir,Donna Derose,Marnie Aument Loughrey,Donna Marie Laws,Suzanne Harmon Carn,Ashley Michelle Cook,Inja Coates,Tia M Seibert,Warren Bloom,Bobbie T Curry,Brigitte A Garvin Johnson,David Mamikonyan,Kyle J Sampson,Ryan Mulvey,Bruce H Bailey,Holly A Harris Seidle,James Johnson,Jose A Figueroa,Lewis Harris Jr,Sharif Ali,Tyrone T Martin,Verna Ragan Tennant,Keith Jackson,Robert Tuerk,Wayne E Dorsey,1
Henry Lewandowski,3,43,34,6,8,3,1,2,1,0,0,40,34,31,5,3,1,3,4,2,2,1,2,2,0,0,1,1,1,1,0,1,1,0,0,0,1
Martin Coleman,,2,31,2,6,5,4,2,1,0,0,39,30,28,5,4,2,2,4,3,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1
Fran Shields,,,0,4,2,2,0,3,1,1,0,32,30,27,6,2,2,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
Shoshana Bricklin,,,,0,5,1,1,0,1,0,0,2,6,5,4,3,2,4,1,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
Tracy B Roman,,,,,0,1,0,0,0,0,0,3,3,2,3,4,2,1,3,3,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
