col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Donna Derose,Lewis Harris Jr,Marnie Aument Loughrey,Warren Bloom,Tia M Seibert,Donna Marie Laws,Suzanne Harmon Carn,Inja Coates,Ashley Michelle Cook,Bobbie T Curry,Bruce H Bailey,Brigitte A Garvin Johnson,Sharif Ali,David Mamikonyan,Keith Jackson,James Johnson,Ryan Mulvey,Tyrone T Martin,Wayne E Dorsey,Jose A Figueroa,Robert Tuerk,Verna Ragan Tennant,Holly A Harris Seidle,Kyle J Sampson,All
Omar Sabir,54,71,13,68,8,7,16,8,7,5,9,4,5,7,7,3,4,0,5,3,2,1,4,0,2,All
Donna Derose,,12,2,78,3,3,20,3,4,3,0,2,2,1,1,0,3,2,0,2,4,3,2,3,0,All
Lewis Harris Jr,,,21,1,53,48,1,15,8,4,8,3,1,1,6,6,1,3,2,2,2,1,0,1,0,All
Marnie Aument Loughrey,,,,4,2,1,7,2,2,0,1,1,2,0,0,0,1,1,0,1,0,1,0,1,0,All
Warren Bloom,,,,,11,50,5,9,1,1,8,4,1,1,3,4,1,1,1,0,1,2,1,2,1,All
Tia M Seibert,,,,,,9,5,16,0,7,10,2,2,1,3,1,0,1,0,1,1,0,0,0,1,All
Donna Marie Laws,,,,,,,1,4,12,11,2,14,5,3,1,1,0,4,2,3,1,2,4,1,0,All
Suzanne Harmon Carn,,,,,,,,11,1,5,7,0,3,0,9,1,0,1,1,1,0,0,3,1,0,All
Inja Coates,,,,,,,,,6,3,0,9,0,3,0,0,0,2,2,1,3,6,0,1,0,All
Ashley Michelle Cook,,,,,,,,,,2,2,0,3,3,0,3,3,4,3,1,1,0,3,0,1,All
Bobbie T Curry,,,,,,,,,,,3,0,3,0,9,2,0,2,0,0,0,0,1,1,0,All
Bruce H Bailey,,,,,,,,,,,,5,2,1,0,0,1,1,1,2,0,0,0,1,1,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,4,6,0,3,5,0,0,1,1,0,2,2,0,All
Sharif Ali,,,,,,,,,,,,,,7,0,2,3,0,1,1,3,1,0,1,1,All
David Mamikonyan,,,,,,,,,,,,,,,4,0,0,1,0,0,0,1,0,0,0,All
Keith Jackson,,,,,,,,,,,,,,,,1,1,2,4,2,1,0,2,1,2,All
James Johnson,,,,,,,,,,,,,,,,,4,0,2,0,4,1,1,0,0,All
Ryan Mulvey,,,,,,,,,,,,,,,,,,1,2,2,1,2,1,0,1,All
Tyrone T Martin,,,,,,,,,,,,,,,,,,,3,0,0,0,1,0,1,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,2,0,3,1,0,1,All
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,0,0,0,2,2,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,0,1,0,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,191,126,115,98,95,92,67,59,42,36,36,31,30,30,26,22,20,18,17,16,15,15,15,10,7,All
,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Tia M Seibert,Lewis Harris Jr,Warren Bloom,Bobbie T Curry,Omar Sabir,Inja Coates,David Mamikonyan,Donna Derose,Donna Marie Laws,Ashley Michelle Cook,Brigitte A Garvin Johnson,Bruce H Bailey,Holly A Harris Seidle,James Johnson,Jose A Figueroa,Keith Jackson,Kyle J Sampson,Marnie Aument Loughrey,Robert Tuerk,Ryan Mulvey,Sharif Ali,Suzanne Harmon Carn,Tyrone T Martin,Verna Ragan Tennant,Wayne E Dorsey,1
Tia M Seibert,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lewis Harris Jr,,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Warren Bloom,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bobbie T Curry,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Omar Sabir,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Inja Coates,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
David Mamikonyan,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Donna Derose,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
