col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Timika Lane,Sierra Thomas Street,Joe Fernandes,Tracy B Roman,Anne Marie Coyle,Vince Giusini,Giovanni Campbell,Daniel D Mccaffery,Dawn M Tancredi,Leon A King Ii,Stephanie M Sawyer,Kenneth J Powell Jr,James C Crumlish,John J O Connor Jr,Rania Major,Deborah D Cianfrani,Derrick W Coker,Frank Bennett,Daine A Grey Jr,Sean P Stevens,Conor Corcoran,Jon Marshall,Katie Scrivner,Fran Shields,Omar Sabir,Lewis Harris Jr,Warren Bloom,Donna Derose,Tia M Seibert,Marnie Aument Loughrey,Donna Marie Laws,Suzanne Harmon Carn,Inja Coates,Bobbie T Curry,Sharif Ali,Ashley Michelle Cook,Tyrone T Martin,Brigitte A Garvin Johnson,James Johnson,David Mamikonyan,Keith Jackson,Wayne E Dorsey,Bruce H Bailey,Jose A Figueroa,Verna Ragan Tennant,Robert Tuerk,Ryan Mulvey,Holly A Harris Seidle,Kyle J Sampson,All
Timika Lane,25,344,424,333,259,254,253,209,218,213,90,72,69,21,43,32,42,29,36,18,7,11,0,0,404,188,163,166,169,177,97,77,46,57,50,34,37,23,20,28,21,20,19,16,21,12,12,10,8,All
Sierra Thomas Street,,10,227,294,265,244,122,114,94,71,88,67,27,49,40,36,28,25,27,19,10,12,1,1,210,195,165,50,164,26,103,78,21,48,42,33,28,16,15,24,23,14,19,11,21,8,14,13,7,All
Joe Fernandes,,,1,261,235,228,161,173,170,144,35,36,51,24,25,16,10,14,13,9,11,7,0,0,269,148,150,138,131,156,44,67,22,51,22,23,18,11,8,27,12,13,12,9,10,6,14,6,7,All
Tracy B Roman,,,,9,234,232,73,63,89,63,58,44,43,19,36,20,19,18,17,15,7,10,1,0,168,165,158,45,148,58,67,79,29,54,26,25,19,21,14,24,14,15,13,12,13,8,11,7,4,All
Anne Marie Coyle,,,,,6,235,48,70,51,23,42,56,39,33,24,27,18,17,22,8,11,6,1,1,120,177,166,27,148,20,46,69,16,51,23,24,17,14,8,22,14,6,16,14,7,2,14,12,3,All
Vince Giusini,,,,,,8,77,73,62,35,48,35,30,27,14,19,27,12,8,6,11,6,2,1,141,149,145,33,130,24,45,58,37,51,17,21,23,8,6,23,14,9,12,11,14,16,12,5,5,All
Giovanni Campbell,,,,,,,4,223,205,171,88,53,43,55,23,24,32,31,22,10,11,10,2,0,205,44,33,149,23,127,81,19,55,11,21,20,24,15,14,10,14,12,13,14,7,20,12,7,8,All
Daniel D Mccaffery,,,,,,,,0,202,143,69,57,40,74,18,24,11,27,14,13,19,10,0,0,187,53,39,149,20,129,77,22,32,15,18,20,16,20,10,8,10,10,14,11,14,14,12,6,6,All
Dawn M Tancredi,,,,,,,,,1,146,71,32,35,42,38,39,11,15,17,9,7,10,1,0,184,32,23,149,22,132,84,38,30,14,20,26,15,10,9,8,9,8,10,11,12,5,11,9,7,All
Leon A King Ii,,,,,,,,,,1,81,42,45,11,36,11,27,18,23,11,11,5,0,0,174,25,17,128,16,125,58,22,43,9,32,8,24,12,12,0,11,14,5,9,5,11,4,4,5,All
