col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,All
,Joseph C Waters Jr,Jack Mcvay Jr,Henry Lewandowski,Martin Coleman,Fran Shields,Tracy B Roman,Frank Bennett,Joe Fernandes,Shoshana Bricklin,Daine A Grey Jr,Robert M Kline,Conor Corcoran,Derrick W Coker,All
Joseph C Waters Jr,26,0,275,291,197,132,87,49,49,32,29,23,1,All
Jack Mcvay Jr,,4,21,13,11,11,14,6,1,5,9,8,0,All
Henry Lewandowski,,,39,203,153,68,33,16,17,7,7,9,0,All
Martin Coleman,,,,6,141,73,19,20,15,8,15,7,0,All
Fran Shields,,,,,10,17,22,8,14,8,9,8,0,All
Tracy B Roman,,,,,,2,16,15,11,14,12,3,0,All
Frank Bennett,,,,,,,24,18,17,13,12,15,1,All
Joe Fernandes,,,,,,,,3,8,9,5,6,0,All
Shoshana Bricklin,,,,,,,,,1,8,11,6,0,All
Daine A Grey Jr,,,,,,,,,,1,2,6,0,All
Robert M Kline,,,,,,,,,,,1,4,0,All
Conor Corcoran,,,,,,,,,,,,1,0,All
Derrick W Coker,,,,,,,,,,,,,0,All
Total,522,50,355,316,226,152,137,66,58,44,43,35,1,All
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,1
,Joseph C Waters Jr,Jack Mcvay Jr,Fran Shields,Henry Lewandowski,Martin Coleman,Tracy B Roman,Conor Corcoran,Frank Bennett,Joe Fernandes,Robert M Kline,Daine A Grey Jr,Derrick W Coker,Shoshana Bricklin,1
Joseph C Waters Jr,0,0,6,8,7,2,0,0,1,0,0,0,0,1
Jack Mcvay Jr,,0,1,0,0,0,1,0,0,1,0,0,0,1
Fran Shields,,,1,5,4,0,1,0,0,1,0,0,0,1
Henry Lewandowski,,,,0,7,2,0,0,1,0,0,0,0,1
Martin Coleman,,,,,0,2,0,0,1,0,0,0,0,1
Tracy B Roman,,,,,,0,0,0,0,0,0,0,0,1
Conor Corcoran,,,,,,,0,0,0,1,0,0,0,1
Frank Bennett,,,,,,,,1,0,0,0,0,0,1
Joe Fernandes,,,,,,,,,0,0,0,0,0,1
Robert M Kline,,,,,,,,,,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,0,0,0,1
Derrick W Coker,,,,,,,,,,,,0,0,1
Shoshana Bricklin,,,,,,,,,,,,,0,1
Total,9,1,8,8,7,2,1,1,1,1,0,0,0,1
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,2
,Joseph C Waters Jr,Jack Mcvay Jr,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Daine A Grey Jr,Joe Fernandes,Frank Bennett,Shoshana Bricklin,Conor Corcoran,Robert M Kline,Derrick W Coker,2
Joseph C Waters Jr,0,0,16,15,13,5,1,1,2,1,1,1,0,2
Jack Mcvay Jr,,0,2,1,1,1,2,2,0,0,0,0,0,2
Martin Coleman,,,0,15,10,4,1,1,1,1,0,0,0,2
Henry Lewandowski,,,,0,11,3,1,0,0,1,0,0,0,2
Fran Shields,,,,,2,1,2,1,0,0,1,0,0,2
Tracy B Roman,,,,,,0,0,0,0,1,1,0,0,2
Daine A Grey Jr,,,,,,,0,2,0,1,0,0,0,2
Joe Fernandes,,,,,,,,0,1,0,0,0,0,2
Frank Bennett,,,,,,,,,0,0,0,0,0,2
Shoshana Bricklin,,,,,,,,,,0,0,0,0,2
Conor Corcoran,,,,,,,,,,,0,0,0,2
Robert M Kline,,,,,,,,,,,,0,0,2
Derrick W Coker,,,,,,,,,,,,,0,2
Total,22,4,19,18,16,6,4,3,2,2,1,1,0,2
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,3
,Joseph C Waters Jr,Jack Mcvay Jr,Henry Lewandowski,Martin Coleman,Fran Shields,Tracy B Roman,Frank Bennett,Joe Fernandes,Shoshana Bricklin,Conor Corcoran,Daine A Grey Jr,Derrick W Coker,Robert M Kline,3
Joseph C Waters Jr,0,0,9,7,5,3,1,1,0,0,0,0,0,3
Jack Mcvay Jr,,0,0,0,0,0,0,0,0,0,0,0,0,3
Henry Lewandowski,,,0,7,4,2,0,0,0,0,0,0,0,3
Martin Coleman,,,,0,3,2,0,0,0,0,0,0,0,3
Fran Shields,,,,,0,1,1,0,0,0,0,0,0,3
Tracy B Roman,,,,,,0,1,0,0,0,0,0,0,3
Frank Bennett,,,,,,,0,0,0,0,0,0,0,3
Joe Fernandes,,,,,,,,0,0,0,0,0,0,3
Shoshana Bricklin,,,,,,,,,1,0,0,0,0,3
Conor Corcoran,,,,,,,,,,0,0,0,0,3
Daine A Grey Jr,,,,,,,,,,,0,0,0,3
Derrick W Coker,,,,,,,,,,,,0,0,3
Robert M Kline,,,,,,,,,,,,,0,3
Total,11,0,9,7,5,3,1,1,1,0,0,0,0,3
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Superior Court - Democrat,,4
,Henry Lewandowski,Fran Shields,Frank Bennett,Martin Coleman,Tracy B Roman,Daine A Grey Jr,Robert M Kline,Conor Corcoran,Joe Fernandes,Shoshana Bricklin,Derrick W Coker,Joseph C Waters Jr,Jack Mcvay Jr,4
Henry Lewandowski,3,5,2,4,5,3,1,1,0,1,0,7,4,4
Fran Shields,,1,0,1,2,1,3,0,0,1,0,3,2,4
Frank Bennett,,,2,2,1,1,0,0,0,0,0,4,1,4
Martin Coleman,,,,0,4,0,1,0,1,0,0,6,1,4
Tracy B Roman,,,,,0,1,1,0,0,0,0,6,1,4
Daine A Grey Jr,,,,,,1,0,1,0,0,0,2,1,4
Robert M Kline,,,,,,,0,0,0,0,0,1,1,4
Conor Corcoran,,,,,,,,0,0,0,0,0,1,4
Joe Fernandes,,,,,,,,,0,0,0,1,0,4
Shoshana Bricklin,,,,,,,,,,0,0,1,0,4
Derrick W Coker,,,,,,,,,,,0,0,0,4
Joseph C Waters Jr,,,,,,,,,,,,0,0,4
Jack Mcvay Jr,,,,,,,,,,,,,0,4
Total,16,8,8,8,7,5,3,1,1,1,0,13,5,4
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,5
,Joseph C Waters Jr,Jack Mcvay Jr,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Conor Corcoran,Frank Bennett,Shoshana Bricklin,Daine A Grey Jr,Joe Fernandes,Robert M Kline,Derrick W Coker,5
Joseph C Waters Jr,1,0,8,5,3,5,2,1,2,0,0,1,0,5
Jack Mcvay Jr,,0,0,1,0,0,0,0,0,0,0,0,0,5
Martin Coleman,,,0,5,1,4,0,1,0,0,0,1,0,5
Henry Lewandowski,,,,1,1,4,0,0,0,0,0,0,0,5
Fran Shields,,,,,1,0,1,1,1,1,0,0,0,5
Tracy B Roman,,,,,,0,1,0,1,0,0,0,0,5
Conor Corcoran,,,,,,,0,0,2,0,0,0,0,5
Frank Bennett,,,,,,,,0,0,1,0,1,0,5
Shoshana Bricklin,,,,,,,,,0,0,0,0,0,5
Daine A Grey Jr,,,,,,,,,,0,0,0,0,5
Joe Fernandes,,,,,,,,,,,1,0,0,5
Robert M Kline,,,,,,,,,,,,0,0,5
Derrick W Coker,,,,,,,,,,,,,0,5
Total,12,1,8,7,5,5,2,2,2,1,1,1,0,5
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,6
,Joseph C Waters Jr,Jack Mcvay Jr,Martin Coleman,Fran Shields,Henry Lewandowski,Tracy B Roman,Frank Bennett,Shoshana Bricklin,Daine A Grey Jr,Joe Fernandes,Conor Corcoran,Robert M Kline,Derrick W Coker,6
Joseph C Waters Jr,0,0,9,7,5,4,3,3,3,2,1,1,0,6
Jack Mcvay Jr,,0,1,0,1,1,0,0,0,0,0,0,0,6
Martin Coleman,,,0,3,4,4,2,1,0,2,0,0,0,6
Fran Shields,,,,0,2,0,3,1,2,0,1,0,0,6
Henry Lewandowski,,,,,1,2,0,0,0,0,1,0,0,6
Tracy B Roman,,,,,,0,0,1,1,1,0,0,0,6
Frank Bennett,,,,,,,1,0,1,0,0,0,0,6
Shoshana Bricklin,,,,,,,,0,2,2,1,0,0,6
Daine A Grey Jr,,,,,,,,,0,0,0,0,0,6
Joe Fernandes,,,,,,,,,,0,1,0,0,6
Conor Corcoran,,,,,,,,,,,0,0,0,6
Robert M Kline,,,,,,,,,,,,0,0,6
Derrick W Coker,,,,,,,,,,,,,0,6
Total,15,2,10,7,7,5,4,4,3,3,2,1,0,6
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,7
,Joseph C Waters Jr,Jack Mcvay Jr,Tracy B Roman,Martin Coleman,Henry Lewandowski,Fran Shields,Shoshana Bricklin,Joe Fernandes,Daine A Grey Jr,Conor Corcoran,Frank Bennett,Derrick W Coker,Robert M Kline,7
Joseph C Waters Jr,2,0,9,9,4,2,3,2,2,0,1,0,0,7
Jack Mcvay Jr,,1,1,0,0,0,0,0,0,1,0,0,0,7
Tracy B Roman,,,0,2,1,1,2,0,1,0,0,0,0,7
Martin Coleman,,,,0,3,1,1,1,1,0,0,0,0,7
Henry Lewandowski,,,,,2,2,1,2,0,0,0,0,0,7
Fran Shields,,,,,,1,1,1,0,0,0,0,0,7
Shoshana Bricklin,,,,,,,0,0,2,0,0,0,0,7
Joe Fernandes,,,,,,,,0,0,0,0,0,0,7
Daine A Grey Jr,,,,,,,,,0,0,0,0,0,7
Conor Corcoran,,,,,,,,,,0,0,0,0,7
Frank Bennett,,,,,,,,,,,0,0,0,7
Derrick W Coker,,,,,,,,,,,,0,0,7
Robert M Kline,,,,,,,,,,,,,0,7
Total,21,3,10,9,8,4,4,3,2,1,1,0,0,7
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,8
,Joseph C Waters Jr,Jack Mcvay Jr,Henry Lewandowski,Martin Coleman,Fran Shields,Frank Bennett,Tracy B Roman,Daine A Grey Jr,Robert M Kline,Shoshana Bricklin,Conor Corcoran,Joe Fernandes,Derrick W Coker,8
Joseph C Waters Jr,2,0,13,13,13,8,8,6,2,4,2,1,0,8
Jack Mcvay Jr,,0,0,2,1,1,1,0,1,0,0,0,0,8
Henry Lewandowski,,,3,7,10,2,1,0,0,1,0,1,0,8
Martin Coleman,,,,0,6,0,4,2,1,0,0,0,0,8
Fran Shields,,,,,0,3,2,0,1,1,1,1,0,8
Frank Bennett,,,,,,1,2,3,1,3,2,0,0,8
Tracy B Roman,,,,,,,0,3,1,0,0,0,0,8
Daine A Grey Jr,,,,,,,,0,1,1,0,0,0,8
Robert M Kline,,,,,,,,,1,1,0,0,0,8
Shoshana Bricklin,,,,,,,,,,0,1,0,0,8
Conor Corcoran,,,,,,,,,,,0,0,0,8
Joe Fernandes,,,,,,,,,,,,0,0,8
Derrick W Coker,,,,,,,,,,,,,0,8
Total,30,4,16,15,14,10,9,6,4,4,2,1,0,8
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,9
,Joseph C Waters Jr,Jack Mcvay Jr,Henry Lewandowski,Frank Bennett,Tracy B Roman,Fran Shields,Martin Coleman,Daine A Grey Jr,Conor Corcoran,Robert M Kline,Joe Fernandes,Shoshana Bricklin,Derrick W Coker,9
