col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Martin Coleman,Fran Shields,Tracy B Roman,Henry Lewandowski,Shoshana Bricklin,Robert M Kline,Daine A Grey Jr,Joe Fernandes,Frank Bennett,Conor Corcoran,Derrick W Coker,Inja Coates,Omar Sabir,Warren Bloom,Suzanne Harmon Carn,Donna Marie Laws,Tia M Seibert,Lewis Harris Jr,Donna Derose,Robert Tuerk,Bobbie T Curry,Sharif Ali,Marnie Aument Loughrey,Ashley Michelle Cook,Holly A Harris Seidle,Tyrone T Martin,Brigitte A Garvin Johnson,Jose A Figueroa,James Johnson,David Mamikonyan,Keith Jackson,Ryan Mulvey,Bruce H Bailey,Verna Ragan Tennant,Kyle J Sampson,Wayne E Dorsey,All
Martin Coleman,20,310,122,115,43,55,33,44,13,12,0,68,55,69,50,40,65,62,43,53,37,25,24,15,18,12,15,14,13,17,11,9,9,11,4,3,All
Fran Shields,,15,50,55,55,47,37,32,16,15,0,48,30,16,32,46,14,9,52,29,7,12,31,21,22,5,17,11,8,5,8,8,6,8,3,2,All
Tracy B Roman,,,34,97,70,32,33,27,16,11,0,38,50,70,61,42,62,60,19,26,35,18,13,19,20,18,15,12,5,15,7,9,10,11,3,2,All
Henry Lewandowski,,,,5,40,18,5,5,12,13,1,33,38,50,23,23,52,50,42,23,28,12,24,1,7,3,5,7,1,17,4,8,7,7,2,0,All
Shoshana Bricklin,,,,,10,16,26,12,10,10,0,61,22,19,25,35,17,4,38,27,9,12,10,19,15,12,9,6,3,5,2,5,8,6,2,2,All
Robert M Kline,,,,,,3,11,21,11,10,0,17,9,13,12,18,10,8,9,16,12,8,3,12,12,12,8,4,6,3,5,9,7,5,4,1,All
Daine A Grey Jr,,,,,,,12,27,8,6,0,20,13,4,13,18,8,3,10,8,5,12,3,5,12,16,7,5,8,0,7,0,1,2,2,3,All
Joe Fernandes,,,,,,,,5,7,8,0,12,13,5,15,8,10,7,6,8,12,8,1,9,8,12,9,10,10,1,8,2,1,2,3,6,All
