col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Tracy B Roman,Martin Coleman,Henry Lewandowski,Fran Shields,Shoshana Bricklin,Frank Bennett,Joe Fernandes,Daine A Grey Jr,Robert M Kline,Conor Corcoran,Derrick W Coker,Suzanne Harmon Carn,Warren Bloom,Lewis Harris Jr,Omar Sabir,Donna Marie Laws,Ashley Michelle Cook,Tia M Seibert,Bobbie T Curry,David Mamikonyan,Inja Coates,Keith Jackson,Tyrone T Martin,Brigitte A Garvin Johnson,Donna Derose,Marnie Aument Loughrey,Ryan Mulvey,Sharif Ali,Wayne E Dorsey,Bruce H Bailey,Holly A Harris Seidle,James Johnson,Jose A Figueroa,Kyle J Sampson,Robert Tuerk,Verna Ragan Tennant,1
Tracy B Roman,0,8,7,4,5,2,1,2,2,1,0,8,9,6,6,6,3,5,3,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Martin Coleman,,0,6,1,0,3,2,1,0,0,0,5,3,6,2,1,1,4,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
Henry Lewandowski,,,0,1,1,0,0,0,0,0,0,4,2,3,4,1,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Fran Shields,,,,0,2,0,0,1,1,0,0,2,2,1,1,3,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Shoshana Bricklin,,,,,0,0,1,1,0,0,0,2,1,0,1,4,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Frank Bennett,,,,,,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Joe Fernandes,,,,,,,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Robert M Kline,,,,,,,,,0,1,0,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Conor Corcoran,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Suzanne Harmon Carn,,,,,,,,,,,,0,1,2,3,2,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Warren Bloom,,,,,,,,,,,,,0,3,2,3,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,,,,,,0,2,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Omar Sabir,,,,,,,,,,,,,,,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Donna Marie Laws,,,,,,,,,,,,,,,,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Ashley Michelle Cook,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Tia M Seibert,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bobbie T Curry,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
David Mamikonyan,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Inja Coates,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Keith Jackson,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
