col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Martin Coleman,Henry Lewandowski,Tracy B Roman,Fran Shields,Shoshana Bricklin,Daine A Grey Jr,Joe Fernandes,Frank Bennett,Robert M Kline,Conor Corcoran,Derrick W Coker,Omar Sabir,Marnie Aument Loughrey,Warren Bloom,Donna Derose,Lewis Harris Jr,Suzanne Harmon Carn,Tia M Seibert,Bobbie T Curry,Tyrone T Martin,Ashley Michelle Cook,Donna Marie Laws,Inja Coates,Sharif Ali,David Mamikonyan,Bruce H Bailey,Brigitte A Garvin Johnson,James Johnson,Keith Jackson,Jose A Figueroa,Verna Ragan Tennant,Kyle J Sampson,Robert Tuerk,Wayne E Dorsey,Holly A Harris Seidle,Ryan Mulvey,All
Martin Coleman,5,115,46,65,6,6,4,4,3,3,0,108,64,41,57,41,29,28,15,7,5,3,6,6,8,2,1,1,5,2,1,1,1,0,2,1,All
Henry Lewandowski,,1,45,61,11,3,6,1,5,5,0,92,56,38,52,33,22,27,15,4,3,7,3,6,7,1,2,2,1,3,1,1,2,1,1,0,All
Tracy B Roman,,,0,10,19,13,2,8,8,1,0,33,3,48,3,37,26,32,13,10,11,10,8,8,8,4,5,4,3,2,4,2,0,1,0,0,All
Fran Shields,,,,0,9,5,6,2,2,3,0,72,62,1,56,4,3,2,3,3,8,10,1,3,0,1,3,2,4,0,4,2,4,1,1,1,All
Shoshana Bricklin,,,,,0,13,6,5,3,3,0,11,2,5,5,8,3,4,5,14,10,9,12,3,2,5,3,3,0,2,2,3,1,1,1,2,All
Daine A Grey Jr,,,,,,0,5,3,1,1,0,6,1,1,3,5,3,3,0,10,6,3,9,1,0,3,4,2,2,2,2,1,2,1,1,0,All
Joe Fernandes,,,,,,,0,4,2,6,0,6,2,3,1,5,2,3,1,3,3,3,2,4,2,2,1,4,2,5,2,3,1,1,0,0,All
Frank Bennett,,,,,,,,1,3,0,0,6,1,1,0,4,2,0,2,4,4,4,4,2,2,3,3,3,1,0,1,2,0,0,0,1,All
Robert M Kline,,,,,,,,,1,3,0,5,0,3,2,2,2,3,2,3,2,2,3,1,1,3,1,1,1,1,1,0,1,1,0,1,All
Conor Corcoran,,,,,,,,,,1,0,6,3,1,4,1,1,0,1,2,0,2,1,1,1,2,1,2,2,2,0,2,1,0,0,0,All
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Omar Sabir,,,,,,,,,,,,8,64,9,57,7,10,8,4,4,6,10,4,9,4,2,1,2,1,1,3,1,1,1,1,0,All
