col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Henry Lewandowski,Fran Shields,Martin Coleman,Tracy B Roman,Robert M Kline,Frank Bennett,Conor Corcoran,Shoshana Bricklin,Daine A Grey Jr,Joe Fernandes,Derrick W Coker,Marnie Aument Loughrey,Donna Derose,Omar Sabir,Donna Marie Laws,Warren Bloom,Suzanne Harmon Carn,Bobbie T Curry,Lewis Harris Jr,Ryan Mulvey,Tia M Seibert,Ashley Michelle Cook,Jose A Figueroa,Bruce H Bailey,David Mamikonyan,Holly A Harris Seidle,Brigitte A Garvin Johnson,Inja Coates,Wayne E Dorsey,Tyrone T Martin,James Johnson,Robert Tuerk,Verna Ragan Tennant,Keith Jackson,Kyle J Sampson,Sharif Ali,All
Henry Lewandowski,27,95,79,60,27,27,24,20,10,15,0,74,72,62,33,34,27,27,29,25,23,22,12,17,16,13,10,7,9,7,4,2,4,4,3,2,All
Fran Shields,,3,48,14,12,12,11,16,11,2,0,61,65,40,20,6,6,6,4,13,6,11,10,9,6,7,7,5,2,3,1,4,3,0,0,1,All
Martin Coleman,,,2,32,9,4,3,3,3,4,0,41,42,31,5,24,13,13,18,9,17,6,5,2,4,0,3,6,2,2,1,3,3,0,2,1,All
Tracy B Roman,,,,2,7,12,8,7,11,3,0,11,6,8,13,32,21,19,20,11,27,10,6,5,10,8,3,0,7,2,3,2,2,0,2,1,All
Robert M Kline,,,,,1,11,10,4,5,7,0,6,4,4,13,5,4,10,3,16,2,13,3,8,4,6,4,5,3,5,2,3,3,2,2,2,All
Frank Bennett,,,,,,1,13,5,4,8,0,7,7,5,10,6,7,5,7,12,4,11,6,9,6,7,4,3,5,4,5,2,2,2,3,3,All
Conor Corcoran,,,,,,,0,1,7,5,0,7,6,3,10,2,7,3,3,10,1,7,6,4,0,4,3,1,1,5,6,2,2,3,2,3,All
Shoshana Bricklin,,,,,,,,0,3,2,0,3,12,9,13,1,2,4,0,3,5,5,3,4,3,4,2,7,0,1,0,3,1,2,1,1,All
Daine A Grey Jr,,,,,,,,,0,2,0,6,9,1,8,3,8,1,2,2,4,8,3,1,1,7,1,2,1,0,3,1,3,1,2,1,All
Joe Fernandes,,,,,,,,,,0,0,4,3,2,5,2,2,1,4,4,1,4,5,0,2,2,4,0,5,2,3,1,2,4,3,3,All
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Marnie Aument Loughrey,,,,,,,,,,,,2,50,37,5,1,3,6,1,9,1,3,5,3,3,4,1,0,1,0,0,0,2,0,0,2,All
Donna Derose,,,,,,,,,,,,,0,39,11,1,1,1,1,1,0,5,6,3,1,4,2,4,1,0,3,1,2,1,0,2,All
Omar Sabir,,,,,,,,,,,,,,0,7,4,5,3,2,2,1,2,0,0,3,3,0,0,0,1,1,0,1,1,0,3,All
Donna Marie Laws,,,,,,,,,,,,,,,0,4,13,2,3,12,3,11,2,1,1,4,3,4,1,1,3,1,0,0,1,0,All
Warren Bloom,,,,,,,,,,,,,,,,1,7,9,19,2,15,2,2,3,5,1,0,0,1,0,0,0,1,0,0,0,All
Suzanne Harmon Carn,,,,,,,,,,,,,,,,,0,2,6,2,4,7,0,1,2,4,3,1,0,0,0,0,1,0,2,0,All
Bobbie T Curry,,,,,,,,,,,,,,,,,,0,7,5,5,4,0,4,5,2,1,1,1,1,0,0,1,0,0,0,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,1,1,12,1,1,2,2,2,0,0,2,0,2,0,1,1,1,0,All
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,1,1,7,2,7,2,2,3,2,6,1,1,1,0,1,1,0,All
Tia M Seibert,,,,,,,,,,,,,,,,,,,,,1,4,2,2,4,2,0,0,0,2,1,1,1,0,0,0,All
Ashley Michelle Cook,,,,,,,,,,,,,,,,,,,,,,0,1,3,3,3,2,2,3,0,0,3,1,1,1,0,All
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,,,1,3,0,2,1,1,0,1,1,0,1,1,0,0,All
Bruce H Bailey,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,1,1,3,0,0,0,0,0,0,All
