col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Giovanni Campbell,Kenneth J Powell Jr,Stephanie M Sawyer,Joe Fernandes,Daniel D Mccaffery,James C Crumlish,Anne Marie Coyle,Timika Lane,Vince Giusini,Leon A King Ii,Tracy B Roman,Sierra Thomas Street,Dawn M Tancredi,Derrick W Coker,Daine A Grey Jr,John J O Connor Jr,Deborah D Cianfrani,Conor Corcoran,Rania Major,Sean P Stevens,Frank Bennett,Jon Marshall,Katie Scrivner,Fran Shields,Inja Coates,Donna Marie Laws,Omar Sabir,Tia M Seibert,Suzanne Harmon Carn,Donna Derose,Warren Bloom,Sharif Ali,Ashley Michelle Cook,Marnie Aument Loughrey,Lewis Harris Jr,Bobbie T Curry,Robert Tuerk,Brigitte A Garvin Johnson,Holly A Harris Seidle,Jose A Figueroa,Bruce H Bailey,Tyrone T Martin,David Mamikonyan,Ryan Mulvey,Verna Ragan Tennant,Wayne E Dorsey,James Johnson,Keith Jackson,Kyle J Sampson,All
Giovanni Campbell,62,626,633,570,572,522,187,203,136,184,70,71,95,90,53,49,28,31,28,19,22,6,1,0,465,90,84,52,52,87,43,50,44,54,27,32,54,32,34,35,25,28,20,20,16,14,14,16,10,All
Kenneth J Powell Jr,,16,520,469,540,485,140,123,87,117,61,59,47,50,35,48,21,18,20,16,13,10,1,0,248,69,60,34,45,43,31,44,46,38,28,30,45,30,27,25,27,25,15,25,13,20,17,18,13,All
Stephanie M Sawyer,,,2,465,489,483,139,137,81,111,48,53,59,65,63,30,37,29,35,17,11,7,0,0,304,75,49,36,42,72,28,40,36,34,20,22,36,35,45,33,17,19,12,9,18,11,14,12,12,All
Joe Fernandes,,,,10,493,449,179,163,121,71,114,94,41,42,24,32,12,9,10,8,12,5,1,0,208,52,63,70,72,51,62,26,32,45,51,45,21,26,27,28,24,14,24,20,13,14,5,5,8,All
Daniel D Mccaffery,,,,,7,461,122,87,75,93,44,31,62,23,24,55,19,27,14,11,16,5,1,1,225,71,51,37,40,64,38,24,37,40,25,22,34,20,27,15,25,10,18,26,13,13,8,8,11,All
James C Crumlish,,,,,,6,124,65,61,38,18,10,32,55,32,33,11,19,4,17,8,7,1,0,188,36,33,20,29,41,25,26,23,33,12,18,20,14,23,25,17,11,12,11,11,10,10,8,11,All
Anne Marie Coyle,,,,,,,5,175,146,41,133,115,60,58,45,37,35,20,26,12,15,4,0,0,68,50,46,71,70,32,55,15,30,26,38,40,13,28,28,16,20,9,19,22,17,9,8,5,10,All
Timika Lane,,,,,,,,3,114,85,127,143,66,55,40,14,16,8,25,10,5,6,2,0,106,57,69,72,57,41,45,37,37,26,42,34,15,29,17,18,14,21,13,9,10,13,9,10,5,All
Vince Giusini,,,,,,,,,3,49,83,81,10,45,24,12,4,13,6,2,8,4,0,1,73,30,37,50,41,18,43,9,10,13,38,30,25,6,6,10,10,9,16,6,3,4,5,0,3,All
Leon A King Ii,,,,,,,,,,5,35,47,44,21,16,17,9,14,10,6,11,8,2,0,117,41,32,15,11,33,14,31,14,22,9,11,28,15,6,6,12,16,4,4,6,8,8,9,5,All
Tracy B Roman,,,,,,,,,,,1,116,41,7,16,24,28,10,14,12,13,5,0,0,29,38,36,70,58,13,53,18,26,10,44,31,6,23,15,7,13,9,12,10,10,8,6,6,5,All
Sierra Thomas Street,,,,,,,,,,,,3,32,15,13,14,14,7,19,7,7,8,1,0,30,43,50,61,45,14,39,26,26,9,43,36,5,25,9,10,10,13,11,5,4,6,6,7,3,All
Dawn M Tancredi,,,,,,,,,,,,,1,7,15,27,33,11,23,9,6,1,1,0,47,41,12,23,27,51,9,7,21,23,6,6,11,18,13,7,6,2,6,7,6,3,2,3,7,All
Derrick W Coker,,,,,,,,,,,,,,0,25,8,2,4,6,4,3,2,0,0,31,12,12,2,7,9,3,13,3,6,4,5,6,6,7,9,6,10,7,0,5,0,5,3,4,All
Daine A Grey Jr,,,,,,,,,,,,,,,0,6,11,5,14,8,5,5,0,0,19,15,8,4,9,15,6,12,10,10,8,6,3,10,6,5,1,3,5,1,4,1,7,2,4,All
John J O Connor Jr,,,,,,,,,,,,,,,,1,7,10,2,1,12,2,1,0,16,15,7,7,11,13,14,4,12,14,13,8,4,4,6,8,8,5,6,15,5,5,2,5,5,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,,0,7,15,6,2,0,0,0,17,17,9,12,15,15,6,4,11,7,2,4,3,10,13,4,1,1,2,1,3,0,2,4,2,All
Conor Corcoran,,,,,,,,,,,,,,,,,,1,5,11,7,5,0,0,16,14,5,0,6,15,6,9,6,3,6,6,4,2,5,4,5,2,2,3,5,6,3,4,3,All
Rania Major,,,,,,,,,,,,,,,,,,,0,2,0,2,0,0,19,14,10,8,9,6,1,8,13,4,2,4,2,8,10,4,3,2,2,2,1,2,3,1,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,1,4,4,0,0,13,6,3,2,1,11,3,12,3,4,1,1,3,3,4,1,2,3,1,1,0,5,5,1,1,All
Frank Bennett,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,6,5,6,5,4,7,5,4,3,4,3,3,4,2,1,4,3,8,2,3,5,0,1,3,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,2,2,2,2,4,1,7,1,0,2,2,0,1,0,1,3,2,1,1,0,2,6,1,1,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Inja Coates,,,,,,,,,,,,,,,,,,,,,,,,,10,35,29,13,18,40,13,20,12,19,7,11,48,15,11,13,13,12,3,3,9,6,4,3,4,All
Donna Marie Laws,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,15,26,24,10,11,19,9,10,10,3,13,10,6,5,6,1,6,8,3,4,3,8,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,13,7,17,22,10,5,14,12,4,4,3,11,1,4,5,1,1,1,4,3,1,All
Tia M Seibert,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,4,32,5,12,1,23,20,2,8,5,4,1,5,7,4,3,2,0,3,1,All
Suzanne Harmon Carn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,16,5,22,7,13,17,3,15,6,4,4,2,9,4,4,1,0,0,2,All
Donna Derose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,10,6,33,2,2,7,6,16,7,2,2,3,1,4,2,8,2,1,All
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,3,28,14,2,6,7,2,5,1,9,3,2,2,0,3,3,All
Sharif Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,6,3,3,3,6,0,11,4,6,2,2,0,6,10,3,1,All
Ashley Michelle Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,9,1,11,5,4,5,4,1,7,3,3,1,3,1,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,2,6,6,0,3,2,5,2,3,1,0,1,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,1,0,1,5,4,6,7,3,1,0,2,1,3,All
Bobbie T Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,2,5,2,5,6,1,0,2,1,1,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1,2,2,2,2,2,0,0,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,2,3,2,1,4,1,2,2,4,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,5,3,4,4,1,2,0,All
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,2,1,0,1,3,1,All
Bruce H Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,9,1,1,0,1,3,All
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,0,1,3,1,All
David Mamikonyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,1,1,All
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,1,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,3,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,All
James Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,All
Keith Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,159",821,794,750,730,662,425,389,270,267,232,216,166,125,110,100,69,60,60,43,39,22,3,1,540,155,148,127,124,120,108,85,82,81,79,73,72,65,58,53,46,41,40,38,30,28,27,24,23,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Giovanni Campbell,Kenneth J Powell Jr,Stephanie M Sawyer,Timika Lane,Joe Fernandes,Daniel D Mccaffery,James C Crumlish,Anne Marie Coyle,Sierra Thomas Street,Tracy B Roman,Vince Giusini,Leon A King Ii,Dawn M Tancredi,Daine A Grey Jr,Derrick W Coker,John J O Connor Jr,Conor Corcoran,Rania Major,Jon Marshall,Sean P Stevens,Frank Bennett,Deborah D Cianfrani,Fran Shields,Katie Scrivner,Inja Coates,Omar Sabir,Sharif Ali,Brigitte A Garvin Johnson,Tia M Seibert,Donna Marie Laws,Ashley Michelle Cook,Suzanne Harmon Carn,Bobbie T Curry,Jose A Figueroa,Marnie Aument Loughrey,Tyrone T Martin,Warren Bloom,Wayne E Dorsey,Donna Derose,James Johnson,Keith Jackson,Lewis Harris Jr,Robert Tuerk,Bruce H Bailey,Verna Ragan Tennant,David Mamikonyan,Holly A Harris Seidle,Kyle J Sampson,Ryan Mulvey,1
Giovanni Campbell,3,44,39,32,39,40,34,13,8,9,7,9,8,2,5,2,2,2,1,1,1,0,0,0,29,8,4,8,7,4,2,2,2,2,2,3,1,3,3,2,2,2,1,1,3,0,1,1,1,1
Kenneth J Powell Jr,,0,40,25,33,34,33,13,11,8,9,9,4,2,5,3,1,2,3,1,1,0,0,0,23,8,6,6,6,6,3,1,2,3,1,3,1,5,0,2,3,1,2,3,1,0,0,1,1,1
Stephanie M Sawyer,,,0,24,32,30,32,12,5,3,8,8,3,6,8,3,4,3,1,1,2,0,0,0,23,7,7,6,3,6,3,1,0,3,2,1,1,4,1,3,3,3,3,1,2,1,1,1,0,1
Timika Lane,,,,0,20,13,12,21,17,16,15,7,8,8,7,3,0,4,2,2,1,1,0,0,16,12,9,6,9,6,5,6,5,3,3,5,4,3,1,3,4,2,3,1,1,0,1,0,1,1
Joe Fernandes,,,,,0,34,30,13,9,8,6,3,4,1,1,2,1,2,1,1,1,0,0,0,17,6,1,5,5,2,2,6,5,1,2,1,2,4,0,1,2,1,0,2,3,1,1,1,0,1
Daniel D Mccaffery,,,,,,0,29,7,3,2,3,4,3,2,1,2,3,2,0,0,2,0,0,0,19,4,2,4,4,2,2,0,0,0,2,0,0,2,0,0,0,2,1,1,2,1,1,1,1,1
James C Crumlish,,,,,,,0,10,1,1,5,0,3,1,2,3,2,1,1,2,1,0,0,0,18,0,2,3,2,2,1,0,0,2,2,0,0,3,1,2,2,1,0,2,1,0,1,1,0,1
Anne Marie Coyle,,,,,,,,0,11,13,12,1,6,3,2,3,3,3,0,0,1,1,0,0,11,7,3,6,6,3,4,6,4,3,3,1,2,1,0,0,2,1,1,2,1,2,1,0,0,1
Sierra Thomas Street,,,,,,,,,0,12,10,4,4,1,2,0,2,4,3,2,1,0,0,0,4,10,5,5,8,2,2,5,6,2,1,3,2,0,1,1,1,2,1,1,0,2,0,0,0,1
Tracy B Roman,,,,,,,,,,0,7,2,6,2,0,2,1,1,1,1,0,1,0,0,2,3,4,3,7,2,3,6,5,0,0,3,3,0,1,1,2,0,0,0,1,1,1,0,1,1
Vince Giusini,,,,,,,,,,,0,3,1,2,3,2,2,0,1,1,0,0,0,0,6,5,2,0,5,2,2,3,4,2,0,2,2,0,0,0,0,2,1,1,0,1,0,0,1,1
Leon A King Ii,,,,,,,,,,,,1,2,1,4,1,1,0,1,0,1,0,0,0,6,4,4,2,1,2,0,0,1,1,0,2,0,1,2,1,1,0,1,0,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,0,1,0,1,3,1,0,1,0,2,0,0,6,2,1,2,1,1,2,2,1,1,3,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,,0,3,1,0,1,1,1,1,1,0,0,0,2,2,1,1,2,2,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,,,,,0,3,0,1,0,0,0,0,0,0,2,3,2,1,1,2,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
John J O Connor Jr,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1
Conor Corcoran,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,1,0,2,1,1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Inja Coates,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,3,0,1,1,0,0,3,3,1,1,0,2,0,0,1,3,1,1,0,1,1,0,1
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,1,2,1,3,3,3,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
Sharif Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,0,0,1,0,2,0,0,2,3,1,0,2,0,0,0,0,0,0,1
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1
Tia M Seibert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,3,0,0,2,2,0,0,0,1,1,0,0,1,1,0,0,1,1
Donna Marie Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
Ashley Michelle Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Suzanne Harmon Carn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bobbie T Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,1,1,0,0,0,0,0,1
Donna Derose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,1
James Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1
Keith Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Bruce H Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
David Mamikonyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,74,62,57,57,53,48,43,32,25,21,21,18,14,10,10,7,6,6,4,4,3,2,0,0,40,19,13,12,12,9,7,7,6,5,5,5,5,5,4,4,4,4,4,3,3,2,2,1,1,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
