col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Sierra Thomas Street,Timika Lane,Anne Marie Coyle,Joe Fernandes,Giovanni Campbell,Tracy B Roman,Daniel D Mccaffery,Leon A King Ii,Vince Giusini,Kenneth J Powell Jr,Stephanie M Sawyer,Dawn M Tancredi,John J O Connor Jr,Derrick W Coker,Rania Major,Daine A Grey Jr,Deborah D Cianfrani,Frank Bennett,James C Crumlish,Jon Marshall,Conor Corcoran,Sean P Stevens,Katie Scrivner,Fran Shields,Omar Sabir,Warren Bloom,Lewis Harris Jr,Donna Derose,Marnie Aument Loughrey,Tia M Seibert,Inja Coates,Donna Marie Laws,Suzanne Harmon Carn,Bobbie T Curry,Sharif Ali,Tyrone T Martin,David Mamikonyan,Ashley Michelle Cook,Brigitte A Garvin Johnson,Verna Ragan Tennant,Bruce H Bailey,Wayne E Dorsey,Kyle J Sampson,Jose A Figueroa,Keith Jackson,James Johnson,Robert Tuerk,Ryan Mulvey,Holly A Harris Seidle,All
Sierra Thomas Street,33,379,219,210,163,170,142,148,130,54,61,30,31,33,25,25,25,18,14,11,7,11,2,0,305,147,121,122,106,108,49,51,33,31,34,18,19,17,25,15,7,11,15,10,11,9,9,4,4,All
Timika Lane,,31,221,221,163,166,143,149,128,50,51,30,24,24,19,20,18,13,13,11,4,8,1,0,258,135,125,122,109,103,38,39,34,35,28,28,21,23,14,7,7,11,9,7,10,3,5,4,5,All
Anne Marie Coyle,,,4,132,81,146,72,62,121,28,20,13,15,9,11,8,12,6,10,4,2,3,0,0,119,118,110,61,60,93,14,14,33,20,6,6,17,11,9,7,7,6,6,4,3,4,1,4,2,All
Joe Fernandes,,,,3,86,126,74,66,113,17,14,15,9,7,7,3,6,5,7,3,4,5,1,0,137,98,92,65,64,87,12,16,23,20,10,7,20,8,3,1,4,2,3,6,2,3,7,1,2,All
Giovanni Campbell,,,,,1,26,152,151,25,26,35,36,27,13,12,11,11,7,9,10,11,6,1,0,154,24,17,124,104,10,34,36,8,11,13,16,7,8,6,3,7,6,5,6,4,6,7,4,2,All
Tracy B Roman,,,,,,3,20,16,113,27,25,12,12,4,10,10,9,4,2,9,3,3,1,0,65,105,107,11,12,92,12,16,26,25,10,12,14,11,13,7,6,12,5,5,3,3,0,2,2,All
Daniel D Mccaffery,,,,,,,1,126,20,22,22,29,29,9,10,9,8,11,7,5,9,2,1,0,134,25,15,114,100,10,17,33,7,7,8,8,9,5,6,3,9,2,6,4,3,1,3,7,2,All
Leon A King Ii,,,,,,,,2,20,20,27,18,7,11,10,11,6,4,3,5,11,5,0,0,133,24,11,117,109,6,23,23,1,7,12,12,1,5,4,2,2,4,5,3,6,5,4,1,2,All
Vince Giusini,,,,,,,,,0,4,18,3,6,7,4,5,6,3,4,1,7,3,1,1,45,90,91,17,13,77,18,13,24,17,2,5,12,3,3,2,4,1,3,3,2,0,1,0,1,All
Kenneth J Powell Jr,,,,,,,,,,0,28,15,23,7,17,11,21,10,8,11,7,10,1,0,33,11,24,6,6,15,17,23,6,11,17,10,4,11,10,3,6,4,6,8,6,5,1,6,5,All
Stephanie M Sawyer,,,,,,,,,,,0,12,15,10,14,14,14,5,11,9,10,8,0,1,33,19,11,19,3,7,33,31,5,5,10,9,4,10,10,2,5,4,5,6,5,3,4,0,4,All
Dawn M Tancredi,,,,,,,,,,,,0,19,2,5,6,6,3,0,4,1,0,0,0,23,9,6,20,12,14,6,17,5,3,4,7,2,4,3,3,2,2,1,1,1,2,0,5,2,All
John J O Connor Jr,,,,,,,,,,,,,1,3,7,3,3,8,6,5,2,7,0,0,23,10,8,10,4,10,9,17,7,6,2,7,7,4,2,3,5,2,1,4,1,1,2,4,1,All
Derrick W Coker,,,,,,,,,,,,,,0,8,2,6,5,5,3,2,2,0,0,26,6,8,3,2,2,15,10,2,2,4,7,3,2,2,3,2,5,4,1,2,1,3,1,0,All
Rania Major,,,,,,,,,,,,,,,0,9,8,9,6,7,2,3,2,0,14,6,5,6,3,8,13,10,2,3,8,8,1,4,4,2,3,3,1,3,4,1,2,4,2,All
Daine A Grey Jr,,,,,,,,,,,,,,,,0,3,7,3,5,2,1,0,0,6,6,6,6,2,2,6,8,3,3,5,5,1,8,7,2,2,2,3,2,5,3,0,2,3,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,,0,5,4,3,5,3,2,0,10,6,10,4,2,5,10,7,5,4,5,0,2,4,6,2,1,2,3,5,3,4,0,2,3,All
Frank Bennett,,,,,,,,,,,,,,,,,,0,6,2,4,2,1,0,12,5,3,4,3,4,2,4,3,2,1,3,5,4,3,4,3,2,1,1,3,2,2,3,1,All
