col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,District Attorney - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,R Seth Williams,Timika Lane,Sierra Thomas Street,Joe Fernandes,Giovanni Campbell,Leon A King Ii,Anne Marie Coyle,Daniel D Mccaffery,Dawn M Tancredi,Tracy B Roman,Vince Giusini,Stephanie M Sawyer,Kenneth J Powell Jr,Derrick W Coker,John J O Connor Jr,Rania Major,Conor Corcoran,Daine A Grey Jr,Frank Bennett,Deborah D Cianfrani,Sean P Stevens,James C Crumlish,Jon Marshall,Katie Scrivner,Fran Shields,All
R Seth Williams,25,181,131,116,102,88,87,89,76,68,64,28,25,12,16,12,11,13,11,9,11,9,6,2,0,All
Timika Lane,,5,82,109,86,74,60,73,72,56,66,18,13,11,7,10,4,6,3,3,3,4,2,2,0,All
Sierra Thomas Street,,,9,54,38,24,64,27,23,56,62,16,13,5,12,9,4,5,5,7,5,3,1,1,0,All
Joe Fernandes,,,,1,47,46,46,51,50,45,43,4,4,4,3,4,3,0,2,1,2,3,0,1,0,All
Giovanni Campbell,,,,,0,71,16,76,70,10,21,19,14,8,9,7,4,5,2,2,2,4,3,2,0,All
Leon A King Ii,,,,,,1,4,58,54,5,12,19,9,7,4,6,5,3,4,2,6,3,2,0,0,All
Anne Marie Coyle,,,,,,,4,11,7,47,47,9,9,9,8,6,4,5,4,6,4,2,2,0,0,All
Daniel D Mccaffery,,,,,,,,0,67,8,15,10,6,3,7,3,7,3,4,3,2,1,0,1,0,All
Dawn M Tancredi,,,,,,,,,0,6,8,8,6,1,5,4,0,0,1,2,1,1,1,0,0,All
Tracy B Roman,,,,,,,,,,1,46,5,9,1,6,2,1,3,4,0,1,1,1,0,0,All
