col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,Joe Fernandes,Anne Marie Coyle,Daniel D Mccaffery,Timika Lane,Tracy B Roman,Vince Giusini,Giovanni Campbell,Sierra Thomas Street,Dawn M Tancredi,John J O Connor Jr,Stephanie M Sawyer,James C Crumlish,Rania Major,Frank Bennett,Kenneth J Powell Jr,Leon A King Ii,Conor Corcoran,Deborah D Cianfrani,Sean P Stevens,Derrick W Coker,Jon Marshall,Daine A Grey Jr,Fran Shields,Katie Scrivner,All
Joe Fernandes,23,39,31,55,37,46,30,34,24,6,11,8,11,6,10,17,4,2,2,2,1,1,0,0,All
Anne Marie Coyle,,16,24,42,40,38,15,34,13,20,12,14,7,5,9,2,9,7,4,6,1,1,0,0,All
Daniel D Mccaffery,,,10,27,14,19,34,10,37,26,19,16,8,11,12,16,13,8,5,3,5,5,0,0,All
Timika Lane,,,,11,41,35,24,35,23,5,8,2,8,5,5,19,2,2,1,3,0,2,0,0,All
Tracy B Roman,,,,,11,38,3,35,8,5,9,5,5,2,5,2,3,3,1,2,3,1,0,0,All
Vince Giusini,,,,,,3,14,34,11,7,7,15,12,3,4,4,3,5,0,3,1,1,0,0,All
Giovanni Campbell,,,,,,,8,9,32,13,14,4,10,4,7,14,2,5,2,4,2,2,0,0,All
Sierra Thomas Street,,,,,,,,2,13,4,3,1,7,0,5,3,1,1,1,1,0,0,0,0,All
Dawn M Tancredi,,,,,,,,,0,10,9,5,4,9,6,14,1,4,2,2,2,0,0,0,All
John J O Connor Jr,,,,,,,,,,2,14,8,4,7,6,1,10,8,4,4,3,1,0,0,All
Stephanie M Sawyer,,,,,,,,,,,2,10,7,4,7,1,6,6,7,3,8,6,0,0,All
James C Crumlish,,,,,,,,,,,,0,5,4,6,1,5,4,5,5,7,5,0,0,All
Rania Major,,,,,,,,,,,,,6,3,5,4,5,5,1,4,0,4,0,0,All
Frank Bennett,,,,,,,,,,,,,,6,3,2,4,6,1,3,1,1,0,0,All
Kenneth J Powell Jr,,,,,,,,,,,,,,,2,3,5,2,3,4,2,4,0,0,All
