col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Controller - Democrat,,,All
,Timika Lane,Joe Fernandes,Daniel D Mccaffery,Kenneth J Powell Jr,Dawn M Tancredi,Sierra Thomas Street,James C Crumlish,Tracy B Roman,Anne Marie Coyle,Vince Giusini,Giovanni Campbell,Stephanie M Sawyer,Leon A King Ii,John J O Connor Jr,Derrick W Coker,Rania Major,Daine A Grey Jr,Frank Bennett,Deborah D Cianfrani,Conor Corcoran,Jon Marshall,Sean P Stevens,Katie Scrivner,Fran Shields,Alan Butkovitz,Brett Mandel,Mark Zecca,All
Timika Lane,20,830,608,597,596,361,475,327,299,244,193,184,177,30,66,59,45,22,31,18,18,22,2,0,863,286,55,All
Joe Fernandes,,2,503,474,484,217,407,237,212,183,94,69,78,24,20,19,11,13,14,10,8,7,2,0,643,163,35,All
Daniel D Mccaffery,,,6,509,554,116,395,73,61,61,133,96,77,67,19,16,14,14,15,16,10,9,0,0,542,119,16,All
Kenneth J Powell Jr,,,,4,495,119,405,100,71,47,92,93,73,38,28,30,26,19,11,14,21,18,2,0,524,132,18,All
Dawn M Tancredi,,,,,2,97,398,69,50,53,121,105,79,45,15,20,19,14,16,8,8,4,1,0,518,109,15,All
Sierra Thomas Street,,,,,,13,29,263,239,196,119,122,104,55,46,45,27,16,19,15,18,19,1,0,291,162,44,All
James C Crumlish,,,,,,,3,31,35,25,29,42,29,14,10,8,11,7,9,9,8,10,0,0,413,77,9,All
Tracy B Roman,,,,,,,,3,244,220,70,75,69,29,20,24,15,19,11,10,10,15,0,0,219,191,40,All
Anne Marie Coyle,,,,,,,,,6,185,67,68,46,27,19,25,16,16,14,10,15,9,3,0,223,115,35,All
Vince Giusini,,,,,,,,,,1,61,46,35,15,28,14,8,11,7,11,2,2,2,0,173,118,22,All
Giovanni Campbell,,,,,,,,,,,3,102,117,57,42,31,20,15,8,18,17,9,1,0,167,107,20,All
Stephanie M Sawyer,,,,,,,,,,,,9,85,44,40,39,36,14,19,16,13,13,1,0,186,85,25,All
Leon A King Ii,,,,,,,,,,,,,3,16,46,27,24,18,12,15,22,16,0,0,133,87,26,All
John J O Connor Jr,,,,,,,,,,,,,,1,6,7,8,11,5,15,3,4,1,0,65,31,7,All
Derrick W Coker,,,,,,,,,,,,,,,0,20,12,9,10,4,6,5,0,0,59,34,8,All
Rania Major,,,,,,,,,,,,,,,,1,13,14,10,10,7,6,2,0,40,34,11,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,0,4,8,4,6,8,0,0,33,28,6,All
Frank Bennett,,,,,,,,,,,,,,,,,,1,12,15,8,10,0,0,20,28,5,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,0,11,5,5,0,0,29,13,6,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,,1,4,7,0,0,23,15,8,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,13,1,0,14,21,8,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,0,0,0,13,25,4,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Alan Butkovitz,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,All
Brett Mandel,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,All
Mark Zecca,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"1,355",918,747,725,709,578,542,491,423,350,335,331,270,118,111,100,75,66,56,53,49,48,4,0,"1,119",494,93,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Controller - Democrat,,,1
,Timika Lane,Joe Fernandes,Kenneth J Powell Jr,Daniel D Mccaffery,Dawn M Tancredi,James C Crumlish,Tracy B Roman,Sierra Thomas Street,Giovanni Campbell,Leon A King Ii,Anne Marie Coyle,John J O Connor Jr,Vince Giusini,Frank Bennett,Jon Marshall,Derrick W Coker,Stephanie M Sawyer,Conor Corcoran,Rania Major,Sean P Stevens,Deborah D Cianfrani,Daine A Grey Jr,Fran Shields,Katie Scrivner,Alan Butkovitz,Brett Mandel,Mark Zecca,1
Timika Lane,1,27,21,19,17,16,9,7,6,8,4,1,4,4,5,2,4,0,1,2,2,1,0,0,21,13,2,1
Joe Fernandes,,0,15,14,14,12,8,6,3,4,3,1,3,1,1,0,1,0,0,0,0,0,0,0,14,8,1,1
Kenneth J Powell Jr,,,0,17,18,10,4,5,4,2,3,6,1,1,2,2,1,1,1,0,1,0,0,0,15,8,1,1
Daniel D Mccaffery,,,,0,13,10,1,3,3,1,1,3,1,1,1,1,2,1,1,0,1,0,0,0,12,7,0,1
Dawn M Tancredi,,,,,0,11,2,2,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0,14,4,0,1
James C Crumlish,,,,,,0,3,1,2,3,1,2,0,2,1,0,1,1,0,1,0,0,0,0,10,6,2,1
Tracy B Roman,,,,,,,1,5,2,1,5,3,4,3,1,0,0,1,0,0,0,0,0,0,6,5,1,1
Sierra Thomas Street,,,,,,,,0,2,1,5,4,4,1,0,2,0,3,1,1,0,0,0,0,7,2,1,1
Giovanni Campbell,,,,,,,,,1,6,0,3,0,2,2,1,0,0,0,1,0,0,0,0,1,4,1,1
Leon A King Ii,,,,,,,,,,0,0,2,0,2,3,0,2,0,1,2,1,1,0,0,1,4,2,1
Anne Marie Coyle,,,,,,,,,,,1,3,4,1,0,0,0,2,0,1,0,0,0,0,5,2,1,1
John J O Connor Jr,,,,,,,,,,,,0,2,0,0,1,0,2,1,0,0,0,0,0,3,3,1,1
Vince Giusini,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,4,2,0,1
Frank Bennett,,,,,,,,,,,,,,0,2,0,1,1,0,1,1,0,0,0,2,3,0,1
Jon Marshall,,,,,,,,,,,,,,,0,0,2,0,0,0,2,0,0,0,1,3,1,1
Derrick W Coker,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,2,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,2,1,1,1
Conor Corcoran,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,2,0,1,1
Rania Major,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,1,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,1
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Alan Butkovitz,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
Brett Mandel,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Mark Zecca,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,44,29,27,24,20,19,16,12,10,10,9,9,6,5,5,4,4,3,3,3,2,1,0,0,27,19,3,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Controller - Democrat,,,2
,Timika Lane,Joe Fernandes,Dawn M Tancredi,Kenneth J Powell Jr,Daniel D Mccaffery,James C Crumlish,Sierra Thomas Street,Tracy B Roman,Anne Marie Coyle,Stephanie M Sawyer,Vince Giusini,Giovanni Campbell,Leon A King Ii,Conor Corcoran,Frank Bennett,John J O Connor Jr,Rania Major,Deborah D Cianfrani,Derrick W Coker,Daine A Grey Jr,Jon Marshall,Sean P Stevens,Fran Shields,Katie Scrivner,Alan Butkovitz,Brett Mandel,Mark Zecca,2
Timika Lane,0,47,45,47,42,37,10,7,6,5,5,2,2,2,1,3,1,2,1,1,0,1,0,0,52,7,1,2
Joe Fernandes,,0,40,41,39,36,7,6,7,1,4,0,1,0,0,0,0,1,1,0,0,0,0,0,43,7,0,2
Dawn M Tancredi,,,0,45,43,38,5,1,2,4,1,3,2,0,0,2,0,1,1,1,0,0,0,0,43,5,1,2
Kenneth J Powell Jr,,,,0,45,39,5,3,1,2,1,0,1,1,1,1,1,1,1,0,0,1,0,0,42,8,0,2
Daniel D Mccaffery,,,,,1,36,5,2,1,3,1,2,2,1,1,1,0,0,0,0,0,1,0,0,40,6,0,2
James C Crumlish,,,,,,0,0,2,0,0,1,0,1,2,1,1,1,1,1,0,1,0,0,0,36,3,1,2
Sierra Thomas Street,,,,,,,0,6,5,3,4,2,2,0,1,1,1,0,0,0,0,1,0,0,8,5,0,2
