col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Joe Fernandes,Anne Marie Coyle,James C Crumlish,Timika Lane,Dawn M Tancredi,Giovanni Campbell,Tracy B Roman,Vince Giusini,Sierra Thomas Street,Stephanie M Sawyer,John J O Connor Jr,Kenneth J Powell Jr,Leon A King Ii,Deborah D Cianfrani,Frank Bennett,Conor Corcoran,Daine A Grey Jr,Rania Major,Derrick W Coker,Jon Marshall,Sean P Stevens,Fran Shields,Katie Scrivner,Donna Derose,Omar Sabir,Ryan Mulvey,Donna Marie Laws,Warren Bloom,Tia M Seibert,Lewis Harris Jr,Suzanne Harmon Carn,Marnie Aument Loughrey,Ashley Michelle Cook,Brigitte A Garvin Johnson,Sharif Ali,David Mamikonyan,Jose A Figueroa,Bobbie T Curry,Inja Coates,Holly A Harris Seidle,Bruce H Bailey,Tyrone T Martin,Wayne E Dorsey,Keith Jackson,Robert Tuerk,James Johnson,Kyle J Sampson,Verna Ragan Tennant,All
Daniel D Mccaffery,4,152,92,133,53,95,78,34,33,29,40,52,30,31,27,24,28,12,3,11,8,7,0,0,161,138,121,39,16,8,8,13,31,13,11,10,11,7,8,11,15,15,8,9,4,7,2,3,3,All
Joe Fernandes,,1,113,125,92,57,56,63,64,54,20,22,23,17,8,10,8,12,7,13,10,4,0,0,130,136,113,22,36,32,30,14,15,13,9,8,17,13,18,8,4,4,6,8,4,4,7,1,5,All
Anne Marie Coyle,,,10,48,82,57,41,79,71,66,37,34,43,13,22,18,15,18,17,14,5,9,0,0,41,49,44,36,56,37,35,23,14,21,19,16,17,10,18,10,14,8,7,12,8,5,4,3,8,All
James C Crumlish,,,,0,28,45,40,10,12,5,13,17,14,8,4,6,8,8,2,12,6,5,0,0,119,114,101,5,4,6,1,1,10,5,4,3,5,4,1,3,6,3,3,2,5,1,1,2,2,All
Timika Lane,,,,,2,51,49,60,54,56,18,10,22,20,13,6,1,12,12,9,3,2,0,0,40,49,33,19,30,34,31,19,17,12,10,13,11,6,14,6,3,5,10,5,6,3,2,3,6,All
Dawn M Tancredi,,,,,,2,53,22,24,28,29,23,17,21,29,10,10,10,12,5,2,1,0,0,64,49,36,33,9,14,5,9,22,14,15,9,5,10,7,5,8,10,6,7,4,6,2,1,4,All
Giovanni Campbell,,,,,,,0,10,25,22,29,22,23,31,6,6,13,8,8,10,6,3,0,0,61,42,32,28,4,7,5,2,24,9,8,7,4,6,4,14,4,8,6,6,4,6,3,4,1,All
Tracy B Roman,,,,,,,,1,56,52,12,14,9,3,14,6,3,8,8,6,5,2,0,0,15,19,17,16,35,34,32,22,3,12,6,7,12,4,18,3,8,2,2,7,6,1,3,0,0,All
Vince Giusini,,,,,,,,,4,46,15,17,9,13,11,6,12,6,3,8,4,2,0,0,23,17,17,19,34,31,28,16,6,9,3,4,12,3,18,13,5,5,3,4,3,6,4,2,1,All
Sierra Thomas Street,,,,,,,,,,0,20,13,16,8,7,4,2,7,9,5,2,2,0,0,16,28,4,23,26,28,28,14,5,12,11,11,10,4,12,5,3,2,6,6,2,4,7,1,2,All
Stephanie M Sawyer,,,,,,,,,,,0,12,16,16,12,8,14,20,13,6,6,3,0,0,24,20,6,33,4,6,4,6,3,15,10,14,2,4,1,13,10,2,5,4,8,6,2,5,3,All
John J O Connor Jr,,,,,,,,,,,,3,16,3,9,12,11,3,1,4,2,3,0,0,27,25,23,17,7,1,3,2,10,6,3,3,8,2,1,3,2,10,5,2,3,2,2,2,1,All
Kenneth J Powell Jr,,,,,,,,,,,,,0,11,6,7,4,9,9,4,3,2,0,0,18,16,16,13,5,2,5,6,6,10,9,9,2,3,3,3,5,7,8,6,6,6,4,5,4,All
Leon A King Ii,,,,,,,,,,,,,,0,2,5,9,2,5,2,4,0,0,0,21,9,3,14,2,3,1,1,14,1,4,7,1,3,1,12,1,2,5,5,3,5,3,2,2,All
Deborah D Cianfrani,,,,,,,,,,,,,,,0,5,5,5,4,4,2,2,0,0,12,8,7,15,8,5,1,8,6,4,8,4,3,0,2,2,4,3,2,0,5,2,0,3,0,All
Frank Bennett,,,,,,,,,,,,,,,,0,7,9,2,5,3,1,0,0,8,5,6,7,3,1,6,3,4,3,5,3,3,6,2,0,4,5,3,6,3,3,1,2,2,All
Conor Corcoran,,,,,,,,,,,,,,,,,0,4,3,2,5,5,0,0,13,3,10,12,6,1,3,0,4,5,2,1,2,4,3,8,2,4,2,2,1,3,1,1,0,All
