col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Shoshana Bricklin,Martin Coleman,Fran Shields,Tracy B Roman,Robert M Kline,Henry Lewandowski,Daine A Grey Jr,Joe Fernandes,Frank Bennett,Conor Corcoran,Derrick W Coker,Inja Coates,Donna Marie Laws,Omar Sabir,Tia M Seibert,Suzanne Harmon Carn,Donna Derose,Warren Bloom,Sharif Ali,Ashley Michelle Cook,Marnie Aument Loughrey,Lewis Harris Jr,Bobbie T Curry,Robert Tuerk,Brigitte A Garvin Johnson,Holly A Harris Seidle,Jose A Figueroa,Bruce H Bailey,Tyrone T Martin,David Mamikonyan,Ryan Mulvey,Verna Ragan Tennant,Wayne E Dorsey,James Johnson,Keith Jackson,Kyle J Sampson,All
Shoshana Bricklin,79,439,502,89,95,49,49,61,28,16,0,385,85,60,53,56,74,41,42,48,41,28,29,38,38,36,29,24,25,19,18,16,16,11,13,13,All
Martin Coleman,,27,488,106,84,100,68,68,21,10,0,219,63,75,75,63,58,67,40,36,45,55,49,37,23,20,21,21,24,22,18,9,12,16,11,8,All
Fran Shields,,,15,41,74,48,65,55,10,11,0,240,60,49,31,47,79,30,26,42,51,17,24,31,30,34,20,17,6,15,9,17,8,9,7,6,All
Tracy B Roman,,,,6,36,84,32,18,20,9,0,42,48,50,67,59,15,53,24,26,14,40,36,6,21,18,10,11,15,13,12,12,8,8,11,5,All
Robert M Kline,,,,,13,17,55,38,25,12,0,63,30,15,18,27,22,20,16,24,11,15,9,14,13,12,12,16,14,9,14,6,6,6,6,5,All
Henry Lewandowski,,,,,,4,6,10,8,7,0,35,31,39,36,31,30,40,6,13,24,34,28,10,8,6,9,3,2,12,10,3,4,3,4,2,All
Daine A Grey Jr,,,,,,,5,43,5,9,0,42,25,15,7,16,13,8,21,13,11,8,10,7,14,13,5,10,10,4,3,8,6,4,5,5,All
Joe Fernandes,,,,,,,,4,8,7,0,51,19,13,10,13,16,8,16,6,8,8,6,10,9,12,16,7,7,4,3,7,4,9,2,4,All
