col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Henry Lewandowski,Martin Coleman,Tracy B Roman,Daine A Grey Jr,Joe Fernandes,Fran Shields,Conor Corcoran,Shoshana Bricklin,Derrick W Coker,Frank Bennett,Robert M Kline,Tia M Seibert,Donna Marie Laws,Warren Bloom,David Mamikonyan,Donna Derose,Jose A Figueroa,Kyle J Sampson,Lewis Harris Jr,Omar Sabir,Ryan Mulvey,Suzanne Harmon Carn,Brigitte A Garvin Johnson,Inja Coates,Keith Jackson,Marnie Aument Loughrey,Wayne E Dorsey,Ashley Michelle Cook,Bobbie T Curry,Bruce H Bailey,Holly A Harris Seidle,James Johnson,Robert Tuerk,Sharif Ali,Tyrone T Martin,Verna Ragan Tennant,1
Henry Lewandowski,1,3,4,2,3,0,1,0,0,0,0,4,3,2,2,2,1,2,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Martin Coleman,,0,3,1,0,2,0,1,0,0,0,3,0,3,0,0,2,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Tracy B Roman,,,0,0,1,0,0,0,0,0,0,3,1,2,0,0,1,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Daine A Grey Jr,,,,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Joe Fernandes,,,,,0,0,1,0,0,0,0,0,2,0,1,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Fran Shields,,,,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Conor Corcoran,,,,,,,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shoshana Bricklin,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
