col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,1
,Henry Lewandowski,Martin Coleman,Fran Shields,Tracy B Roman,Shoshana Bricklin,Daine A Grey Jr,Joe Fernandes,Robert M Kline,Conor Corcoran,Derrick W Coker,Frank Bennett,1
Henry Lewandowski,4,23,23,5,4,0,0,0,0,0,0,1
Martin Coleman,,5,17,6,0,0,1,0,0,0,0,1
Fran Shields,,,1,1,4,2,0,0,0,0,0,1
Tracy B Roman,,,,3,0,1,1,0,0,0,0,1
Shoshana Bricklin,,,,,3,0,0,0,0,0,0,1
Daine A Grey Jr,,,,,,0,0,0,0,0,0,1
Joe Fernandes,,,,,,,1,0,0,0,0,1
Robert M Kline,,,,,,,,1,0,0,0,1
Conor Corcoran,,,,,,,,,0,0,0,1
Derrick W Coker,,,,,,,,,,0,0,1
Frank Bennett,,,,,,,,,,,0,1
Total,33,29,26,10,7,2,2,1,0,0,0,1
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,2
,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Shoshana Bricklin,Daine A Grey Jr,Robert M Kline,Joe Fernandes,Frank Bennett,Conor Corcoran,Derrick W Coker,2
Martin Coleman,3,16,10,6,1,1,2,0,1,0,0,2
Henry Lewandowski,,1,14,4,4,0,0,2,0,0,0,2
Fran Shields,,,1,0,4,3,0,3,0,0,0,2
Tracy B Roman,,,,1,1,2,1,0,3,0,0,2
Shoshana Bricklin,,,,,1,2,1,1,0,0,0,2
Daine A Grey Jr,,,,,,1,1,1,2,0,0,2
Robert M Kline,,,,,,,2,1,0,0,0,2
Joe Fernandes,,,,,,,,0,0,0,0,2
Frank Bennett,,,,,,,,,0,0,0,2
Conor Corcoran,,,,,,,,,,0,0,2
Derrick W Coker,,,,,,,,,,,0,2
Total,23,22,18,10,8,7,5,4,3,0,0,2
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,3
,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Daine A Grey Jr,Shoshana Bricklin,Joe Fernandes,Robert M Kline,Conor Corcoran,Derrick W Coker,Frank Bennett,3
Martin Coleman,3,10,10,4,0,1,0,1,0,0,0,3
Henry Lewandowski,,4,7,3,0,0,0,1,0,0,0,3
Fran Shields,,,0,2,1,2,0,0,0,0,0,3
Tracy B Roman,,,,1,3,1,2,0,0,0,0,3
Daine A Grey Jr,,,,,0,2,2,0,0,0,0,3
Shoshana Bricklin,,,,,,0,0,0,0,0,0,3
Joe Fernandes,,,,,,,0,0,0,0,0,3
Robert M Kline,,,,,,,,0,0,0,0,3
Conor Corcoran,,,,,,,,,0,0,0,3
Derrick W Coker,,,,,,,,,,0,0,3
Frank Bennett,,,,,,,,,,,0,3
Total,16,15,11,9,4,3,2,1,0,0,0,3
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,4
,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Joe Fernandes,Daine A Grey Jr,Robert M Kline,Frank Bennett,Shoshana Bricklin,Conor Corcoran,Derrick W Coker,4
Martin Coleman,3,26,19,8,0,1,1,0,0,0,0,4
Henry Lewandowski,,1,20,7,3,1,0,1,0,0,0,4
Fran Shields,,,1,0,1,1,1,0,1,0,0,4
Tracy B Roman,,,,3,2,0,1,0,0,0,0,4
Joe Fernandes,,,,,0,1,2,1,0,0,0,4
Daine A Grey Jr,,,,,,0,1,0,1,0,0,4
Robert M Kline,,,,,,,0,0,0,0,0,4
Frank Bennett,,,,,,,,0,0,0,0,4
Shoshana Bricklin,,,,,,,,,0,0,0,4
Conor Corcoran,,,,,,,,,,0,0,4
Derrick W Coker,,,,,,,,,,,0,4
Total,32,31,23,13,5,3,3,1,1,0,0,4
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,5
,Henry Lewandowski,Martin Coleman,Fran Shields,Tracy B Roman,Shoshana Bricklin,Frank Bennett,Daine A Grey Jr,Joe Fernandes,Robert M Kline,Conor Corcoran,Derrick W Coker,5
Henry Lewandowski,5,14,10,1,1,1,2,2,1,0,0,5
Martin Coleman,,1,11,3,1,2,0,1,0,1,0,5
Fran Shields,,,1,2,0,1,0,0,0,0,0,5
Tracy B Roman,,,,3,0,2,1,0,0,0,0,5
Shoshana Bricklin,,,,,3,0,0,1,0,1,0,5
Frank Bennett,,,,,,0,1,1,0,0,0,5
Daine A Grey Jr,,,,,,,0,1,1,0,0,5
Joe Fernandes,,,,,,,,0,0,0,0,5
Robert M Kline,,,,,,,,,1,0,0,5
Conor Corcoran,,,,,,,,,,0,0,5
Derrick W Coker,,,,,,,,,,,0,5
Total,22,19,13,8,5,4,3,3,2,1,0,5
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,6
,Martin Coleman,Fran Shields,Henry Lewandowski,Shoshana Bricklin,Tracy B Roman,Joe Fernandes,Robert M Kline,Daine A Grey Jr,Frank Bennett,Conor Corcoran,Derrick W Coker,6
Martin Coleman,2,9,11,1,4,1,3,2,0,0,0,6
Fran Shields,,2,8,4,2,0,2,1,1,1,0,6
Henry Lewandowski,,,1,1,4,3,1,0,2,0,0,6
Shoshana Bricklin,,,,4,4,2,1,1,0,0,0,6
Tracy B Roman,,,,,1,2,2,2,2,0,0,6
Joe Fernandes,,,,,,0,1,2,3,0,0,6
Robert M Kline,,,,,,,0,2,1,0,0,6
Daine A Grey Jr,,,,,,,,0,0,1,0,6
Frank Bennett,,,,,,,,,0,1,0,6
Conor Corcoran,,,,,,,,,,0,0,6
Derrick W Coker,,,,,,,,,,,0,6
Total,18,17,16,12,12,7,7,6,5,2,0,6
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,7
,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Frank Bennett,Joe Fernandes,Shoshana Bricklin,Daine A Grey Jr,Robert M Kline,Conor Corcoran,Derrick W Coker,7
Martin Coleman,5,12,7,3,0,1,1,0,0,0,0,7
Henry Lewandowski,,2,8,1,0,0,1,0,1,0,0,7
Fran Shields,,,0,0,2,2,0,1,0,0,0,7
Tracy B Roman,,,,0,1,1,0,0,0,0,0,7
Frank Bennett,,,,,0,2,0,1,0,0,0,7
Joe Fernandes,,,,,,0,0,0,0,0,0,7
Shoshana Bricklin,,,,,,,1,0,0,0,0,7
Daine A Grey Jr,,,,,,,,0,0,0,0,7
Robert M Kline,,,,,,,,,0,0,0,7
Conor Corcoran,,,,,,,,,,0,0,7
Derrick W Coker,,,,,,,,,,,0,7
Total,20,17,11,4,3,3,2,1,1,0,0,7
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,8
,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Joe Fernandes,Daine A Grey Jr,Robert M Kline,Shoshana Bricklin,Frank Bennett,Conor Corcoran,Derrick W Coker,8
Martin Coleman,2,9,9,6,1,0,0,1,1,0,0,8
Henry Lewandowski,,0,9,3,2,1,1,1,0,0,0,8
Fran Shields,,,1,2,2,0,0,0,0,0,0,8
Tracy B Roman,,,,2,1,2,2,2,2,0,0,8
Joe Fernandes,,,,,3,2,0,0,0,0,0,8
Daine A Grey Jr,,,,,,0,0,1,1,0,0,8
Robert M Kline,,,,,,,2,0,0,0,0,8
Shoshana Bricklin,,,,,,,,0,0,0,0,8
Frank Bennett,,,,,,,,,0,0,0,8
Conor Corcoran,,,,,,,,,,1,0,8
Derrick W Coker,,,,,,,,,,,0,8
Total,17,14,13,13,8,4,4,3,2,1,0,8
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,9
,Martin Coleman,Henry Lewandowski,Fran Shields,Frank Bennett,Joe Fernandes,Daine A Grey Jr,Shoshana Bricklin,Tracy B Roman,Conor Corcoran,Derrick W Coker,Robert M Kline,9
Martin Coleman,1,15,13,2,2,1,0,1,0,0,0,9
Henry Lewandowski,,0,14,1,1,1,2,1,0,0,0,9
Fran Shields,,,0,0,0,0,2,0,0,0,0,9
Frank Bennett,,,,1,1,0,0,0,0,0,0,9
Joe Fernandes,,,,,1,0,0,0,0,0,0,9
Daine A Grey Jr,,,,,,0,0,2,0,0,0,9
Shoshana Bricklin,,,,,,,0,0,0,0,0,9
Tracy B Roman,,,,,,,,0,0,0,0,9
Conor Corcoran,,,,,,,,,0,0,0,9
Derrick W Coker,,,,,,,,,,0,0,9
Robert M Kline,,,,,,,,,,,0,9
Total,19,18,15,3,3,2,2,2,0,0,0,9
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,10
,Martin Coleman,Henry Lewandowski,Fran Shields,Robert M Kline,Tracy B Roman,Daine A Grey Jr,Joe Fernandes,Shoshana Bricklin,Conor Corcoran,Derrick W Coker,Frank Bennett,10
Martin Coleman,4,7,5,1,3,0,1,1,0,0,0,10
Henry Lewandowski,,1,5,0,3,0,0,0,0,0,0,10
Fran Shields,,,0,1,0,0,0,0,0,0,0,10
Robert M Kline,,,,0,0,1,1,0,0,0,0,10
Tracy B Roman,,,,,0,0,0,0,0,0,0,10
Daine A Grey Jr,,,,,,0,0,0,0,0,0,10
Joe Fernandes,,,,,,,0,0,0,0,0,10
Shoshana Bricklin,,,,,,,,0,0,0,0,10
Conor Corcoran,,,,,,,,,0,0,0,10
Derrick W Coker,,,,,,,,,,0,0,10
Frank Bennett,,,,,,,,,,,0,10
Total,14,9,7,3,3,1,1,1,0,0,0,10
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,11
,Henry Lewandowski,Martin Coleman,Fran Shields,Tracy B Roman,Daine A Grey Jr,Joe Fernandes,Robert M Kline,Shoshana Bricklin,Frank Bennett,Conor Corcoran,Derrick W Coker,11
Henry Lewandowski,0,26,15,8,1,1,1,1,0,0,0,11
Martin Coleman,,1,12,9,0,1,1,0,1,0,0,11
Fran Shields,,,1,0,3,1,0,1,0,0,0,11
Tracy B Roman,,,,2,1,1,0,1,0,0,0,11
Daine A Grey Jr,,,,,0,1,0,1,0,0,0,11
Joe Fernandes,,,,,,0,1,0,0,0,0,11
Robert M Kline,,,,,,,0,0,1,0,0,11
Shoshana Bricklin,,,,,,,,0,0,0,0,11
Frank Bennett,,,,,,,,,0,0,0,11
Conor Corcoran,,,,,,,,,,0,0,11
Derrick W Coker,,,,,,,,,,,0,11
Total,31,30,19,12,4,3,2,2,1,0,0,11
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,12
,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Robert M Kline,Shoshana Bricklin,Frank Bennett,Daine A Grey Jr,Conor Corcoran,Joe Fernandes,Derrick W Coker,12
Martin Coleman,7,22,16,4,3,2,2,3,0,1,0,12
Henry Lewandowski,,3,19,7,1,2,2,0,0,0,0,12
Fran Shields,,,0,3,3,4,1,1,1,0,0,12
Tracy B Roman,,,,2,1,1,2,0,0,0,0,12
Robert M Kline,,,,,1,0,0,2,1,1,0,12
Shoshana Bricklin,,,,,,1,1,0,0,0,0,12
Frank Bennett,,,,,,,0,0,0,0,0,12
Daine A Grey Jr,,,,,,,,0,0,0,0,12
Conor Corcoran,,,,,,,,,0,0,0,12
Joe Fernandes,,,,,,,,,,0,0,12
Derrick W Coker,,,,,,,,,,,0,12
Total,36,33,25,11,7,6,4,3,1,1,0,12
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,13
,Martin Coleman,Fran Shields,Henry Lewandowski,Robert M Kline,Tracy B Roman,Daine A Grey Jr,Frank Bennett,Joe Fernandes,Conor Corcoran,Shoshana Bricklin,Derrick W Coker,13
Martin Coleman,3,8,10,1,3,1,1,1,1,0,0,13
Fran Shields,,4,7,2,0,1,0,0,1,0,0,13
Henry Lewandowski,,,1,1,2,0,0,0,0,0,0,13
Robert M Kline,,,,3,0,1,0,0,0,0,0,13
Tracy B Roman,,,,,2,1,0,1,0,1,0,13
Daine A Grey Jr,,,,,,0,1,0,0,1,0,13
Frank Bennett,,,,,,,1,0,0,0,0,13
Joe Fernandes,,,,,,,,1,0,0,0,13
Conor Corcoran,,,,,,,,,0,0,0,13
Shoshana Bricklin,,,,,,,,,,0,0,13
Derrick W Coker,,,,,,,,,,,0,13
Total,16,14,11,6,6,3,2,2,1,1,0,13
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,14
,Martin Coleman,Henry Lewandowski,Shoshana Bricklin,Tracy B Roman,Fran Shields,Daine A Grey Jr,Frank Bennett,Joe Fernandes,Robert M Kline,Conor Corcoran,Derrick W Coker,14
Martin Coleman,6,13,5,6,8,0,0,1,1,1,0,14
Henry Lewandowski,,2,4,4,7,0,0,0,0,0,0,14
Shoshana Bricklin,,,3,7,7,2,1,0,0,0,0,14
Tracy B Roman,,,,2,2,3,2,2,1,0,0,14
Fran Shields,,,,,0,0,1,1,0,0,0,14
Daine A Grey Jr,,,,,,1,0,0,1,0,0,14
Frank Bennett,,,,,,,0,2,0,0,0,14
Joe Fernandes,,,,,,,,0,0,0,0,14
Robert M Kline,,,,,,,,,0,1,0,14
Conor Corcoran,,,,,,,,,,0,0,14
Derrick W Coker,,,,,,,,,,,0,14
Total,26,18,17,17,14,4,3,3,2,1,0,14
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,15
,Henry Lewandowski,Martin Coleman,Fran Shields,Tracy B Roman,Shoshana Bricklin,Frank Bennett,Daine A Grey Jr,Joe Fernandes,Robert M Kline,Conor Corcoran,Derrick W Coker,15
Henry Lewandowski,5,34,29,4,2,1,1,2,0,1,0,15
Martin Coleman,,4,27,4,0,2,1,0,0,0,0,15
Fran Shields,,,1,4,4,1,0,0,0,0,0,15
Tracy B Roman,,,,2,4,3,2,0,1,0,0,15
Shoshana Bricklin,,,,,0,0,2,0,0,0,0,15
Frank Bennett,,,,,,0,1,0,1,1,0,15
Daine A Grey Jr,,,,,,,0,1,0,0,0,15
Joe Fernandes,,,,,,,,0,0,0,0,15
Robert M Kline,,,,,,,,,1,0,0,15
Conor Corcoran,,,,,,,,,,0,0,15
Derrick W Coker,,,,,,,,,,,0,15
Total,45,41,34,13,6,5,4,2,2,1,0,15
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,16
,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Joe Fernandes,Shoshana Bricklin,Daine A Grey Jr,Frank Bennett,Robert M Kline,Conor Corcoran,Derrick W Coker,16
Martin Coleman,5,34,24,7,3,1,0,1,0,0,0,16
Henry Lewandowski,,1,23,4,2,0,0,0,0,0,0,16
Fran Shields,,,1,3,0,1,1,0,0,0,0,16
Tracy B Roman,,,,1,1,3,2,0,1,0,0,16
Joe Fernandes,,,,,0,1,0,2,0,0,0,16
Shoshana Bricklin,,,,,,1,0,1,0,0,0,16
Daine A Grey Jr,,,,,,,0,0,1,0,0,16
Frank Bennett,,,,,,,,0,0,0,0,16
Robert M Kline,,,,,,,,,0,0,0,16
Conor Corcoran,,,,,,,,,,0,0,16
Derrick W Coker,,,,,,,,,,,0,16
Total,44,36,28,13,5,5,2,2,1,0,0,16
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,17
,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Conor Corcoran,Shoshana Bricklin,Robert M Kline,Daine A Grey Jr,Derrick W Coker,Frank Bennett,Joe Fernandes,17
Martin Coleman,3,15,12,5,3,2,3,1,1,1,0,17
Henry Lewandowski,,0,8,4,0,1,0,0,0,0,0,17
Fran Shields,,,0,0,1,0,0,0,0,0,0,17
Tracy B Roman,,,,1,2,2,0,0,0,1,1,17
Conor Corcoran,,,,,0,1,0,0,0,0,0,17
Shoshana Bricklin,,,,,,0,1,0,0,0,1,17
Robert M Kline,,,,,,,0,1,1,0,0,17
Daine A Grey Jr,,,,,,,,0,0,0,0,17
Derrick W Coker,,,,,,,,,0,0,0,17
Frank Bennett,,,,,,,,,,0,0,17
Joe Fernandes,,,,,,,,,,,0,17
Total,29,17,13,9,4,4,3,1,1,1,1,17
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,18
,Henry Lewandowski,Martin Coleman,Fran Shields,Tracy B Roman,Robert M Kline,Shoshana Bricklin,Daine A Grey Jr,Joe Fernandes,Conor Corcoran,Derrick W Coker,Frank Bennett,18
Henry Lewandowski,4,25,17,4,0,2,0,0,0,0,0,18
Martin Coleman,,3,17,5,0,0,0,0,0,0,0,18
Fran Shields,,,1,2,1,0,1,0,0,0,0,18
Tracy B Roman,,,,2,2,1,1,1,0,0,0,18
Robert M Kline,,,,,0,0,0,1,0,0,0,18
Shoshana Bricklin,,,,,,0,0,0,0,0,0,18
Daine A Grey Jr,,,,,,,0,0,0,0,0,18
Joe Fernandes,,,,,,,,0,0,0,0,18
Conor Corcoran,,,,,,,,,0,0,0,18
Derrick W Coker,,,,,,,,,,0,0,18
Frank Bennett,,,,,,,,,,,0,18
Total,32,31,21,11,2,2,1,1,0,0,0,18
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,19
,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Shoshana Bricklin,Joe Fernandes,Conor Corcoran,Frank Bennett,Robert M Kline,Daine A Grey Jr,Derrick W Coker,19
Martin Coleman,7,16,9,6,1,1,0,0,1,0,0,19
Henry Lewandowski,,0,10,6,1,1,1,0,1,0,0,19
Fran Shields,,,0,0,2,0,0,0,0,0,0,19
Tracy B Roman,,,,3,1,1,1,1,0,0,0,19
Shoshana Bricklin,,,,,1,1,0,2,1,0,0,19
Joe Fernandes,,,,,,0,2,0,0,0,0,19
Conor Corcoran,,,,,,,0,0,0,0,0,19
Frank Bennett,,,,,,,,0,1,0,0,19
Robert M Kline,,,,,,,,,0,0,0,19
Daine A Grey Jr,,,,,,,,,,0,0,19
Derrick W Coker,,,,,,,,,,,0,19
Total,24,18,11,11,6,3,2,2,2,0,0,19
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,20
,Martin Coleman,Henry Lewandowski,Tracy B Roman,Fran Shields,Shoshana Bricklin,Daine A Grey Jr,Joe Fernandes,Frank Bennett,Robert M Kline,Conor Corcoran,Derrick W Coker,20
