col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Controller - Democrat,,,All
,Henry Lewandowski,Fran Shields,Martin Coleman,Tracy B Roman,Robert M Kline,Frank Bennett,Conor Corcoran,Shoshana Bricklin,Daine A Grey Jr,Joe Fernandes,Derrick W Coker,Alan Butkovitz,Brett Mandel,Mark Zecca,All
Henry Lewandowski,9,95,79,60,27,27,24,20,10,15,0,172,52,20,All
Fran Shields,,2,48,14,12,12,11,16,11,2,0,89,22,7,All
Martin Coleman,,,2,32,9,4,3,3,3,4,0,70,18,9,All
Tracy B Roman,,,,5,7,12,8,7,11,3,0,55,27,9,All
Robert M Kline,,,,,3,11,10,4,5,7,0,30,13,10,All
Frank Bennett,,,,,,1,13,5,4,8,0,32,17,4,All
Conor Corcoran,,,,,,,0,1,7,5,0,25,10,8,All
Shoshana Bricklin,,,,,,,,1,3,2,0,20,8,1,All
Daine A Grey Jr,,,,,,,,,0,2,0,15,11,4,All
Joe Fernandes,,,,,,,,,,1,0,11,12,2,All
Derrick W Coker,,,,,,,,,,,0,0,0,0,All
Alan Butkovitz,,,,,,,,,,,,21,0,0,All
Brett Mandel,,,,,,,,,,,,,10,0,All
Mark Zecca,,,,,,,,,,,,,,2,All
Total,264,125,105,100,57,56,46,32,31,28,0,241,90,40,All
,Controller - Democrat,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,1
,Alan Butkovitz,Brett Mandel,Mark Zecca,Henry Lewandowski,Fran Shields,Martin Coleman,Tracy B Roman,Frank Bennett,Joe Fernandes,Shoshana Bricklin,Conor Corcoran,Daine A Grey Jr,Robert M Kline,Derrick W Coker,1
Alan Butkovitz,2,0,0,8,1,3,2,2,2,0,1,1,1,0,1
Brett Mandel,,0,0,2,2,0,1,0,0,2,0,0,0,0,1
Mark Zecca,,,0,1,0,0,0,0,0,0,0,0,0,0,1
Henry Lewandowski,,,,0,2,1,2,2,2,2,1,0,1,0,1
Fran Shields,,,,,0,0,0,0,0,1,0,0,1,0,1
Martin Coleman,,,,,,0,1,0,0,0,0,1,0,0,1
Tracy B Roman,,,,,,,0,0,1,1,0,1,0,0,1
Frank Bennett,,,,,,,,0,1,0,1,0,0,0,1
Joe Fernandes,,,,,,,,,0,0,0,0,0,0,1
Shoshana Bricklin,,,,,,,,,,0,0,0,0,0,1
Conor Corcoran,,,,,,,,,,,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,0,0,0,1
Robert M Kline,,,,,,,,,,,,,0,0,1
Derrick W Coker,,,,,,,,,,,,,,0,1
Total,12,3,1,11,3,3,3,2,2,2,1,1,1,0,1
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Controller - Democrat,,,2
,Henry Lewandowski,Tracy B Roman,Conor Corcoran,Fran Shields,Martin Coleman,Daine A Grey Jr,Frank Bennett,Joe Fernandes,Robert M Kline,Shoshana Bricklin,Derrick W Coker,Alan Butkovitz,Brett Mandel,Mark Zecca,2
Henry Lewandowski,0,3,2,3,3,0,0,0,1,0,0,7,0,3,2
Tracy B Roman,,0,3,1,2,1,1,1,1,1,0,3,3,2,2
Conor Corcoran,,,0,0,0,1,1,1,0,0,0,0,2,2,2
Fran Shields,,,,0,2,1,0,0,1,0,0,4,0,0,2
Martin Coleman,,,,,0,0,0,0,0,1,0,4,0,0,2
Daine A Grey Jr,,,,,,0,0,1,0,0,0,1,1,0,2
Frank Bennett,,,,,,,1,0,0,0,0,0,1,0,2
Joe Fernandes,,,,,,,,0,1,0,0,0,2,0,2
Robert M Kline,,,,,,,,,0,0,0,1,1,0,2
Shoshana Bricklin,,,,,,,,,,0,0,1,0,0,2
Derrick W Coker,,,,,,,,,,,0,0,0,0,2
Alan Butkovitz,,,,,,,,,,,,0,0,0,2
Brett Mandel,,,,,,,,,,,,,0,0,2
Mark Zecca,,,,,,,,,,,,,,0,2
Total,10,8,4,4,4,2,2,2,2,1,0,9,4,3,2
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Controller - Democrat,,,3
,Henry Lewandowski,Fran Shields,Martin Coleman,Tracy B Roman,Conor Corcoran,Frank Bennett,Robert M Kline,Shoshana Bricklin,Daine A Grey Jr,Joe Fernandes,Derrick W Coker,Alan Butkovitz,Brett Mandel,Mark Zecca,3
Henry Lewandowski,1,17,12,7,2,2,2,2,0,0,0,20,7,3,3
Fran Shields,,0,8,3,1,1,2,1,1,0,0,15,3,1,3
Martin Coleman,,,0,4,0,0,0,0,0,0,0,7,4,1,3
Tracy B Roman,,,,1,0,0,0,1,1,0,0,3,4,1,3
Conor Corcoran,,,,,0,4,2,1,1,1,0,4,1,0,3
Frank Bennett,,,,,,0,1,2,1,1,0,3,2,0,3
Robert M Kline,,,,,,,0,1,0,0,0,4,0,0,3
Shoshana Bricklin,,,,,,,,0,0,0,0,3,1,0,3
Daine A Grey Jr,,,,,,,,,0,0,0,1,0,0,3
Joe Fernandes,,,,,,,,,,0,0,1,0,0,3
Derrick W Coker,,,,,,,,,,,0,0,0,0,3
Alan Butkovitz,,,,,,,,,,,,2,0,0,3
Brett Mandel,,,,,,,,,,,,,0,0,3
Mark Zecca,,,,,,,,,,,,,,0,3
Total,32,20,12,9,6,6,4,4,2,1,0,26,8,4,3
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Controller - Democrat,,,4
,Henry Lewandowski,Fran Shields,Martin Coleman,Tracy B Roman,Frank Bennett,Robert M Kline,Shoshana Bricklin,Joe Fernandes,Conor Corcoran,Daine A Grey Jr,Derrick W Coker,Alan Butkovitz,Mark Zecca,Brett Mandel,4
Henry Lewandowski,3,8,8,5,1,2,1,1,0,1,0,16,2,3,4
Fran Shields,,0,7,1,0,0,2,0,0,0,0,8,1,0,4
Martin Coleman,,,0,0,0,0,0,0,0,0,0,9,0,0,4
Tracy B Roman,,,,0,1,2,1,0,0,1,0,4,1,1,4
Frank Bennett,,,,,0,1,0,1,1,0,0,2,1,0,4
Robert M Kline,,,,,,0,0,1,0,0,0,2,1,0,4
Shoshana Bricklin,,,,,,,1,0,0,0,0,1,1,0,4
Joe Fernandes,,,,,,,,0,0,0,0,0,1,1,4
Conor Corcoran,,,,,,,,,0,0,0,1,0,0,4
Daine A Grey Jr,,,,,,,,,,0,0,0,0,1,4
