col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,Joseph C Waters Jr,Jack Mcvay Jr,Daniel D Mccaffery,Joe Fernandes,Anne Marie Coyle,James C Crumlish,Timika Lane,Dawn M Tancredi,Giovanni Campbell,Vince Giusini,Tracy B Roman,John J O Connor Jr,Kenneth J Powell Jr,Stephanie M Sawyer,Sierra Thomas Street,Deborah D Cianfrani,Frank Bennett,Leon A King Ii,Conor Corcoran,Sean P Stevens,Derrick W Coker,Daine A Grey Jr,Rania Major,Jon Marshall,Fran Shields,Katie Scrivner,All
Joseph C Waters Jr,28,0,593,564,373,374,279,267,216,187,179,144,116,109,104,81,60,66,63,39,37,38,31,20,1,1,All
Jack Mcvay Jr,,5,81,67,94,45,45,38,42,56,42,36,38,30,24,34,24,9,21,15,20,16,4,10,0,0,All
Daniel D Mccaffery,,,28,460,234,361,195,243,208,100,66,157,116,67,27,63,52,62,54,32,25,22,16,10,1,1,All
Joe Fernandes,,,,26,234,323,259,191,171,151,123,62,66,33,79,42,31,38,23,18,28,17,11,9,1,1,All
Anne Marie Coyle,,,,,26,119,158,126,80,159,154,105,92,76,91,67,49,17,39,25,25,25,16,10,0,0,All
James C Crumlish,,,,,,4,121,138,119,34,26,62,47,39,7,27,32,11,21,20,20,17,7,13,1,0,All
Timika Lane,,,,,,,3,152,141,105,105,21,35,27,85,20,13,41,4,5,15,13,8,3,0,1,All
Dawn M Tancredi,,,,,,,,1,149,42,68,65,43,47,26,52,28,43,20,11,13,13,16,9,1,1,All
Giovanni Campbell,,,,,,,,,1,59,17,37,44,42,19,21,17,53,26,9,23,15,11,11,0,1,All
Vince Giusini,,,,,,,,,,2,102,34,32,39,78,20,15,28,27,13,14,7,6,4,0,0,All
Tracy B Roman,,,,,,,,,,,5,32,28,32,87,34,14,9,14,9,12,5,6,3,1,0,All
John J O Connor Jr,,,,,,,,,,,,2,54,30,11,30,30,8,31,19,14,6,9,5,0,0,All
Kenneth J Powell Jr,,,,,,,,,,,,,2,30,16,19,21,16,13,17,20,17,7,5,0,0,All
Stephanie M Sawyer,,,,,,,,,,,,,,0,14,42,19,23,31,13,10,23,6,14,0,0,All
Sierra Thomas Street,,,,,,,,,,,,,,,2,13,5,8,2,6,9,8,6,4,0,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,1,28,10,25,15,5,13,12,5,0,0,All
Frank Bennett,,,,,,,,,,,,,,,,,3,7,19,12,7,7,10,7,0,0,All
Leon A King Ii,,,,,,,,,,,,,,,,,,2,24,7,9,3,9,6,0,0,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,1,15,5,6,10,8,0,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,0,9,10,2,15,0,0,All
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,0,9,9,6,0,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,0,5,6,0,0,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,976,174,774,711,539,450,352,336,280,257,240,210,180,141,135,126,97,96,94,63,62,57,41,33,1,1,All
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,Joseph C Waters Jr,Jack Mcvay Jr,Daniel D Mccaffery,Joe Fernandes,Anne Marie Coyle,James C Crumlish,Dawn M Tancredi,Timika Lane,Giovanni Campbell,Tracy B Roman,Vince Giusini,Kenneth J Powell Jr,Sierra Thomas Street,Conor Corcoran,Deborah D Cianfrani,Derrick W Coker,John J O Connor Jr,Leon A King Ii,Rania Major,Stephanie M Sawyer,Daine A Grey Jr,Fran Shields,Frank Bennett,Jon Marshall,Sean P Stevens,Katie Scrivner,1
