col_1,col_2,col_3,division
,Judge Of The Superior Court - Republican,Controller - Republican,All
,Vic Stabile,Terrence J Tracy Jr,All
Vic Stabile,1,7,All
Terrence J Tracy Jr,,0,All
Total,8,7,All
,Judge Of The Superior Court - Republican,Controller - Republican,1
,Vic Stabile,Terrence J Tracy Jr,1
Vic Stabile,1,1,1
Terrence J Tracy Jr,,0,1
Total,2,1,1
,Controller - Republican,Judge Of The Superior Court - Republican,4
,Terrence J Tracy Jr,Vic Stabile,4
Terrence J Tracy Jr,0,1,4
Vic Stabile,,0,4
Total,1,1,4
,Controller - Republican,Judge Of The Superior Court - Republican,10
,Terrence J Tracy Jr,Vic Stabile,10
Terrence J Tracy Jr,0,5,10
Vic Stabile,,0,10
Total,5,5,10
