col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Henry Lewandowski,Fran Shields,Martin Coleman,Tracy B Roman,Frank Bennett,Robert M Kline,Joe Fernandes,Daine A Grey Jr,Conor Corcoran,Shoshana Bricklin,Derrick W Coker,Donna Derose,Omar Sabir,Marnie Aument Loughrey,Warren Bloom,Tia M Seibert,Donna Marie Laws,Suzanne Harmon Carn,Ryan Mulvey,Lewis Harris Jr,Ashley Michelle Cook,Bobbie T Curry,Brigitte A Garvin Johnson,Jose A Figueroa,Bruce H Bailey,Wayne E Dorsey,David Mamikonyan,Inja Coates,Tyrone T Martin,Kyle J Sampson,Sharif Ali,James Johnson,Holly A Harris Seidle,Verna Ragan Tennant,Keith Jackson,Robert Tuerk,All
Henry Lewandowski,14,96,94,57,24,28,18,7,19,14,1,81,65,60,42,39,27,28,29,37,19,28,5,11,12,9,14,4,10,6,9,3,1,1,5,4,All
Fran Shields,,6,56,19,21,15,20,17,13,9,0,81,62,64,10,9,22,9,16,4,19,7,13,8,7,8,7,6,5,8,2,4,4,4,3,4,All
Martin Coleman,,,5,55,10,11,6,7,5,2,0,52,49,44,39,38,8,22,8,36,8,16,2,5,9,4,9,7,5,4,1,2,0,2,2,3,All
Tracy B Roman,,,,0,14,20,9,14,6,9,0,10,12,2,48,48,14,36,10,34,17,19,12,9,5,7,8,4,5,3,3,2,3,5,3,1,All
Frank Bennett,,,,,1,20,12,4,13,6,1,15,5,12,9,9,21,7,14,4,20,9,9,6,8,4,5,8,7,3,3,3,3,2,3,2,All
Robert M Kline,,,,,,1,9,10,7,7,0,9,7,3,14,11,20,12,23,3,17,8,9,7,13,7,1,6,8,3,3,2,0,3,1,4,All
Joe Fernandes,,,,,,,0,13,3,3,2,12,7,13,3,2,7,5,14,5,8,4,8,9,2,5,4,7,3,3,5,2,2,2,1,4,All
Daine A Grey Jr,,,,,,,,1,6,6,0,9,5,5,4,5,7,7,8,4,6,3,9,6,4,4,2,4,5,5,2,5,5,4,4,2,All
Conor Corcoran,,,,,,,,,2,1,0,12,2,7,4,3,4,7,10,2,7,6,4,3,6,4,2,1,4,1,2,5,4,2,5,2,All
Shoshana Bricklin,,,,,,,,,,0,0,10,9,4,1,4,8,5,4,2,7,2,4,1,3,1,2,3,1,3,3,1,2,1,2,0,All
Derrick W Coker,,,,,,,,,,,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,All
Donna Derose,,,,,,,,,,,,4,49,60,3,2,13,2,10,2,7,7,4,6,2,2,3,1,1,4,0,1,4,1,1,1,All
Omar Sabir,,,,,,,,,,,,,0,42,2,4,5,4,0,3,4,5,1,3,3,2,3,0,8,1,5,0,0,0,1,1,All
Marnie Aument Loughrey,,,,,,,,,,,,,,0,2,1,5,3,8,0,4,2,1,2,0,1,3,3,2,1,0,1,0,0,0,3,All
Warren Bloom,,,,,,,,,,,,,,,1,27,4,11,6,26,3,7,2,1,1,3,4,2,2,1,0,1,1,1,0,1,All
Tia M Seibert,,,,,,,,,,,,,,,,0,4,13,3,25,5,8,6,2,1,2,5,1,1,2,0,0,0,0,0,0,All
Donna Marie Laws,,,,,,,,,,,,,,,,,2,4,11,3,14,3,6,4,8,2,3,3,2,2,4,3,0,2,1,1,All
Suzanne Harmon Carn,,,,,,,,,,,,,,,,,,0,5,7,12,15,7,2,2,1,4,1,2,1,1,0,0,1,1,0,All
