col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,Giovanni Campbell,Joe Fernandes,Timika Lane,Daniel D Mccaffery,Anne Marie Coyle,Dawn M Tancredi,Vince Giusini,Leon A King Ii,Stephanie M Sawyer,Tracy B Roman,James C Crumlish,Kenneth J Powell Jr,Sierra Thomas Street,John J O Connor Jr,Daine A Grey Jr,Derrick W Coker,Conor Corcoran,Deborah D Cianfrani,Frank Bennett,Sean P Stevens,Rania Major,Jon Marshall,Katie Scrivner,Fran Shields,All
Giovanni Campbell,51,286,302,323,135,262,110,217,123,23,92,105,28,70,42,68,26,19,17,11,8,3,1,0,All
Joe Fernandes,,15,366,258,209,219,165,174,58,112,85,44,102,62,24,49,17,18,10,14,9,6,0,0,All
Timika Lane,,,7,272,188,238,147,199,85,128,55,62,123,45,32,32,14,19,7,8,15,4,1,0,All
Daniel D Mccaffery,,,,16,115,260,90,200,83,31,64,104,18,91,32,15,34,29,17,17,7,9,1,0,All
Anne Marie Coyle,,,,,33,93,200,23,124,162,109,83,118,61,53,59,30,42,16,13,14,9,0,1,All
Dawn M Tancredi,,,,,,10,49,184,65,54,41,42,32,55,17,7,21,46,15,8,16,6,2,0,All
Vince Giusini,,,,,,,25,33,75,118,60,72,113,31,41,42,21,20,11,15,6,4,0,0,All
Leon A King Ii,,,,,,,,4,36,11,16,37,18,19,2,11,17,7,6,6,5,4,0,0,All
Stephanie M Sawyer,,,,,,,,,2,37,73,72,30,23,60,35,22,35,9,7,20,11,0,0,All
Tracy B Roman,,,,,,,,,,20,10,22,117,25,15,3,15,27,12,7,13,7,0,0,All
James C Crumlish,,,,,,,,,,,8,44,9,31,36,59,20,13,7,11,1,4,0,1,All
Kenneth J Powell Jr,,,,,,,,,,,,5,24,41,29,27,12,11,6,5,6,6,0,0,All
Sierra Thomas Street,,,,,,,,,,,,,11,18,14,7,14,8,8,6,13,2,0,0,All
John J O Connor Jr,,,,,,,,,,,,,,11,11,5,35,26,21,16,5,3,1,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,0,24,13,8,5,7,4,4,0,0,All
