col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Anne Marie Coyle,Dawn M Tancredi,Joe Fernandes,John J O Connor Jr,Kenneth J Powell Jr,James C Crumlish,Vince Giusini,Timika Lane,Giovanni Campbell,Tracy B Roman,Deborah D Cianfrani,Sierra Thomas Street,Stephanie M Sawyer,Conor Corcoran,Frank Bennett,Leon A King Ii,Daine A Grey Jr,Derrick W Coker,Rania Major,Jon Marshall,Sean P Stevens,Katie Scrivner,Fran Shields,Donna Derose,Marnie Aument Loughrey,Omar Sabir,Ryan Mulvey,Donna Marie Laws,Warren Bloom,Inja Coates,Suzanne Harmon Carn,Bobbie T Curry,Tia M Seibert,Lewis Harris Jr,Jose A Figueroa,Ashley Michelle Cook,Bruce H Bailey,David Mamikonyan,Brigitte A Garvin Johnson,Holly A Harris Seidle,Robert Tuerk,James Johnson,Keith Jackson,Kyle J Sampson,Tyrone T Martin,Wayne E Dorsey,Verna Ragan Tennant,Sharif Ali,All
Daniel D Mccaffery,12,232,183,131,132,114,106,65,65,85,37,53,29,42,48,34,30,23,11,7,13,9,0,0,210,126,86,77,47,25,24,23,19,15,16,26,23,25,17,14,14,8,9,12,11,7,5,4,3,All
Anne Marie Coyle,,11,162,137,112,94,92,100,76,49,78,49,55,39,40,30,7,19,12,12,9,9,0,0,129,94,78,64,49,45,24,43,33,39,32,20,29,21,24,17,11,10,8,11,10,7,6,6,3,All
Dawn M Tancredi,,,2,100,65,59,76,40,49,53,27,35,10,22,18,16,13,17,7,5,7,6,0,0,121,100,70,45,35,16,10,15,12,16,9,12,14,13,9,13,6,8,5,4,6,7,5,1,2,All
Joe Fernandes,,,,0,45,45,66,57,79,38,58,10,41,9,10,12,12,4,9,4,3,1,0,0,100,72,71,28,16,28,13,23,19,24,25,10,9,13,16,6,2,6,5,3,3,4,1,0,3,All
John J O Connor Jr,,,,,2,44,34,29,18,30,20,26,8,21,28,19,9,10,4,4,10,9,0,0,61,51,17,42,22,12,10,10,15,7,11,16,9,19,12,9,9,3,5,6,8,6,2,4,1,All
Kenneth J Powell Jr,,,,,,1,44,18,22,19,11,12,7,14,14,13,3,6,3,4,6,4,0,0,71,49,34,23,14,9,8,4,10,6,7,8,6,8,10,6,2,3,3,4,3,3,0,1,2,All
James C Crumlish,,,,,,,0,20,15,17,6,16,5,10,11,7,1,8,6,3,2,4,0,0,75,55,47,25,10,2,2,2,7,3,1,6,8,3,3,6,4,2,3,5,1,0,2,3,1,All
Vince Giusini,,,,,,,,1,41,27,50,19,41,15,13,5,9,8,3,4,1,0,0,0,28,15,14,24,24,32,18,23,20,31,28,5,9,9,12,2,6,3,2,4,3,5,1,0,2,All
Timika Lane,,,,,,,,,1,31,50,8,45,9,5,7,14,2,7,4,4,1,0,0,47,41,32,11,10,25,13,24,11,25,25,8,9,4,8,6,3,6,3,3,2,6,1,0,0,All
Giovanni Campbell,,,,,,,,,,1,10,8,8,22,15,6,22,13,11,3,4,1,0,0,48,35,25,19,21,15,34,7,10,8,10,7,6,8,3,4,2,3,1,1,1,4,2,1,1,All
Tracy B Roman,,,,,,,,,,,1,12,46,14,2,7,4,4,1,6,3,0,0,0,20,15,16,13,21,28,7,29,20,26,23,3,12,5,12,8,4,3,0,2,2,0,0,0,0,All
Deborah D Cianfrani,,,,,,,,,,,,0,7,22,18,13,5,14,7,8,4,5,0,0,24,17,5,15,22,8,6,17,7,6,3,6,7,9,4,12,4,4,2,4,1,2,3,0,0,All
Sierra Thomas Street,,,,,,,,,,,,,1,6,2,2,2,2,3,3,1,0,0,0,10,6,17,1,12,22,6,21,12,27,24,1,7,6,6,4,1,0,1,3,2,2,0,0,1,All
Stephanie M Sawyer,,,,,,,,,,,,,,0,16,11,12,14,9,4,4,3,0,0,27,14,6,13,20,2,15,8,2,8,4,5,5,6,4,7,7,2,4,5,4,4,4,1,2,All
Conor Corcoran,,,,,,,,,,,,,,,1,14,17,2,6,5,8,9,0,0,21,18,7,17,16,5,12,4,7,3,5,3,7,15,6,3,3,3,3,5,3,4,2,2,0,All
Frank Bennett,,,,,,,,,,,,,,,,4,6,2,5,6,3,3,0,0,15,10,3,11,11,5,4,5,2,2,2,4,4,8,11,6,3,2,1,4,3,5,1,5,2,All
Leon A King Ii,,,,,,,,,,,,,,,,,1,1,5,6,4,0,0,0,22,14,9,4,12,2,12,1,2,1,3,3,0,3,2,1,2,3,0,2,1,4,1,0,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,,0,5,2,2,1,0,0,13,16,8,6,7,2,2,7,2,1,1,2,2,0,0,4,3,2,2,1,2,1,1,0,0,All
Derrick W Coker,,,,,,,,,,,,,,,,,,,0,3,4,1,0,0,7,2,5,3,4,1,6,1,2,1,1,0,2,5,0,4,1,1,1,0,1,5,2,1,0,All
Rania Major,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,4,2,1,2,9,4,6,4,1,2,1,4,2,4,2,2,2,1,0,1,0,1,0,2,1,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,6,3,6,3,2,1,0,1,1,2,3,2,0,0,3,5,4,2,0,1,2,1,2,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,0,5,2,1,1,2,0,0,0,2,3,1,1,3,3,1,2,1,0,1,2,0,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Donna Derose,,,,,,,,,,,,,,,,,,,,,,,,,0,105,67,28,23,4,12,7,3,2,1,10,2,6,5,5,5,3,3,2,3,2,0,0,1,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,,,1,62,24,9,5,1,7,3,0,2,4,4,4,3,4,4,2,1,1,2,0,1,2,0,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,3,6,6,5,6,2,0,3,0,3,2,0,0,1,0,0,2,1,0,3,All
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,5,3,5,11,4,6,7,10,5,8,2,4,2,3,5,5,2,1,0,0,All
Donna Marie Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,11,9,7,6,3,3,11,9,5,9,1,3,3,1,3,1,0,1,0,All
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,9,22,21,4,2,3,4,1,2,1,0,2,0,0,1,2,0,All
Inja Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,1,4,2,5,3,2,1,3,0,2,1,1,1,0,0,All
Suzanne Harmon Carn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,9,8,1,4,3,5,5,2,2,2,0,1,0,1,0,0,All
Bobbie T Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,1,3,3,5,1,0,0,1,0,1,1,0,0,0,All
Tia M Seibert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,0,4,1,3,2,0,1,1,0,0,3,0,0,1,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,3,4,1,1,1,0,1,3,2,2,0,0,All
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,3,2,3,3,1,0,0,1,0,2,0,All
