col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,Joseph C Waters Jr,Jack Mcvay Jr,Timika Lane,Joe Fernandes,Anne Marie Coyle,Dawn M Tancredi,Sierra Thomas Street,Vince Giusini,Tracy B Roman,Daniel D Mccaffery,Giovanni Campbell,Leon A King Ii,Kenneth J Powell Jr,Stephanie M Sawyer,Deborah D Cianfrani,John J O Connor Jr,James C Crumlish,Rania Major,Daine A Grey Jr,Derrick W Coker,Conor Corcoran,Jon Marshall,Frank Bennett,Sean P Stevens,Katie Scrivner,Fran Shields,All
Joseph C Waters Jr,18,0,247,173,160,142,148,136,136,141,130,95,64,60,35,34,31,27,19,22,9,11,8,8,4,0,All
Jack Mcvay Jr,,0,17,14,20,15,16,23,20,8,9,6,7,7,10,4,6,1,4,1,6,4,1,1,0,0,All
Timika Lane,,,8,163,111,118,117,89,115,100,97,81,29,24,12,9,22,13,9,13,1,5,1,2,3,0,All
Joe Fernandes,,,,2,98,75,81,82,94,80,67,59,17,11,8,9,12,7,5,3,5,2,4,1,0,0,All
Anne Marie Coyle,,,,,4,51,101,105,110,49,31,10,28,17,24,21,12,9,3,7,4,4,2,0,0,0,All
Dawn M Tancredi,,,,,,4,37,51,42,108,99,62,24,30,28,22,26,11,4,9,8,8,4,1,1,0,All
Sierra Thomas Street,,,,,,,7,84,93,34,36,24,26,29,8,16,6,11,5,9,1,2,1,2,1,0,All
Vince Giusini,,,,,,,,3,75,36,38,17,27,19,17,13,9,6,3,4,8,2,2,0,0,0,All
Tracy B Roman,,,,,,,,,3,36,22,17,22,17,11,8,2,9,4,4,3,0,3,1,1,0,All
Daniel D Mccaffery,,,,,,,,,,2,101,63,34,26,13,32,10,3,3,3,7,3,3,0,3,0,All
Giovanni Campbell,,,,,,,,,,,3,69,35,34,19,23,12,9,11,5,4,4,4,2,1,0,All
Leon A King Ii,,,,,,,,,,,,2,30,24,6,5,11,11,8,7,4,3,2,2,0,0,All
Kenneth J Powell Jr,,,,,,,,,,,,,2,16,9,19,7,8,11,7,5,4,6,4,0,0,All
Stephanie M Sawyer,,,,,,,,,,,,,,0,10,10,8,11,17,10,5,9,1,6,3,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,,0,8,10,6,4,6,8,1,3,1,1,0,All
John J O Connor Jr,,,,,,,,,,,,,,,,0,3,3,3,2,6,5,1,3,0,0,All
James C Crumlish,,,,,,,,,,,,,,,,,1,1,8,1,6,6,1,5,0,0,All
Rania Major,,,,,,,,,,,,,,,,,,2,2,8,3,5,3,3,1,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,0,2,4,6,1,5,0,0,All
Derrick W Coker,,,,,,,,,,,,,,,,,,,,0,3,5,2,1,1,0,All
