col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,All
,Timika Lane,Sierra Thomas Street,Anne Marie Coyle,Joe Fernandes,Tracy B Roman,Giovanni Campbell,Daniel D Mccaffery,Vince Giusini,Leon A King Ii,James C Crumlish,Kenneth J Powell Jr,Derrick W Coker,Stephanie M Sawyer,Dawn M Tancredi,Rania Major,John J O Connor Jr,Daine A Grey Jr,Deborah D Cianfrani,Frank Bennett,Sean P Stevens,Conor Corcoran,Jon Marshall,Katie Scrivner,Fran Shields,Martin Coleman,Henry Lewandowski,Tracy B Roman,Shoshana Bricklin,Fran Shields,Robert M Kline,Daine A Grey Jr,Frank Bennett,Joe Fernandes,Conor Corcoran,Derrick W Coker,All
Timika Lane,12,304,382,348,226,141,186,170,131,137,85,110,90,76,41,16,29,23,16,11,7,10,1,0,424,357,281,99,87,50,57,38,38,12,0,All
Sierra Thomas Street,,21,255,206,231,116,104,171,89,60,91,87,76,52,42,32,22,20,16,18,12,8,3,0,290,234,268,95,61,49,48,48,35,15,0,All
Anne Marie Coyle,,,4,312,191,74,145,155,47,123,61,65,43,41,17,16,18,22,16,16,10,8,1,0,358,312,211,60,31,47,31,40,29,10,0,All
Joe Fernandes,,,,3,163,85,146,144,59,108,39,49,27,49,17,12,13,7,7,6,9,4,1,0,330,305,174,53,49,19,15,31,36,2,0,All
Tracy B Roman,,,,,2,50,55,146,51,25,63,34,46,34,40,24,20,20,17,10,13,10,3,0,206,156,246,55,38,44,33,35,29,12,0,All
Giovanni Campbell,,,,,,3,98,45,107,21,66,57,65,77,35,38,23,16,13,12,11,8,1,0,116,109,84,139,76,42,45,40,36,11,0,All
Daniel D Mccaffery,,,,,,,3,40,66,80,57,34,38,64,25,46,12,13,15,6,14,9,2,0,175,168,70,71,68,38,18,43,32,10,0,All
Vince Giusini,,,,,,,,4,28,24,33,28,26,14,11,9,5,3,6,5,5,5,2,0,166,143,166,43,24,20,19,15,8,3,0,All
Leon A King Ii,,,,,,,,,6,16,65,38,51,45,38,11,17,15,22,16,14,13,1,0,99,69,75,69,65,35,48,35,24,9,0,All
James C Crumlish,,,,,,,,,,2,25,48,10,9,7,6,7,8,6,8,6,3,0,0,136,119,40,21,13,8,10,7,16,9,0,All
Kenneth J Powell Jr,,,,,,,,,,,2,38,38,19,20,26,25,19,22,19,14,12,1,0,85,47,87,55,37,43,37,52,24,15,0,All
Derrick W Coker,,,,,,,,,,,,4,39,7,20,7,9,11,8,9,3,4,1,0,84,73,67,38,24,16,28,17,19,5,0,All
Stephanie M Sawyer,,,,,,,,,,,,,3,37,32,20,22,20,7,5,9,13,1,0,48,44,77,70,47,25,48,15,17,11,0,All
Dawn M Tancredi,,,,,,,,,,,,,,0,17,24,8,13,5,5,5,3,2,0,57,60,42,51,48,25,15,24,17,7,0,All
Rania Major,,,,,,,,,,,,,,,1,15,13,9,8,8,5,6,0,0,38,20,41,35,33,16,24,16,21,6,0,All
John J O Connor Jr,,,,,,,,,,,,,,,,0,7,11,9,9,6,7,1,0,29,31,25,27,24,22,13,16,10,9,0,All
