col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Anne Marie Coyle,Daniel D Mccaffery,John J O Connor Jr,James C Crumlish,Dawn M Tancredi,Joe Fernandes,Kenneth J Powell Jr,Conor Corcoran,Vince Giusini,Deborah D Cianfrani,Giovanni Campbell,Tracy B Roman,Frank Bennett,Timika Lane,Stephanie M Sawyer,Daine A Grey Jr,Jon Marshall,Rania Major,Sean P Stevens,Sierra Thomas Street,Derrick W Coker,Fran Shields,Katie Scrivner,Leon A King Ii,Donna Derose,Marnie Aument Loughrey,Omar Sabir,Ryan Mulvey,Warren Bloom,Bruce H Bailey,David Mamikonyan,Brigitte A Garvin Johnson,Holly A Harris Seidle,Wayne E Dorsey,Bobbie T Curry,Inja Coates,Suzanne Harmon Carn,Ashley Michelle Cook,Donna Marie Laws,Lewis Harris Jr,Tia M Seibert,Jose A Figueroa,Robert Tuerk,Verna Ragan Tennant,James Johnson,Keith Jackson,Kyle J Sampson,Sharif Ali,Tyrone T Martin,1
Anne Marie Coyle,3,33,26,17,12,12,9,6,8,6,6,8,4,4,3,1,1,2,0,2,0,1,0,0,13,8,8,8,5,5,4,4,3,3,2,3,2,1,1,2,1,0,1,1,0,0,0,0,0,1
Daniel D Mccaffery,,4,23,16,18,11,11,9,8,7,6,5,2,5,1,3,1,0,2,2,1,1,0,0,19,11,9,7,4,4,4,2,2,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,1
John J O Connor Jr,,,2,10,6,5,3,6,4,4,4,2,5,1,1,1,1,1,0,0,1,1,0,0,10,6,6,4,1,4,3,3,1,3,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
James C Crumlish,,,,0,7,6,6,3,1,1,5,5,1,3,1,0,1,1,0,0,0,0,0,0,10,6,6,3,1,2,1,2,1,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Dawn M Tancredi,,,,,0,4,2,3,5,6,1,4,1,5,2,3,1,0,2,1,0,1,0,0,11,9,6,5,2,2,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Joe Fernandes,,,,,,0,6,1,2,1,3,2,2,2,1,0,0,0,0,1,0,0,0,0,6,3,5,4,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kenneth J Powell Jr,,,,,,,0,2,2,0,3,1,1,0,2,0,1,1,1,0,0,0,0,0,6,3,2,3,2,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Conor Corcoran,,,,,,,,0,1,3,1,0,1,0,1,3,0,0,1,0,1,0,0,0,3,2,2,2,2,3,1,1,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Vince Giusini,,,,,,,,,0,4,2,0,1,1,0,1,0,0,0,1,0,0,0,0,3,1,2,4,1,1,2,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
Deborah D Cianfrani,,,,,,,,,,0,1,2,0,1,1,2,0,0,1,0,0,0,0,0,1,1,1,3,0,2,3,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Giovanni Campbell,,,,,,,,,,,0,1,1,0,1,1,0,1,0,0,1,0,0,0,3,2,1,1,1,2,2,0,1,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1
Tracy B Roman,,,,,,,,,,,,0,1,3,1,0,0,2,0,1,0,0,0,0,3,3,1,2,0,2,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
Frank Bennett,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Timika Lane,,,,,,,,,,,,,,0,1,0,0,0,0,2,0,0,0,0,4,2,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,1,2,0,1,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
