col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 201st District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Stephen Kinsey,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Lorraine Haw,Vayda Good,Alvaro Quinones,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,All
Stephen Kinsey,235,0,"3,013","2,875","2,773","2,696","2,674","2,346","1,041",980,753,716,687,648,601,523,17,All
Write-In,,8,7,5,5,5,6,4,0,0,0,0,0,0,1,0,10,All
Pamela Robinson,,,80,"3,187","3,130","3,034","3,010","2,615",794,695,476,406,376,355,282,215,26,All
Michele Lockman,,,,13,"3,101","3,053","3,025","2,545",763,669,405,356,354,303,260,210,16,All
Anthony Bellmon,,,,,11,"3,005","3,041","2,502",675,609,363,298,282,281,229,143,13,All
Patrick Parkinson,,,,,,16,"2,979","2,441",681,581,342,262,293,265,221,170,9,All
Theodore Kirsch,,,,,,,9,"2,436",653,568,311,262,251,264,200,153,14,All
Mona Getzes Cohen,,,,,,,,18,437,369,392,380,342,238,262,214,10,All
Lisa Powley,,,,,,,,,5,819,462,460,423,445,419,384,2,All
Amy Roat,,,,,,,,,,14,473,449,416,412,406,376,1,All
Lorraine Haw,,,,,,,,,,,1,512,450,465,413,401,1,All
Vayda Good,,,,,,,,,,,,2,501,436,433,414,1,All
Alvaro Quinones,,,,,,,,,,,,,6,411,437,417,1,All
Kempis Ghani Songster,,,,,,,,,,,,,,3,419,382,0,All
Ronald Raju Joseph,,,,,,,,,,,,,,,1,421,0,All
Adam Tennant,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,0,All
Total,"3,952",16,"3,733","3,488","3,358","3,260","3,225","2,887","1,191","1,139",858,823,782,747,691,612,38,All
