col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,,,,All
,Amy Roat,Lisa Powley,Lorraine Haw,Vayda Good,Alvaro Quinones,Kempis Ghani Songster,Pamela Robinson,Michele Lockman,Ronald Raju Joseph,Mona Getzes Cohen,Adam Tennant,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Write-In,Marylouise Isaacson,Vanessa Mcgrath,Jeff Dempsey,Andre Del Valle,Write-In,All
Amy Roat,2,"1,217","1,142","1,116","1,074","1,078",334,308,"1,046",298,"1,022",211,202,208,5,399,447,321,173,0,All
Lisa Powley,,0,"1,113","1,094","1,045","1,044",302,292,"1,021",276,994,185,183,181,4,368,425,316,168,0,All
Lorraine Haw,,,1,"1,130","1,082","1,077",227,211,"1,041",247,"1,023",116,105,108,3,351,402,304,164,0,All
Vayda Good,,,,0,"1,093","1,084",189,186,"1,059",217,"1,021",95,75,96,0,336,390,294,174,0,All
Alvaro Quinones,,,,,0,"1,072",175,167,"1,044",200,"1,015",114,99,94,0,330,361,303,176,0,All
Kempis Ghani Songster,,,,,,0,184,159,"1,047",190,997,125,107,110,1,328,376,290,174,0,All
Pamela Robinson,,,,,,,4,"1,071",107,"1,026",90,954,941,935,19,421,369,235,117,1,All
Michele Lockman,,,,,,,,3,97,"1,021",92,937,944,934,20,405,353,245,101,0,All
Ronald Raju Joseph,,,,,,,,,0,131,"1,010",69,67,76,4,307,353,285,156,0,All
Mona Getzes Cohen,,,,,,,,,,1,111,891,886,890,20,393,353,230,114,0,All
Adam Tennant,,,,,,,,,,,0,62,67,62,2,290,336,284,151,0,All
Anthony Bellmon,,,,,,,,,,,,1,907,902,16,345,294,207,108,0,All
Patrick Parkinson,,,,,,,,,,,,,0,904,18,348,289,216,96,0,All
Theodore Kirsch,,,,,,,,,,,,,,1,16,347,289,209,99,0,All
Write-In,,,,,,,,,,,,,,,0,5,4,3,2,0,All
Marylouise Isaacson,,,,,,,,,,,,,,,,88,0,0,0,0,All
Vanessa Mcgrath,,,,,,,,,,,,,,,,,54,0,0,0,All
Jeff Dempsey,,,,,,,,,,,,,,,,,,38,0,0,All
Andre Del Valle,,,,,,,,,,,,,,,,,,,24,0,All
Write-In,,,,,,,,,,,,,,,,,,,,2,All
Total,"1,400","1,330","1,270","1,244","1,222","1,216","1,207","1,165","1,152","1,151","1,109","1,005","1,001",996,41,833,805,578,318,4,All
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,,,,2
,Michele Lockman,Pamela Robinson,Mona Getzes Cohen,Anthony Bellmon,Theodore Kirsch,Patrick Parkinson,Lisa Powley,Amy Roat,Lorraine Haw,Vayda Good,Kempis Ghani Songster,Alvaro Quinones,Adam Tennant,Ronald Raju Joseph,Write-In,Vanessa Mcgrath,Marylouise Isaacson,Jeff Dempsey,Andre Del Valle,Write-In,2
Michele Lockman,1,109,101,98,97,95,35,30,23,22,21,19,12,8,3,43,32,22,15,0,2
Pamela Robinson,,0,104,101,97,94,30,27,19,18,19,17,8,6,3,44,34,18,15,0,2
