col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 5th District - Republican,,,,All
,Donald J Trump,Bill Weld,Write-In,Roque Rocky De La Fuente,Val Biancaniello,Leslie P Morgan,Joan Miller,Write-In,All
Donald J Trump,345,0,0,0,"1,516","1,010",974,5,All
Bill Weld,,27,0,0,100,98,97,5,All
Write-In,,,23,0,23,18,13,12,All
Roque Rocky De La Fuente,,,,13,34,26,23,4,All
Val Biancaniello,,,,,11,"1,036","1,031",3,All
Leslie P Morgan,,,,,,7,999,1,All
Joan Miller,,,,,,,8,1,All
Write-In,,,,,,,,0,All
Total,"2,033",159,58,55,"1,702","1,174","1,133",26,All
