col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Attorney General - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,All
,Heather Heidelbaugh,Write-In,Denise Furey,John Paul Sutton,Paul Panepinto,Calvin Tucker,Erin Elmore,Write-In,All
Heather Heidelbaugh,4,0,21,17,16,14,9,0,All
Write-In,,2,0,0,0,0,0,3,All
Denise Furey,,,0,15,18,11,4,0,All
John Paul Sutton,,,,0,14,6,4,0,All
Paul Panepinto,,,,,0,6,2,0,All
Calvin Tucker,,,,,,0,6,1,All
Erin Elmore,,,,,,,1,1,All
Write-In,,,,,,,,0,All
Total,36,3,26,22,21,17,12,4,All
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Attorney General - Republican,,1
,Denise Furey,John Paul Sutton,Paul Panepinto,Calvin Tucker,Erin Elmore,Write-In,Heather Heidelbaugh,Write-In,1
Denise Furey,0,9,9,0,0,0,5,0,1
John Paul Sutton,,0,9,0,0,0,5,0,1
Paul Panepinto,,,0,0,0,0,5,0,1
Calvin Tucker,,,,0,0,0,0,0,1
Erin Elmore,,,,,0,0,0,0,1
Write-In,,,,,,0,0,0,1
Heather Heidelbaugh,,,,,,,0,0,1
Write-In,,,,,,,,0,1
Total,9,9,9,0,0,0,5,0,1
,Attorney General - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,3
,Heather Heidelbaugh,Write-In,Denise Furey,Erin Elmore,Calvin Tucker,John Paul Sutton,Paul Panepinto,Write-In,3
Heather Heidelbaugh,0,0,2,2,1,0,0,0,3
Write-In,,0,0,0,0,0,0,0,3
Denise Furey,,,0,1,1,0,0,0,3
Erin Elmore,,,,0,1,0,0,0,3
Calvin Tucker,,,,,0,0,0,0,3
John Paul Sutton,,,,,,0,0,0,3
Paul Panepinto,,,,,,,0,0,3
Write-In,,,,,,,,0,3
Total,3,0,2,2,1,0,0,0,3
,Attorney General - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,4
,Heather Heidelbaugh,Write-In,Calvin Tucker,Denise Furey,Erin Elmore,John Paul Sutton,Paul Panepinto,Write-In,4
Heather Heidelbaugh,1,0,1,0,0,0,0,0,4
Write-In,,0,0,0,0,0,0,0,4
Calvin Tucker,,,0,0,0,0,0,0,4
Denise Furey,,,,0,0,0,0,0,4
Erin Elmore,,,,,0,0,0,0,4
John Paul Sutton,,,,,,0,0,0,4
Paul Panepinto,,,,,,,0,0,4
Write-In,,,,,,,,0,4
Total,2,0,1,0,0,0,0,0,4
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Attorney General - Republican,,5
,Calvin Tucker,Denise Furey,Erin Elmore,John Paul Sutton,Paul Panepinto,Write-In,Heather Heidelbaugh,Write-In,5
Calvin Tucker,0,0,0,0,0,0,1,0,5
Denise Furey,,0,0,0,0,0,0,0,5
Erin Elmore,,,0,0,0,0,0,0,5
John Paul Sutton,,,,0,0,0,0,0,5
Paul Panepinto,,,,,0,0,0,0,5
Write-In,,,,,,0,0,0,5
Heather Heidelbaugh,,,,,,,0,0,5
Write-In,,,,,,,,0,5
Total,1,0,0,0,0,0,1,0,5
,Attorney General - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,6
,Heather Heidelbaugh,Write-In,John Paul Sutton,Calvin Tucker,Denise Furey,Erin Elmore,Paul Panepinto,Write-In,6
Heather Heidelbaugh,0,0,1,0,0,0,0,0,6
Write-In,,0,0,0,0,0,0,0,6
John Paul Sutton,,,0,0,0,0,0,0,6
Calvin Tucker,,,,0,0,0,0,0,6
Denise Furey,,,,,0,0,0,0,6
Erin Elmore,,,,,,0,0,0,6
Paul Panepinto,,,,,,,0,0,6
Write-In,,,,,,,,0,6
Total,1,0,1,0,0,0,0,0,6
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Attorney General - Republican,,7
,Erin Elmore,Calvin Tucker,Denise Furey,John Paul Sutton,Paul Panepinto,Write-In,Heather Heidelbaugh,Write-In,7
Erin Elmore,1,0,0,0,0,0,0,0,7
Calvin Tucker,,0,0,0,0,0,0,0,7
Denise Furey,,,0,0,0,0,0,0,7
John Paul Sutton,,,,0,0,0,0,0,7
Paul Panepinto,,,,,0,0,0,0,7
Write-In,,,,,,0,0,0,7
Heather Heidelbaugh,,,,,,,0,0,7
Write-In,,,,,,,,0,7
Total,1,0,0,0,0,0,0,0,7
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Attorney General - Republican,,8
,Denise Furey,John Paul Sutton,Paul Panepinto,Calvin Tucker,Erin Elmore,Write-In,Heather Heidelbaugh,Write-In,8
Denise Furey,0,1,1,0,0,0,1,0,8
John Paul Sutton,,0,1,0,0,0,1,0,8
Paul Panepinto,,,0,0,0,0,1,0,8
Calvin Tucker,,,,0,0,0,0,0,8
Erin Elmore,,,,,0,0,0,0,8
Write-In,,,,,,0,0,0,8
Heather Heidelbaugh,,,,,,,0,0,8
Write-In,,,,,,,,0,8
Total,1,1,1,0,0,0,1,0,8
