col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 192nd District - Democrat,,Auditor General - Democrat,,,,,,,All
,Morgan Cephas,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Write-In,All
Morgan Cephas,727,0,"10,453","1,364",644,539,402,287,4,All
Write-In,,13,79,49,5,3,0,3,4,All
Nina Ahmad,,,"1,150",0,0,0,0,0,0,All
Michael Lamb,,,,154,0,0,0,0,0,All
Tracie Fountain,,,,,211,0,0,0,0,All
Rose Rosie Marie Davis,,,,,,230,0,0,0,All
H Scott Conklin,,,,,,,38,0,0,All
Christina M Hartman,,,,,,,,71,0,All
Write-In,,,,,,,,,2,All
Total,"14,420",156,"11,682","1,567",860,772,440,361,10,All
