col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,All
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Maryanne Donaghy,Samantha Newell,Colleen Guiney,Rebecca Divalerio,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Cora Linehan,Tray Herman,Deidre Selig,Jake Metzger,John Randolph,Ryan Yeager,Write-In,All
Joseph R Biden,859,0,0,0,"5,589","5,331","5,230","5,076","1,553","1,486","1,447","1,094","1,117","1,165",954,"1,044","1,034",75,All
Bernie Sanders,,101,0,0,128,202,102,194,545,505,384,514,441,405,531,442,350,2,All
Tulsi Gabbard,,,16,0,43,37,29,37,49,47,35,42,43,31,45,39,27,1,All
Write-In,,,,3,5,4,4,4,2,2,4,3,3,3,2,2,3,28,All
Maryanne Donaghy,,,,,4,"4,865","5,042","4,781","1,266","1,260","1,291",868,951,993,674,811,902,66,All
Samantha Newell,,,,,,10,"4,731","4,935","1,405","1,443","1,052","1,020",689,780,865,978,653,80,All
Colleen Guiney,,,,,,,1,"4,639","1,171","1,169","1,257",735,873,973,622,744,863,64,All
Rebecca Divalerio,,,,,,,,6,"1,380","1,406","1,034",993,707,704,836,940,615,65,All
Michel Lee,,,,,,,,,6,"1,510","1,148","1,234","1,003","1,001","1,122","1,188",857,8,All
Karyn Hollis,,,,,,,,,,1,"1,148","1,297",933,999,"1,115","1,141",693,4,All
Amanda Mcillmurray,,,,,,,,,,,1,919,"1,020","1,139",753,686,988,12,All
Cora Linehan,,,,,,,,,,,,0,894,882,"1,061","1,029",671,7,All
Tray Herman,,,,,,,,,,,,,2,"1,034",835,791,922,3,All
Deidre Selig,,,,,,,,,,,,,,2,741,720,922,2,All
Jake Metzger,,,,,,,,,,,,,,,4,984,664,1,All
John Randolph,,,,,,,,,,,,,,,,0,693,11,All
Ryan Yeager,,,,,,,,,,,,,,,,,3,4,All
Write-In,,,,,,,,,,,,,,,,,,0,All
Total,"7,544",818,96,15,"5,816","5,632","5,416","5,360","2,176","2,066","1,890","1,671","1,626","1,623","1,555","1,546","1,435",134,All
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,1
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Colleen Guiney,Samantha Newell,Maryanne Donaghy,Rebecca Divalerio,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Deidre Selig,Tray Herman,Cora Linehan,Ryan Yeager,Jake Metzger,John Randolph,Write-In,1
Joseph R Biden,9,0,0,0,81,81,76,74,26,25,21,17,14,19,17,13,14,0,1
Bernie Sanders,,1,0,0,3,1,3,1,10,8,9,10,12,7,8,9,4,0,1
Tulsi Gabbard,,,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Colleen Guiney,,,,,0,75,76,71,23,19,18,16,13,11,15,9,13,0,1
Samantha Newell,,,,,,0,71,72,22,21,13,10,8,14,11,9,13,0,1
Maryanne Donaghy,,,,,,,0,68,23,19,18,15,14,13,15,9,13,0,1
Rebecca Divalerio,,,,,,,,0,20,21,12,10,9,13,9,8,13,0,1
Michel Lee,,,,,,,,,0,26,23,23,21,20,16,19,15,0,1
Karyn Hollis,,,,,,,,,,0,20,19,18,21,12,17,13,0,1
Amanda Mcillmurray,,,,,,,,,,,0,22,18,18,18,13,8,0,1
Deidre Selig,,,,,,,,,,,,0,21,16,17,14,8,0,1
Tray Herman,,,,,,,,,,,,,0,13,16,17,10,0,1
Cora Linehan,,,,,,,,,,,,,,0,12,12,9,0,1
Ryan Yeager,,,,,,,,,,,,,,,0,10,9,0,1
Jake Metzger,,,,,,,,,,,,,,,,0,10,0,1
John Randolph,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,0,1
Total,107,14,2,0,86,83,80,76,38,35,30,28,28,26,25,24,20,0,1
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,2
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Maryanne Donaghy,Colleen Guiney,Samantha Newell,Rebecca Divalerio,Amanda Mcillmurray,Michel Lee,Tray Herman,Karyn Hollis,Deidre Selig,Cora Linehan,Jake Metzger,Ryan Yeager,John Randolph,Write-In,2
Joseph R Biden,14,0,0,0,98,91,88,80,38,27,27,24,26,20,17,21,16,8,2
Bernie Sanders,,1,0,0,4,3,5,5,6,8,7,8,5,8,9,3,7,0,2
Tulsi Gabbard,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Maryanne Donaghy,,,,,0,89,79,77,36,22,26,23,23,18,14,19,13,0,2
Colleen Guiney,,,,,,0,76,73,33,18,19,20,19,11,9,17,9,0,2
Samantha Newell,,,,,,,1,78,24,23,11,23,12,16,12,7,13,0,2
Rebecca Divalerio,,,,,,,,0,23,23,12,22,9,18,14,6,12,0,2
Amanda Mcillmurray,,,,,,,,,0,23,19,21,24,15,14,21,10,0,2
Michel Lee,,,,,,,,,,1,14,23,15,17,19,11,14,0,2
Tray Herman,,,,,,,,,,,0,15,21,18,15,19,15,0,2
Karyn Hollis,,,,,,,,,,,,0,14,18,19,6,20,0,2
Deidre Selig,,,,,,,,,,,,,0,14,11,19,11,0,2
Cora Linehan,,,,,,,,,,,,,,0,17,9,17,0,2
Jake Metzger,,,,,,,,,,,,,,,0,6,17,0,2
Ryan Yeager,,,,,,,,,,,,,,,,0,6,0,2
John Randolph,,,,,,,,,,,,,,,,,0,8,2
Write-In,,,,,,,,,,,,,,,,,,0,2
Total,137,11,0,0,103,95,95,86,44,36,35,33,31,28,26,25,24,8,2
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,3
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Samantha Newell,Maryanne Donaghy,Rebecca Divalerio,Colleen Guiney,Michel Lee,Amanda Mcillmurray,Karyn Hollis,Cora Linehan,Jake Metzger,Tray Herman,John Randolph,Deidre Selig,Ryan Yeager,Write-In,3
Joseph R Biden,30,0,0,0,155,157,147,148,49,43,39,31,26,31,27,24,24,0,3
Bernie Sanders,,5,0,0,9,3,7,3,23,18,22,23,25,17,20,20,15,0,3
Tulsi Gabbard,,,1,0,1,2,1,2,1,1,1,2,1,0,1,0,0,0,3
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Samantha Newell,,,,,0,137,143,136,45,38,38,30,25,20,28,23,17,0,3
Maryanne Donaghy,,,,,,0,135,138,34,40,30,27,17,25,21,18,19,0,3
Rebecca Divalerio,,,,,,,0,131,41,38,36,29,23,21,26,16,15,0,3
Colleen Guiney,,,,,,,,0,34,39,31,21,18,23,20,22,18,0,3
Michel Lee,,,,,,,,,0,40,53,43,42,30,38,32,24,0,3
Amanda Mcillmurray,,,,,,,,,,0,38,33,30,33,25,30,29,0,3
Karyn Hollis,,,,,,,,,,,0,41,37,29,35,31,20,0,3
Cora Linehan,,,,,,,,,,,,0,37,27,35,28,26,0,3
Jake Metzger,,,,,,,,,,,,,0,25,37,25,23,0,3
Tray Herman,,,,,,,,,,,,,,0,21,26,23,0,3
John Randolph,,,,,,,,,,,,,,,0,25,22,0,3
Deidre Selig,,,,,,,,,,,,,,,,0,23,0,3
Ryan Yeager,,,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,,,0,3
Total,227,36,4,0,167,164,156,154,73,63,63,56,52,49,48,44,39,0,3
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,4
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Maryanne Donaghy,Samantha Newell,Rebecca Divalerio,Colleen Guiney,Michel Lee,Karyn Hollis,Jake Metzger,Cora Linehan,John Randolph,Ryan Yeager,Tray Herman,Amanda Mcillmurray,Deidre Selig,Write-In,4
Joseph R Biden,31,0,0,0,108,95,90,91,42,40,33,35,30,35,35,30,23,0,4
Bernie Sanders,,8,0,0,1,10,8,1,16,14,20,17,13,5,6,4,5,0,4
Tulsi Gabbard,,,0,0,1,1,1,1,2,2,2,2,2,1,1,1,1,0,4
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Maryanne Donaghy,,,,,1,79,83,88,29,28,18,24,18,28,27,24,17,0,4
Samantha Newell,,,,,,1,90,74,38,40,34,37,28,16,13,12,6,0,4
Rebecca Divalerio,,,,,,,0,73,36,40,32,33,29,15,10,11,5,0,4
Colleen Guiney,,,,,,,,0,23,20,13,15,11,24,20,21,15,0,4
Michel Lee,,,,,,,,,0,45,37,41,38,20,22,23,20,0,4
Karyn Hollis,,,,,,,,,,0,43,46,36,19,20,22,16,0,4
Jake Metzger,,,,,,,,,,,0,43,35,19,20,14,14,0,4
Cora Linehan,,,,,,,,,,,,0,34,22,23,20,16,0,4
John Randolph,,,,,,,,,,,,,0,19,19,9,14,0,4
Ryan Yeager,,,,,,,,,,,,,,1,28,26,21,0,4
Tray Herman,,,,,,,,,,,,,,,0,24,22,0,4
Amanda Mcillmurray,,,,,,,,,,,,,,,,0,21,0,4
Deidre Selig,,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,,0,4
Total,167,34,3,0,112,108,101,95,60,57,55,54,45,42,42,36,29,0,4
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,5
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Maryanne Donaghy,Colleen Guiney,Samantha Newell,Rebecca Divalerio,Amanda Mcillmurray,Tray Herman,Deidre Selig,Ryan Yeager,Karyn Hollis,Michel Lee,Jake Metzger,Cora Linehan,John Randolph,Write-In,5
Joseph R Biden,18,0,0,0,155,148,121,115,47,42,42,37,28,28,19,18,19,0,5
Bernie Sanders,,4,0,0,4,2,5,6,5,6,3,4,7,7,10,7,5,0,5
Tulsi Gabbard,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Maryanne Donaghy,,,,,0,142,111,112,48,42,44,38,30,29,19,21,20,0,5
Colleen Guiney,,,,,,0,106,106,47,41,44,38,26,24,14,16,16,0,5
Samantha Newell,,,,,,,0,112,17,10,11,6,29,28,21,21,20,0,5
Rebecca Divalerio,,,,,,,,0,18,13,12,8,31,30,21,22,23,0,5
Amanda Mcillmurray,,,,,,,,,0,41,42,36,18,17,12,12,6,0,5
Tray Herman,,,,,,,,,,0,37,36,12,13,10,9,8,0,5
Deidre Selig,,,,,,,,,,,0,35,15,12,7,8,6,0,5
Ryan Yeager,,,,,,,,,,,,0,7,9,6,4,6,0,5
Karyn Hollis,,,,,,,,,,,,,0,26,20,21,16,0,5
Michel Lee,,,,,,,,,,,,,,0,17,17,18,0,5
Jake Metzger,,,,,,,,,,,,,,,0,19,14,0,5
Cora Linehan,,,,,,,,,,,,,,,,0,15,0,5
John Randolph,,,,,,,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,,,,,,,0,5
Total,195,15,0,0,160,151,127,122,53,48,46,41,36,35,30,26,24,0,5
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,6
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Maryanne Donaghy,Samantha Newell,Colleen Guiney,Rebecca Divalerio,Amanda Mcillmurray,Deidre Selig,Ryan Yeager,Karyn Hollis,Michel Lee,Cora Linehan,Tray Herman,Jake Metzger,John Randolph,Write-In,6
Joseph R Biden,5,0,0,0,75,72,71,65,24,18,16,13,12,11,12,8,9,0,6
Bernie Sanders,,2,0,0,0,2,0,2,4,5,5,6,7,7,5,7,7,0,6
Tulsi Gabbard,,,0,0,2,1,1,2,0,0,1,2,2,2,2,2,1,0,6
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Maryanne Donaghy,,,,,0,67,70,64,21,15,15,11,10,11,11,8,7,0,6
Samantha Newell,,,,,,0,62,67,13,8,6,12,11,11,4,9,9,0,6
Colleen Guiney,,,,,,,0,60,20,14,15,10,8,10,9,6,5,0,6
Rebecca Divalerio,,,,,,,,0,13,8,6,13,12,11,5,9,9,0,6
Amanda Mcillmurray,,,,,,,,,0,22,19,15,13,13,16,11,10,0,6
Deidre Selig,,,,,,,,,,0,17,11,11,11,17,10,9,0,6
Ryan Yeager,,,,,,,,,,,0,9,10,10,14,8,8,0,6
Karyn Hollis,,,,,,,,,,,,0,17,17,10,13,13,0,6
Michel Lee,,,,,,,,,,,,,0,15,11,14,14,0,6
Cora Linehan,,,,,,,,,,,,,,0,10,14,11,0,6
Tray Herman,,,,,,,,,,,,,,,0,11,10,0,6
Jake Metzger,,,,,,,,,,,,,,,,0,13,0,6
John Randolph,,,,,,,,,,,,,,,,,0,0,6
Write-In,,,,,,,,,,,,,,,,,,0,6
Total,91,9,2,0,77,75,72,69,28,23,22,21,21,20,19,17,17,0,6
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,7
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Maryanne Donaghy,Colleen Guiney,Samantha Newell,Rebecca Divalerio,Amanda Mcillmurray,Tray Herman,Deidre Selig,Karyn Hollis,Michel Lee,Ryan Yeager,Cora Linehan,John Randolph,Jake Metzger,Write-In,7
Joseph R Biden,10,0,0,0,132,124,121,113,37,37,33,32,29,29,27,24,21,0,7
Bernie Sanders,,2,0,0,4,1,5,3,11,10,10,12,14,10,11,10,12,0,7
Tulsi Gabbard,,,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,7
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Maryanne Donaghy,,,,,0,120,111,102,35,34,29,24,20,28,19,15,12,0,7
Colleen Guiney,,,,,,0,104,97,35,31,28,20,18,25,16,14,12,0,7
Samantha Newell,,,,,,,0,111,20,17,13,33,29,13,26,25,23,0,7
Rebecca Divalerio,,,,,,,,0,18,14,12,28,24,9,22,22,17,0,7
Amanda Mcillmurray,,,,,,,,,0,32,37,22,22,29,22,14,16,0,7
Tray Herman,,,,,,,,,,0,33,23,21,31,22,19,20,0,7
Deidre Selig,,,,,,,,,,,0,19,19,29,20,15,16,0,7
Karyn Hollis,,,,,,,,,,,,0,28,16,31,28,27,0,7
Michel Lee,,,,,,,,,,,,,0,17,28,29,28,0,7
Ryan Yeager,,,,,,,,,,,,,,0,12,16,15,0,7
Cora Linehan,,,,,,,,,,,,,,,0,25,26,0,7
John Randolph,,,,,,,,,,,,,,,,0,26,0,7
Jake Metzger,,,,,,,,,,,,,,,,,0,0,7
Write-In,,,,,,,,,,,,,,,,,,0,7
Total,165,19,2,0,137,127,127,117,48,48,44,44,44,39,38,36,34,0,7
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,8
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Maryanne Donaghy,Samantha Newell,Colleen Guiney,Rebecca Divalerio,Karyn Hollis,Michel Lee,Amanda Mcillmurray,Ryan Yeager,Deidre Selig,Cora Linehan,Tray Herman,Jake Metzger,John Randolph,Write-In,8
Joseph R Biden,7,0,0,0,72,71,69,65,22,21,22,19,15,15,13,12,10,0,8
Bernie Sanders,,0,0,0,2,2,2,1,5,3,3,2,4,3,4,3,4,0,8
Tulsi Gabbard,,,0,0,2,2,1,3,2,3,1,1,2,2,3,2,3,0,8
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Maryanne Donaghy,,,,,0,67,67,63,22,20,22,21,15,13,15,9,10,4,8
Samantha Newell,,,,,,0,63,70,25,22,17,14,11,17,11,12,14,4,8
Colleen Guiney,,,,,,,0,63,20,17,23,19,16,12,14,8,10,4,8
Rebecca Divalerio,,,,,,,,0,22,20,16,13,10,15,9,9,12,4,8
Karyn Hollis,,,,,,,,,0,19,11,9,12,15,11,14,15,0,8
Michel Lee,,,,,,,,,,0,14,12,10,13,9,12,15,0,8
Amanda Mcillmurray,,,,,,,,,,,0,16,15,10,12,6,7,0,8
Ryan Yeager,,,,,,,,,,,,0,11,6,12,5,5,0,8
Deidre Selig,,,,,,,,,,,,,0,8,15,6,10,0,8
Cora Linehan,,,,,,,,,,,,,,0,11,12,11,0,8
Tray Herman,,,,,,,,,,,,,,,0,8,10,0,8
Jake Metzger,,,,,,,,,,,,,,,,0,9,0,8
John Randolph,,,,,,,,,,,,,,,,,0,0,8
Write-In,,,,,,,,,,,,,,,,,,0,8
Total,94,6,3,0,78,78,75,72,29,27,26,22,21,20,20,17,17,4,8
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,9
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Maryanne Donaghy,Rebecca Divalerio,Colleen Guiney,Samantha Newell,Amanda Mcillmurray,Michel Lee,Karyn Hollis,Cora Linehan,Deidre Selig,Ryan Yeager,Tray Herman,John Randolph,Jake Metzger,Write-In,9
Joseph R Biden,17,0,0,0,111,98,98,91,35,32,30,30,29,28,28,24,14,0,9
Bernie Sanders,,0,0,0,1,5,3,6,9,11,12,12,9,9,9,8,10,0,9
Tulsi Gabbard,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Maryanne Donaghy,,,,,0,93,96,84,34,28,27,25,28,26,26,18,9,0,9
Rebecca Divalerio,,,,,,1,92,93,26,33,34,32,18,17,19,25,15,0,9
Colleen Guiney,,,,,,,0,84,32,24,26,23,28,27,26,20,10,0,9
Samantha Newell,,,,,,,,0,25,34,32,32,19,18,15,24,15,0,9
Amanda Mcillmurray,,,,,,,,,0,30,28,26,29,28,27,13,13,0,9
Michel Lee,,,,,,,,,,0,32,30,19,22,17,20,21,0,9
Karyn Hollis,,,,,,,,,,,0,32,19,18,20,22,19,0,9
Cora Linehan,,,,,,,,,,,,0,22,18,23,24,20,0,9
Deidre Selig,,,,,,,,,,,,,0,31,29,15,14,0,9
Ryan Yeager,,,,,,,,,,,,,,0,26,16,13,0,9
Tray Herman,,,,,,,,,,,,,,,0,14,12,0,9
John Randolph,,,,,,,,,,,,,,,,0,21,0,9
Jake Metzger,,,,,,,,,,,,,,,,,0,0,9
Write-In,,,,,,,,,,,,,,,,,,0,9
Total,140,14,0,0,113,106,103,100,47,47,45,43,40,39,38,34,25,0,9
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,10
,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,Maryanne Donaghy,Samantha Newell,Colleen Guiney,Rebecca Divalerio,Michel Lee,Amanda Mcillmurray,Karyn Hollis,Deidre Selig,Jake Metzger,Ryan Yeager,Tray Herman,Cora Linehan,John Randolph,Write-In,10
Joseph R Biden,6,0,0,0,58,54,54,46,19,19,15,12,9,11,12,8,8,0,10
Bernie Sanders,,1,0,0,3,3,1,2,7,6,5,5,7,5,4,7,6,0,10
Write-In,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Tulsi Gabbard,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Maryanne Donaghy,,,,,0,46,52,45,19,19,14,12,8,9,12,8,6,0,10
Samantha Newell,,,,,,0,45,45,20,18,16,10,12,10,8,10,10,0,10
Colleen Guiney,,,,,,,1,44,16,18,12,12,7,7,10,6,5,0,10
Rebecca Divalerio,,,,,,,,0,18,15,13,7,9,6,9,8,7,0,10
Michel Lee,,,,,,,,,0,16,16,10,11,11,11,11,12,0,10
Amanda Mcillmurray,,,,,,,,,,0,13,16,12,11,13,10,7,0,10
Karyn Hollis,,,,,,,,,,,0,7,10,7,8,10,11,0,10
Deidre Selig,,,,,,,,,,,,0,8,9,10,8,5,0,10
Jake Metzger,,,,,,,,,,,,,0,7,8,11,10,0,10
Ryan Yeager,,,,,,,,,,,,,,0,8,7,6,0,10
Tray Herman,,,,,,,,,,,,,,,0,5,6,0,10
Cora Linehan,,,,,,,,,,,,,,,,0,10,0,10
John Randolph,,,,,,,,,,,,,,,,,0,0,10
Write-In,,,,,,,,,,,,,,,,,,0,10
Total,75,10,1,0,61,57,56,48,26,25,20,17,16,16,16,15,14,0,10
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,11
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Rebecca Divalerio,Maryanne Donaghy,Samantha Newell,Colleen Guiney,Cora Linehan,Deidre Selig,Karyn Hollis,Michel Lee,Amanda Mcillmurray,Tray Herman,John Randolph,Jake Metzger,Ryan Yeager,Write-In,11
Joseph R Biden,20,0,0,0,60,61,57,58,16,17,15,14,18,16,11,9,11,0,11
Bernie Sanders,,1,0,0,5,2,4,2,8,6,8,8,3,6,9,8,5,0,11
Tulsi Gabbard,,,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,11
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Rebecca Divalerio,,,,,0,57,61,54,15,12,16,13,11,9,13,12,6,0,11
Maryanne Donaghy,,,,,,0,51,58,8,12,8,7,12,12,7,5,9,0,11
Samantha Newell,,,,,,,0,51,14,11,15,12,11,7,13,10,5,0,11
Colleen Guiney,,,,,,,,0,7,13,9,6,14,13,6,5,10,0,11
Cora Linehan,,,,,,,,,0,15,17,14,12,12,17,13,9,0,11
Deidre Selig,,,,,,,,,,0,15,12,16,18,14,11,14,0,11
Karyn Hollis,,,,,,,,,,,0,18,12,11,16,13,8,0,11
Michel Lee,,,,,,,,,,,,0,11,11,16,11,8,0,11
Amanda Mcillmurray,,,,,,,,,,,,,0,14,11,8,12,0,11
Tray Herman,,,,,,,,,,,,,,0,12,7,13,0,11
John Randolph,,,,,,,,,,,,,,,0,12,8,0,11
Jake Metzger,,,,,,,,,,,,,,,,0,8,0,11
Ryan Yeager,,,,,,,,,,,,,,,,,0,0,11
Write-In,,,,,,,,,,,,,,,,,,0,11
Total,99,11,1,0,68,65,64,62,24,24,24,23,22,22,21,18,16,0,11
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,12
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Maryanne Donaghy,Samantha Newell,Colleen Guiney,Rebecca Divalerio,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Deidre Selig,Ryan Yeager,Cora Linehan,John Randolph,Tray Herman,Jake Metzger,Write-In,12
