col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 152nd District - Republican,Auditor General - Republican,,All
,Karen Houck,Timothy Defoor,Write-In,All
Karen Houck,23,338,0,All
Timothy Defoor,,13,0,All
Write-In,,,1,All
Total,361,351,1,All
,Representative In The General Assembly 152nd District - Republican,Auditor General - Republican,,16
,Karen Houck,Timothy Defoor,Write-In,16
Karen Houck,7,57,0,16
Timothy Defoor,,3,0,16
Write-In,,,0,16
Total,64,60,0,16
,Auditor General - Republican,,Representative In The General Assembly 152nd District - Republican,17
,Timothy Defoor,Write-In,Karen Houck,17
Timothy Defoor,4,0,61,17
Write-In,,0,0,17
Karen Houck,,,2,17
Total,65,0,63,17
,Representative In The General Assembly 152nd District - Republican,Auditor General - Republican,,18
,Karen Houck,Timothy Defoor,Write-In,18
Karen Houck,6,48,0,18
Timothy Defoor,,0,0,18
Write-In,,,0,18
Total,54,48,0,18
,Representative In The General Assembly 152nd District - Republican,Auditor General - Republican,,19
,Karen Houck,Timothy Defoor,Write-In,19
Karen Houck,2,59,0,19
Timothy Defoor,,0,0,19
Write-In,,,0,19
Total,61,59,0,19
,Representative In The General Assembly 152nd District - Republican,Auditor General - Republican,,20
,Karen Houck,Timothy Defoor,Write-In,20
Karen Houck,4,49,0,20
Timothy Defoor,,3,0,20
Write-In,,,1,20
Total,53,52,1,20
,Representative In The General Assembly 152nd District - Republican,Auditor General - Republican,,21
,Karen Houck,Timothy Defoor,Write-In,21
Karen Houck,2,30,0,21
Timothy Defoor,,2,0,21
Write-In,,,0,21
Total,32,32,0,21
,Auditor General - Republican,,Representative In The General Assembly 152nd District - Republican,24
,Timothy Defoor,Write-In,Karen Houck,24
Timothy Defoor,1,0,34,24
Write-In,,0,0,24
Karen Houck,,,0,24
Total,35,0,34,24
