col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Attorney General - Democrat,,Representative In The General Assembly 175th District - Democrat,,,,,All
,Josh Shapiro,Write-In,Marylouise Isaacson,Vanessa Mcgrath,Jeff Dempsey,Andre Del Valle,Write-In,All
Josh Shapiro,661,0,"4,838","3,724","2,541","1,466",7,All
Write-In,,8,11,35,20,17,3,All
Marylouise Isaacson,,,512,0,0,0,0,All
Vanessa Mcgrath,,,,494,0,0,0,All
Jeff Dempsey,,,,,382,0,0,All
Andre Del Valle,,,,,,296,0,All
Write-In,,,,,,,4,All
Total,"13,237",94,"5,361","4,253","2,943","1,779",14,All
