col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 175th District - Democrat,,,,,All
,Brendan F Boyle,Write-In,Marylouise Isaacson,Vanessa Mcgrath,Jeff Dempsey,Andre Del Valle,Write-In,All
Brendan F Boyle,221,0,"2,294","1,894","1,493",961,3,All
Write-In,,0,7,11,9,6,4,All
Marylouise Isaacson,,,254,0,0,0,0,All
Vanessa Mcgrath,,,,239,0,0,0,All
Jeff Dempsey,,,,,226,0,0,All
Andre Del Valle,,,,,,201,0,All
Write-In,,,,,,,3,All
Total,"6,866",37,"2,555","2,144","1,728","1,168",10,All
