col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,President Of The United States - Democrat,,,,Senator In The General Assembly 3rd District - Democrat,,All
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Sharif Street,Write-In,All
Joseph R Biden,"1,083",0,0,0,"4,681",8,All
Bernie Sanders,,111,0,0,579,1,All
Tulsi Gabbard,,,15,0,38,0,All
Write-In,,,,1,5,0,All
Sharif Street,,,,,60,0,All
Write-In,,,,,,1,All
Total,"5,772",691,53,6,"5,363",10,All
,Senator In The General Assembly 3rd District - Democrat,,President Of The United States - Democrat,,,,1
,Sharif Street,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,1
Sharif Street,4,0,174,17,2,0,1
Write-In,,0,0,0,0,0,1
Joseph R Biden,,,18,0,0,0,1
Bernie Sanders,,,,6,0,0,1
Tulsi Gabbard,,,,,1,0,1
Write-In,,,,,,0,1
Total,197,0,192,23,3,0,1
,President Of The United States - Democrat,,,,Senator In The General Assembly 3rd District - Democrat,,2
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Sharif Street,Write-In,2
Joseph R Biden,86,0,0,0,351,0,2
Bernie Sanders,,10,0,0,44,0,2
Tulsi Gabbard,,,0,0,3,0,2
Write-In,,,,0,0,0,2
Sharif Street,,,,,1,0,2
Write-In,,,,,,0,2
Total,437,54,3,0,399,0,2
,Senator In The General Assembly 3rd District - Democrat,,President Of The United States - Democrat,,,,3
,Sharif Street,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,3
Sharif Street,0,0,127,27,0,0,3
Write-In,,0,0,0,0,0,3
Joseph R Biden,,,26,0,0,0,3
Bernie Sanders,,,,4,0,0,3
Tulsi Gabbard,,,,,0,0,3
Write-In,,,,,,0,3
Total,154,0,153,31,0,0,3
,President Of The United States - Democrat,,,,Senator In The General Assembly 3rd District - Democrat,,4
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Sharif Street,Write-In,4
Joseph R Biden,41,0,0,0,105,0,4
Bernie Sanders,,4,0,0,19,0,4
Tulsi Gabbard,,,1,0,1,0,4
Write-In,,,,0,0,0,4
Sharif Street,,,,,1,0,4
Write-In,,,,,,0,4
Total,146,23,2,0,126,0,4
,President Of The United States - Democrat,,,,Senator In The General Assembly 3rd District - Democrat,,5
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Sharif Street,Write-In,5
Joseph R Biden,34,0,0,0,132,0,5
Bernie Sanders,,6,0,0,24,0,5
Tulsi Gabbard,,,0,0,3,0,5
Write-In,,,,0,0,0,5
Sharif Street,,,,,1,0,5
Write-In,,,,,,0,5
Total,166,30,3,0,160,0,5
,President Of The United States - Democrat,,,,Senator In The General Assembly 3rd District - Democrat,,6
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Sharif Street,Write-In,6
Joseph R Biden,41,0,0,0,158,1,6
Bernie Sanders,,3,0,0,14,0,6
Tulsi Gabbard,,,0,0,1,0,6
Write-In,,,,0,0,0,6
Sharif Street,,,,,2,0,6
Write-In,,,,,,0,6
Total,200,17,1,0,175,1,6
,President Of The United States - Democrat,,,,Senator In The General Assembly 3rd District - Democrat,,7
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Sharif Street,Write-In,7
Joseph R Biden,47,0,0,0,207,0,7
Bernie Sanders,,6,0,0,24,0,7
Tulsi Gabbard,,,1,0,2,0,7
Write-In,,,,0,0,0,7
Sharif Street,,,,,3,0,7
Write-In,,,,,,0,7
Total,254,30,3,0,236,0,7
,Senator In The General Assembly 3rd District - Democrat,,President Of The United States - Democrat,,,,8
,Sharif Street,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,8
Sharif Street,0,0,63,5,1,0,8
Write-In,,0,0,0,0,0,8
Joseph R Biden,,,3,0,0,0,8
