col_1,col_2,col_3,col_4,col_5,col_6,division
,President Of The United States - Republican,,,,Representative In The General Assembly 181st District - Republican,All
,Bill Weld,Donald J Trump,Write-In,Roque Rocky De La Fuente,Write-In,All
Bill Weld,2,0,0,0,1,All
Donald J Trump,,3,0,0,0,All
Write-In,,,0,0,1,All
Roque Rocky De La Fuente,,,,0,0,All
Write-In,,,,,0,All
Total,3,3,1,0,2,All
,President Of The United States - Republican,,,,Representative In The General Assembly 181st District - Republican,5
,Donald J Trump,Bill Weld,Roque Rocky De La Fuente,Write-In,Write-In,5
Donald J Trump,1,0,0,0,0,5
Bill Weld,,0,0,0,0,5
Roque Rocky De La Fuente,,,0,0,0,5
Write-In,,,,0,0,5
Write-In,,,,,0,5
Total,1,0,0,0,0,5
,President Of The United States - Republican,,,,Representative In The General Assembly 181st District - Republican,7
,Bill Weld,Donald J Trump,Roque Rocky De La Fuente,Write-In,Write-In,7
Bill Weld,1,0,0,0,0,7
Donald J Trump,,1,0,0,0,7
Roque Rocky De La Fuente,,,0,0,0,7
Write-In,,,,0,0,7
Write-In,,,,,0,7
Total,1,1,0,0,0,7
,President Of The United States - Republican,,,,Representative In The General Assembly 181st District - Republican,8
,Bill Weld,Donald J Trump,Roque Rocky De La Fuente,Write-In,Write-In,8
Bill Weld,0,0,0,0,0,8
Donald J Trump,,0,0,0,0,8
Roque Rocky De La Fuente,,,0,0,0,8
Write-In,,,,0,0,8
Write-In,,,,,0,8
Total,0,0,0,0,0,8
,President Of The United States - Republican,,,,Representative In The General Assembly 181st District - Republican,9
,Bill Weld,Donald J Trump,Roque Rocky De La Fuente,Write-In,Write-In,9
Bill Weld,1,0,0,0,1,9
Donald J Trump,,1,0,0,0,9
Roque Rocky De La Fuente,,,0,0,0,9
Write-In,,,,0,0,9
Write-In,,,,,0,9
Total,2,1,0,0,1,9
,President Of The United States - Republican,,,,Representative In The General Assembly 181st District - Republican,11
,Write-In,Bill Weld,Donald J Trump,Roque Rocky De La Fuente,Write-In,11
Write-In,0,0,0,0,1,11
Bill Weld,,0,0,0,0,11
Donald J Trump,,,0,0,0,11
Roque Rocky De La Fuente,,,,0,0,11
Write-In,,,,,0,11
Total,1,0,0,0,1,11
