col_1,col_2,col_3,col_4,division
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,All
,Joe Torsella,Write-In,Write-In,All
Joe Torsella,"2,855",0,187,All
Write-In,,1,6,All
Write-In,,,41,All
Total,"3,042",7,234,All
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,1
,Joe Torsella,Write-In,Write-In,1
Joe Torsella,62,0,3,1
Write-In,,0,0,1
Write-In,,,0,1
Total,65,0,3,1
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,2
,Joe Torsella,Write-In,Write-In,2
Joe Torsella,28,0,5,2
Write-In,,0,0,2
Write-In,,,2,2
Total,33,0,7,2
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,3
,Joe Torsella,Write-In,Write-In,3
Joe Torsella,116,0,13,3
Write-In,,0,1,3
Write-In,,,2,3
Total,129,1,16,3
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,4
,Joe Torsella,Write-In,Write-In,4
Joe Torsella,85,0,9,4
Write-In,,0,0,4
Write-In,,,2,4
Total,94,0,11,4
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,5
,Joe Torsella,Write-In,Write-In,5
Joe Torsella,120,0,7,5
Write-In,,0,3,5
Write-In,,,4,5
Total,127,3,14,5
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,6
,Joe Torsella,Write-In,Write-In,6
Joe Torsella,78,0,6,6
Write-In,,0,0,6
Write-In,,,0,6
Total,84,0,6,6
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,7
,Joe Torsella,Write-In,Write-In,7
Joe Torsella,74,0,1,7
Write-In,,0,0,7
Write-In,,,1,7
Total,75,0,2,7
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,8
,Joe Torsella,Write-In,Write-In,8
Joe Torsella,108,0,7,8
Write-In,,0,0,8
Write-In,,,2,8
Total,115,0,9,8
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,12
,Joe Torsella,Write-In,Write-In,12
Joe Torsella,64,0,1,12
Write-In,,0,0,12
Write-In,,,0,12
Total,65,0,1,12
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,14
,Joe Torsella,Write-In,Write-In,14
Joe Torsella,65,0,4,14
Write-In,,0,0,14
Write-In,,,1,14
Total,69,0,5,14
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,15
,Joe Torsella,Write-In,Write-In,15
Joe Torsella,38,0,1,15
Write-In,,0,0,15
Write-In,,,0,15
Total,39,0,1,15
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,18
,Joe Torsella,Write-In,Write-In,18
Joe Torsella,90,0,6,18
Write-In,,0,0,18
Write-In,,,1,18
Total,96,0,7,18
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,20
,Joe Torsella,Write-In,Write-In,20
Joe Torsella,103,0,6,20
Write-In,,0,0,20
Write-In,,,1,20
Total,109,0,7,20
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,21
,Joe Torsella,Write-In,Write-In,21
Joe Torsella,86,0,9,21
Write-In,,0,0,21
Write-In,,,0,21
Total,95,0,9,21
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,22
,Joe Torsella,Write-In,Write-In,22
Joe Torsella,61,0,7,22
Write-In,,0,0,22
Write-In,,,0,22
Total,68,0,7,22
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,23
,Joe Torsella,Write-In,Write-In,23
Joe Torsella,96,0,9,23
Write-In,,0,0,23
Write-In,,,2,23
Total,105,0,11,23
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,24
,Joe Torsella,Write-In,Write-In,24
Joe Torsella,185,0,11,24
Write-In,,0,0,24
Write-In,,,2,24
Total,196,0,13,24
,State Treasurer - Democrat,,Representative In The General Assembly 170th District - Democrat,25
