col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,All
,Mike Driscoll,Write-In,Joe Torsella,Write-In,All
Mike Driscoll,187,0,"1,130",0,All
Write-In,,9,13,4,All
Joe Torsella,,,30,0,All
Write-In,,,,0,All
Total,"1,317",26,"1,173",4,All
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,2
,Mike Driscoll,Write-In,Joe Torsella,Write-In,2
Mike Driscoll,4,0,58,0,2
Write-In,,1,0,0,2
Joe Torsella,,,2,0,2
Write-In,,,,0,2
Total,62,1,60,0,2
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,7
,Mike Driscoll,Write-In,Joe Torsella,Write-In,7
Mike Driscoll,6,0,59,0,7
Write-In,,1,1,1,7
Joe Torsella,,,1,0,7
Write-In,,,,0,7
Total,65,3,61,1,7
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,11
,Mike Driscoll,Write-In,Joe Torsella,Write-In,11
Mike Driscoll,14,0,62,0,11
Write-In,,0,1,0,11
Joe Torsella,,,0,0,11
Write-In,,,,0,11
Total,76,1,63,0,11
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,17
,Mike Driscoll,Write-In,Joe Torsella,Write-In,17
Mike Driscoll,11,0,52,0,17
Write-In,,0,1,0,17
Joe Torsella,,,2,0,17
Write-In,,,,0,17
Total,63,1,55,0,17
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,24
,Mike Driscoll,Write-In,Joe Torsella,Write-In,24
Mike Driscoll,14,0,67,0,24
Write-In,,0,0,0,24
Joe Torsella,,,5,0,24
Write-In,,,,0,24
Total,81,0,72,0,24
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,29
,Mike Driscoll,Write-In,Joe Torsella,Write-In,29
Mike Driscoll,13,0,114,0,29
Write-In,,0,3,2,29
Joe Torsella,,,5,0,29
Write-In,,,,0,29
Total,127,5,122,2,29
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,30
,Mike Driscoll,Write-In,Joe Torsella,Write-In,30
Mike Driscoll,11,0,73,0,30
Write-In,,0,0,0,30
Joe Torsella,,,0,0,30
Write-In,,,,0,30
Total,84,0,73,0,30
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,32
,Mike Driscoll,Write-In,Joe Torsella,Write-In,32
Mike Driscoll,15,0,91,0,32
Write-In,,0,0,0,32
Joe Torsella,,,3,0,32
Write-In,,,,0,32
Total,106,0,94,0,32
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,35
,Mike Driscoll,Write-In,Joe Torsella,Write-In,35
Mike Driscoll,14,0,77,0,35
Write-In,,1,1,0,35
Joe Torsella,,,1,0,35
Write-In,,,,0,35
Total,91,2,79,0,35
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,36
,Mike Driscoll,Write-In,Joe Torsella,Write-In,36
Mike Driscoll,22,0,113,0,36
Write-In,,1,0,0,36
Joe Torsella,,,2,0,36
Write-In,,,,0,36
Total,135,1,115,0,36
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,37
,Mike Driscoll,Write-In,Joe Torsella,Write-In,37
Mike Driscoll,8,0,83,0,37
Write-In,,1,4,1,37
Joe Torsella,,,3,0,37
Write-In,,,,0,37
Total,91,6,90,1,37
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,42
,Mike Driscoll,Write-In,Joe Torsella,Write-In,42
Mike Driscoll,17,0,60,0,42
Write-In,,0,0,0,42
Joe Torsella,,,1,0,42
Write-In,,,,0,42
Total,77,0,61,0,42
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,43
,Mike Driscoll,Write-In,Joe Torsella,Write-In,43
Mike Driscoll,18,0,105,0,43
Write-In,,2,0,0,43
Joe Torsella,,,1,0,43
Write-In,,,,0,43
Total,123,2,106,0,43
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,44
,Mike Driscoll,Write-In,Joe Torsella,Write-In,44
Mike Driscoll,11,0,83,0,44
Write-In,,0,0,0,44
Joe Torsella,,,2,0,44
Write-In,,,,0,44
Total,94,0,85,0,44
,Representative In The General Assembly 173rd District - Democrat,,State Treasurer - Democrat,,45
,Mike Driscoll,Write-In,Joe Torsella,Write-In,45
Mike Driscoll,9,0,33,0,45
Write-In,,2,2,0,45
Joe Torsella,,,2,0,45
Write-In,,,,0,45
Total,42,4,37,0,45
