col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Representative In The General Assembly 181st District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Malcolm Kenyatta,Write-In,Malcolm Kenyatta,Nina Tinari,Sherrie Cohen,Heather Pope,Cindy Bass,Charlene Cooper,Ken Washington,Daisy Confoy,Terry Gillen,Wynnetta Ward,Anuj Gupta,Anlin Wang,Joanne Beer,Lindy Li,Matthew Miller,Owen Voutsinas-Klose,Christina Borst,Arielle Cohen,Steve Paul,Carla Le'Coin,Paul Prescod,Bryan Mercer,Sergio Cea,Daniel Laufer,Jack Cahill,Write-In,All
Malcolm Kenyatta,49,0,304,300,291,281,279,278,267,275,270,257,262,258,256,236,235,237,232,226,229,220,218,196,198,195,191,3,All
Write-In,,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,All
Malcolm Kenyatta,,,0,250,92,68,242,250,264,74,235,246,230,51,61,235,244,201,66,53,36,56,41,45,48,31,39,1,All
Nina Tinari,,,,2,113,94,266,263,241,86,241,227,248,81,78,210,219,233,53,32,56,48,53,35,33,19,25,2,All
Sherrie Cohen,,,,,1,259,103,98,78,246,97,80,94,237,241,76,57,83,209,211,231,191,205,173,175,182,179,3,All
Heather Pope,,,,,,3,86,73,48,241,71,62,72,246,234,62,37,74,203,215,236,192,206,175,181,186,188,2,All
Cindy Bass,,,,,,,0,255,230,77,228,215,237,78,75,189,206,220,41,39,52,37,51,26,27,19,25,1,All
Charlene Cooper,,,,,,,,0,245,80,250,224,248,61,74,209,227,222,46,35,40,40,51,28,25,17,22,3,All
Ken Washington,,,,,,,,,2,60,235,238,226,48,51,216,238,200,55,38,28,43,35,40,39,31,31,1,All
Daisy Confoy,,,,,,,,,,0,81,59,79,224,243,54,45,66,213,199,215,193,213,172,177,183,176,0,All
Terry Gillen,,,,,,,,,,,0,223,232,65,77,204,221,210,54,42,51,44,58,38,29,36,33,1,All
Wynnetta Ward,,,,,,,,,,,,0,211,55,52,222,220,177,57,56,31,53,27,36,44,35,35,1,All
Anuj Gupta,,,,,,,,,,,,,0,66,69,199,208,213,46,29,46,41,51,30,28,20,17,3,All
Anlin Wang,,,,,,,,,,,,,,1,218,48,31,73,187,196,228,183,196,168,179,180,174,0,All
Joanne Beer,,,,,,,,,,,,,,,0,46,38,58,197,199,216,178,215,169,175,178,173,0,All
Lindy Li,,,,,,,,,,,,,,,,0,209,176,57,52,30,54,26,41,42,35,33,4,All
Matthew Miller,,,,,,,,,,,,,,,,,0,193,44,32,13,35,26,29,30,22,23,1,All
Owen Voutsinas-Klose,,,,,,,,,,,,,,,,,,0,30,28,53,28,49,22,27,18,19,1,All
Christina Borst,,,,,,,,,,,,,,,,,,,0,196,184,204,163,188,173,191,184,0,All
Arielle Cohen,,,,,,,,,,,,,,,,,,,,0,193,191,174,172,189,189,179,2,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,0,175,204,170,174,183,180,1,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,0,164,183,174,181,176,2,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,0,158,163,168,159,0,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,0,161,175,171,0,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,0,168,164,0,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,0,184,0,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,621,1,338,328,318,312,307,300,300,292,290,283,281,278,273,260,259,257,254,250,250,238,233,215,215,214,211,4,All
