col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Delegate To The Republican National Convention 3rd District - Republican,,,,,Representative In The General Assembly 185th District - Republican,All
,Paul Panepinto,Denise Furey,John Paul Sutton,Calvin Tucker,Erin Elmore,Write-In,All
Paul Panepinto,3,5,1,4,1,0,All
Denise Furey,,0,4,6,0,0,All
John Paul Sutton,,,2,2,0,0,All
Calvin Tucker,,,,0,0,0,All
Erin Elmore,,,,,0,0,All
Write-In,,,,,,0,All
Total,10,9,7,6,1,0,All
,Delegate To The Republican National Convention 3rd District - Republican,,,,,Representative In The General Assembly 185th District - Republican,1
,Denise Furey,Paul Panepinto,Calvin Tucker,John Paul Sutton,Erin Elmore,Write-In,1
Denise Furey,0,4,3,1,0,0,1
Paul Panepinto,,1,3,0,0,0,1
Calvin Tucker,,,0,0,0,0,1
John Paul Sutton,,,,0,0,0,1
Erin Elmore,,,,,0,0,1
Write-In,,,,,,0,1
Total,5,5,3,1,0,0,1
,Delegate To The Republican National Convention 3rd District - Republican,,,,,Representative In The General Assembly 185th District - Republican,2
,Erin Elmore,Paul Panepinto,Calvin Tucker,Denise Furey,John Paul Sutton,Write-In,2
Erin Elmore,0,1,0,0,0,0,2
Paul Panepinto,,0,0,0,0,0,2
Calvin Tucker,,,0,0,0,0,2
Denise Furey,,,,0,0,0,2
John Paul Sutton,,,,,0,0,2
Write-In,,,,,,0,2
Total,1,1,0,0,0,0,2
,Delegate To The Republican National Convention 3rd District - Republican,,,,,Representative In The General Assembly 185th District - Republican,3
,John Paul Sutton,Denise Furey,Paul Panepinto,Calvin Tucker,Erin Elmore,Write-In,3
John Paul Sutton,0,2,1,1,0,0,3
Denise Furey,,0,0,1,0,0,3
Paul Panepinto,,,1,0,0,0,3
Calvin Tucker,,,,0,0,0,3
Erin Elmore,,,,,0,0,3
Write-In,,,,,,0,3
Total,3,2,2,1,0,0,3
,Delegate To The Republican National Convention 3rd District - Republican,,,,,Representative In The General Assembly 185th District - Republican,13
,John Paul Sutton,Calvin Tucker,Denise Furey,Paul Panepinto,Erin Elmore,Write-In,13
John Paul Sutton,2,1,1,0,0,0,13
Calvin Tucker,,0,2,1,0,0,13
Denise Furey,,,0,1,0,0,13
Paul Panepinto,,,,1,0,0,13
Erin Elmore,,,,,0,0,13
Write-In,,,,,,0,13
Total,3,2,2,2,0,0,13
