col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 201st District - Democrat,,Auditor General - Democrat,,,,,,,All
,Stephen Kinsey,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Christina M Hartman,Write-In,All
Stephen Kinsey,455,0,"8,520","1,365",498,527,337,256,2,All
Write-In,,12,32,1,2,2,0,0,1,All
Nina Ahmad,,,"1,504",0,0,0,0,0,0,All
Michael Lamb,,,,139,0,0,0,0,0,All
Rose Rosie Marie Davis,,,,,292,0,0,0,0,All
Tracie Fountain,,,,,,194,0,0,0,All
H Scott Conklin,,,,,,,31,0,0,All
Christina M Hartman,,,,,,,,52,0,All
Write-In,,,,,,,,,2,All
Total,"11,960",50,"10,056","1,505",792,723,368,308,5,All
