col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 194th District - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,All
,Lisa Goldman Riley,Write-In,Denise Furey,Paul Panepinto,Calvin Tucker,Erin Elmore,John Paul Sutton,Write-In,All
Lisa Goldman Riley,65,0,914,860,716,495,456,7,All
Write-In,,2,0,0,0,2,0,5,All
Denise Furey,,,18,642,547,307,247,4,All
Paul Panepinto,,,,27,511,222,225,3,All
Calvin Tucker,,,,,2,178,187,2,All
Erin Elmore,,,,,,3,195,5,All
John Paul Sutton,,,,,,,3,1,All
Write-In,,,,,,,,1,All
Total,"1,435",6,"1,012",962,780,527,481,17,All
