col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 170th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,All
,Martina White,Write-In,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,All
Martina White,377,0,"2,405","1,719","1,518","1,317",10,All
Write-In,,5,4,4,4,2,4,All
Pete Digiannantonio,,,14,"1,333","1,029",957,5,All
William M Pirolli,,,,7,936,540,2,All
Christopher M Vogler,,,,,9,627,4,All
Gary Grisafi,,,,,,10,5,All
Write-In,,,,,,,0,All
Total,"3,510",13,"2,481","1,792","1,583","1,375",19,All
