col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Representative In The General Assembly 195th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Donna Bullock,Write-In,Nina Tinari,Malcolm Kenyatta,Ken Washington,Wynnetta Ward,Charlene Cooper,Cindy Bass,Terry Gillen,Anuj Gupta,Lindy Li,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Anlin Wang,Joanne Beer,Arielle Cohen,Christina Borst,Daisy Confoy,Steve Paul,Carla Le'Coin,Sergio Cea,Jack Cahill,Paul Prescod,Bryan Mercer,Daniel Laufer,Write-In,All
Donna Bullock,115,0,898,901,872,869,874,867,853,852,796,777,737,633,615,576,579,570,566,559,519,528,509,501,482,488,460,9,All
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,All
Nina Tinari,,,2,864,857,855,899,885,861,862,796,787,778,226,194,168,191,122,148,161,121,115,98,83,105,86,58,22,All
Malcolm Kenyatta,,,,1,887,888,857,835,842,822,823,839,735,179,144,113,124,139,151,99,76,120,114,112,66,111,81,6,All
Ken Washington,,,,,8,873,853,821,854,823,799,834,741,165,122,119,129,111,132,105,72,105,113,96,74,102,79,6,All
Wynnetta Ward,,,,,,2,853,832,834,822,824,810,704,186,157,130,137,152,163,116,75,133,117,106,68,110,85,13,All
Charlene Cooper,,,,,,,1,878,885,872,791,796,766,207,174,150,171,123,132,145,99,104,88,73,108,85,44,14,All
Cindy Bass,,,,,,,,3,852,849,749,759,762,211,184,158,166,126,121,138,106,97,73,80,97,71,49,22,All
Terry Gillen,,,,,,,,,0,858,777,802,763,189,159,144,155,115,120,133,102,101,87,85,102,80,60,6,All
Anuj Gupta,,,,,,,,,,0,778,775,751,192,163,152,167,114,118,146,97,94,91,55,99,70,49,13,All
Lindy Li,,,,,,,,,,,1,760,697,154,136,119,119,142,147,106,62,125,112,93,55,97,72,6,All
Matthew Miller,,,,,,,,,,,,0,700,131,105,87,104,112,118,79,47,96,95,93,57,99,65,6,All
Owen Voutsinas-Klose,,,,,,,,,,,,,1,148,142,132,123,86,74,101,97,65,60,67,79,60,41,6,All
Sherrie Cohen,,,,,,,,,,,,,,0,588,554,556,530,505,557,538,475,452,467,498,451,449,0,All
Heather Pope,,,,,,,,,,,,,,,3,577,544,546,509,549,536,490,475,473,497,453,459,1,All
Anlin Wang,,,,,,,,,,,,,,,,0,524,515,485,526,538,476,473,467,492,444,454,3,All
Joanne Beer,,,,,,,,,,,,,,,,,0,508,508,559,511,462,472,457,511,451,443,1,All
Arielle Cohen,,,,,,,,,,,,,,,,,,0,521,513,494,504,507,495,465,485,484,1,All
Christina Borst,,,,,,,,,,,,,,,,,,,1,503,459,537,480,496,437,492,486,1,All
Daisy Confoy,,,,,,,,,,,,,,,,,,,,0,511,486,464,455,509,430,447,1,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,0,451,456,457,489,441,450,1,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,0,468,476,431,475,473,3,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,0,467,448,459,461,1,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,0,432,467,478,1,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,0,429,429,1,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,0,457,1,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,645",3,"1,034","1,032","1,009",998,997,993,973,970,911,894,840,714,707,661,658,648,643,638,597,594,580,573,556,555,537,25,All
,Representative In The General Assembly 195th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,1
