col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,State Treasurer - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,All
,Stacy L Garrity,Write-In,Denise Furey,Paul Panepinto,Calvin Tucker,Erin Elmore,John Paul Sutton,Write-In,All
Stacy L Garrity,336,0,"3,066","2,697","2,597","1,882","1,572",55,All
Write-In,,20,10,11,11,9,5,92,All
Denise Furey,,,75,"1,979","1,941","1,155",853,19,All
Paul Panepinto,,,,124,"1,677",773,715,18,All
Calvin Tucker,,,,,55,844,755,12,All
Erin Elmore,,,,,,43,685,23,All
John Paul Sutton,,,,,,,31,8,All
Write-In,,,,,,,,12,All
Total,"5,082",80,"3,477","3,112","2,945","2,074","1,735",175,All
