col_1,col_2,col_3,division
,Representative In The General Assembly 182nd District - Republican,,All
,Drew Murray,Write-In,All
Drew Murray,649,0,All
Write-In,,10,All
Total,649,10,All
,Representative In The General Assembly 182nd District - Republican,,1
,Drew Murray,Write-In,1
Drew Murray,14,0,1
Write-In,,0,1
Total,14,0,1
,Representative In The General Assembly 182nd District - Republican,,2
,Drew Murray,Write-In,2
Drew Murray,16,0,2
Write-In,,0,2
Total,16,0,2
,Representative In The General Assembly 182nd District - Republican,,3
,Drew Murray,Write-In,3
Drew Murray,20,0,3
Write-In,,1,3
Total,20,1,3
,Representative In The General Assembly 182nd District - Republican,,4
,Drew Murray,Write-In,4
Drew Murray,18,0,4
Write-In,,0,4
Total,18,0,4
,Representative In The General Assembly 182nd District - Republican,,5
,Drew Murray,Write-In,5
Drew Murray,12,0,5
Write-In,,0,5
Total,12,0,5
,Representative In The General Assembly 182nd District - Republican,,6
,Drew Murray,Write-In,6
Drew Murray,17,0,6
Write-In,,0,6
Total,17,0,6
,Representative In The General Assembly 182nd District - Republican,,7
,Drew Murray,Write-In,7
Drew Murray,27,0,7
Write-In,,1,7
Total,27,1,7
,Representative In The General Assembly 182nd District - Republican,,8
,Drew Murray,Write-In,8
Drew Murray,21,0,8
Write-In,,1,8
Total,21,1,8
,Representative In The General Assembly 182nd District - Republican,,9
,Drew Murray,Write-In,9
Drew Murray,19,0,9
Write-In,,0,9
Total,19,0,9
,Representative In The General Assembly 182nd District - Republican,,10
,Drew Murray,Write-In,10
Drew Murray,24,0,10
Write-In,,1,10
Total,24,1,10
,Representative In The General Assembly 182nd District - Republican,,11
,Drew Murray,Write-In,11
Drew Murray,16,0,11
Write-In,,0,11
Total,16,0,11
,Representative In The General Assembly 182nd District - Republican,,12
,Drew Murray,Write-In,12
Drew Murray,10,0,12
Write-In,,0,12
Total,10,0,12
,Representative In The General Assembly 182nd District - Republican,,13
,Drew Murray,Write-In,13
Drew Murray,14,0,13
Write-In,,0,13
Total,14,0,13
,Representative In The General Assembly 182nd District - Republican,,14
,Drew Murray,Write-In,14
Drew Murray,12,0,14
Write-In,,0,14
Total,12,0,14
,Representative In The General Assembly 182nd District - Republican,,15
,Drew Murray,Write-In,15
Drew Murray,23,0,15
Write-In,,1,15
Total,23,1,15
,Representative In The General Assembly 182nd District - Republican,,16
,Drew Murray,Write-In,16
Drew Murray,21,0,16
Write-In,,0,16
Total,21,0,16
,Representative In The General Assembly 182nd District - Republican,,17
,Drew Murray,Write-In,17
Drew Murray,23,0,17
Write-In,,1,17
Total,23,1,17
,Representative In The General Assembly 182nd District - Republican,,18
,Drew Murray,Write-In,18
Drew Murray,35,0,18
Write-In,,0,18
Total,35,0,18
,Representative In The General Assembly 182nd District - Republican,,19
,Drew Murray,Write-In,19
Drew Murray,24,0,19
Write-In,,0,19
Total,24,0,19
,Representative In The General Assembly 182nd District - Republican,,20
,Drew Murray,Write-In,20
Drew Murray,13,0,20
Write-In,,0,20
Total,13,0,20
,Representative In The General Assembly 182nd District - Republican,,21
,Drew Murray,Write-In,21
Drew Murray,26,0,21
Write-In,,0,21
Total,26,0,21
,Representative In The General Assembly 182nd District - Republican,,22
,Drew Murray,Write-In,22
Drew Murray,13,0,22
Write-In,,0,22
Total,13,0,22
,Representative In The General Assembly 182nd District - Republican,,23
,Drew Murray,Write-In,23
Drew Murray,10,0,23
Write-In,,0,23
Total,10,0,23
,Representative In The General Assembly 182nd District - Republican,,24
,Drew Murray,Write-In,24
Drew Murray,21,0,24
Write-In,,0,24
Total,21,0,24
,Representative In The General Assembly 182nd District - Republican,,25
,Drew Murray,Write-In,25
Drew Murray,41,0,25
Write-In,,0,25
Total,41,0,25
,Representative In The General Assembly 182nd District - Republican,,26
,Drew Murray,Write-In,26
Drew Murray,14,0,26
Write-In,,1,26
Total,14,1,26
,Representative In The General Assembly 182nd District - Republican,,27
,Drew Murray,Write-In,27
Drew Murray,15,0,27
Write-In,,0,27
Total,15,0,27
,Representative In The General Assembly 182nd District - Republican,,28
,Drew Murray,Write-In,28
Drew Murray,8,0,28
Write-In,,0,28
Total,8,0,28
,Representative In The General Assembly 182nd District - Republican,,29
,Drew Murray,Write-In,29
Drew Murray,29,0,29
Write-In,,1,29
Total,29,1,29
,Representative In The General Assembly 182nd District - Republican,,30
,Drew Murray,Write-In,30
Drew Murray,27,0,30
Write-In,,0,30
Total,27,0,30
,Representative In The General Assembly 182nd District - Republican,,31
,Drew Murray,Write-In,31
Drew Murray,15,0,31
Write-In,,1,31
Total,15,1,31
,Representative In The General Assembly 182nd District - Republican,,32
,Drew Murray,Write-In,32
Drew Murray,14,0,32
Write-In,,0,32
Total,14,0,32
,Representative In The General Assembly 182nd District - Republican,,33
,Drew Murray,Write-In,33
Drew Murray,9,0,33
Write-In,,1,33
Total,9,1,33
,Representative In The General Assembly 182nd District - Republican,,34
,Drew Murray,Write-In,34
Drew Murray,11,0,34
Write-In,,0,34
Total,11,0,34
,Representative In The General Assembly 182nd District - Republican,,35
,Drew Murray,Write-In,35
Drew Murray,17,0,35
Write-In,,0,35
Total,17,0,35
