col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,All
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Brian Sims,Marisa Shaaban,Write-In,All
Nina Ahmad,674,0,0,0,0,0,0,"6,907","4,935",5,All
Michael Lamb,,71,0,0,0,0,0,"1,168",891,0,All
Tracie Fountain,,,38,0,0,0,0,638,475,0,All
Christina M Hartman,,,,32,0,0,0,591,496,1,All
Rose Rosie Marie Davis,,,,,16,0,0,202,221,0,All
H Scott Conklin,,,,,,10,0,193,168,0,All
Write-In,,,,,,,1,8,2,1,All
Brian Sims,,,,,,,,578,0,0,All
Marisa Shaaban,,,,,,,,,269,0,All
Write-In,,,,,,,,,,1,All
Total,"12,521","2,130","1,151","1,120",439,371,12,"10,285","7,457",8,All
