col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Representative In The General Assembly 181st District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Malcolm Kenyatta,Write-In,Malcolm Kenyatta,Nina Tinari,Ken Washington,Cindy Bass,Charlene Cooper,Wynnetta Ward,Terry Gillen,Anuj Gupta,Matthew Miller,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Joanne Beer,Daisy Confoy,Anlin Wang,Christina Borst,Arielle Cohen,Steve Paul,Carla Le'Coin,Bryan Mercer,Paul Prescod,Sergio Cea,Jack Cahill,Daniel Laufer,Write-In,All
Malcolm Kenyatta,223,0,"2,039","1,866","1,796","1,789","1,782","1,762","1,756","1,698","1,619","1,596","1,502","1,094","1,037",984,973,959,896,870,832,822,794,793,751,745,731,18,All
Write-In,,3,8,8,10,11,9,10,9,8,9,8,10,4,5,4,3,4,3,3,4,3,3,3,3,4,4,3,All
Malcolm Kenyatta,,,12,"1,774","1,873","1,724","1,754","1,830","1,725","1,668","1,748","1,695","1,463",427,327,317,301,263,364,321,196,308,297,194,269,246,217,15,All
Nina Tinari,,,,9,"1,749","1,759","1,790","1,672","1,761","1,727","1,597","1,554","1,593",487,398,377,353,357,273,190,267,227,208,245,185,153,136,20,All
Ken Washington,,,,,22,"1,663","1,714","1,776","1,716","1,659","1,730","1,634","1,476",353,239,265,253,242,303,252,162,249,265,175,225,204,198,12,All
Cindy Bass,,,,,,3,"1,747","1,623","1,697","1,658","1,529","1,456","1,536",467,400,368,337,361,238,235,259,200,191,255,158,177,141,20,All
Charlene Cooper,,,,,,,2,"1,659","1,791","1,724","1,614","1,552","1,545",444,347,368,344,311,255,206,230,215,196,253,159,144,107,14,All
Wynnetta Ward,,,,,,,,2,"1,658","1,575","1,657","1,633","1,375",365,292,276,251,254,335,305,178,276,251,157,234,236,213,14,All
Terry Gillen,,,,,,,,,2,"1,691","1,603","1,539","1,513",430,333,375,340,301,269,214,252,194,206,261,140,177,160,12,All
Anuj Gupta,,,,,,,,,,2,"1,549","1,508","1,526",414,321,346,327,323,229,178,228,188,175,241,158,105,114,14,All
Matthew Miller,,,,,,,,,,,0,"1,575","1,391",278,198,215,187,171,268,209,93,217,232,130,197,179,171,23,All
Lindy Li,,,,,,,,,,,,0,"1,363",304,262,220,208,221,285,259,143,255,224,120,213,185,193,15,All
Owen Voutsinas-Klose,,,,,,,,,,,,,2,346,308,272,256,310,143,155,225,128,136,223,137,115,107,10,All
Sherrie Cohen,,,,,,,,,,,,,,3,922,873,874,881,721,750,832,676,649,752,613,631,630,8,All
Heather Pope,,,,,,,,,,,,,,,11,838,833,873,688,754,811,665,620,733,633,636,622,14,All
Joanne Beer,,,,,,,,,,,,,,,,1,883,811,693,704,764,612,625,777,613,607,616,4,All
Daisy Confoy,,,,,,,,,,,,,,,,,0,804,717,705,764,661,593,761,618,605,623,5,All
Anlin Wang,,,,,,,,,,,,,,,,,,1,643,696,801,624,605,725,639,606,610,3,All
Christina Borst,,,,,,,,,,,,,,,,,,,0,699,613,747,712,562,632,665,678,4,All
Arielle Cohen,,,,,,,,,,,,,,,,,,,,2,669,674,629,614,686,655,664,6,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,1,591,573,709,587,600,602,3,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,0,681,566,627,639,653,5,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,0,576,600,629,647,12,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,0,563,552,565,3,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,1,592,597,3,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,1,672,2,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,270",17,"2,313","2,137","2,113","2,049","2,022","2,017","1,996","1,921","1,865","1,833","1,723","1,209","1,165","1,072","1,067","1,050",988,972,926,907,881,878,835,831,818,47,All
