col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,All
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Brian Sims,Marisa Shaaban,Write-In,All
Nina Ahmad,406,0,0,0,0,0,0,"3,593","2,810",1,All
Michael Lamb,,47,0,0,0,0,0,776,687,0,All
Tracie Fountain,,,17,0,0,0,0,358,290,0,All
Christina M Hartman,,,,21,0,0,0,317,235,1,All
Rose Rosie Marie Davis,,,,,8,0,0,105,134,0,All
H Scott Conklin,,,,,,5,0,108,97,0,All
Write-In,,,,,,,0,6,2,1,All
Brian Sims,,,,,,,,340,0,0,All
Marisa Shaaban,,,,,,,,,155,0,All
Write-In,,,,,,,,,,0,All
Total,"6,810","1,510",665,574,247,210,9,"5,603","4,410",3,All
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,1
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Marisa Shaaban,Brian Sims,Write-In,1
Nina Ahmad,10,0,0,0,0,0,0,103,97,0,1
Michael Lamb,,3,0,0,0,0,0,38,13,0,1
Tracie Fountain,,,0,0,0,0,0,11,14,0,1
Christina M Hartman,,,,0,0,0,0,8,7,0,1
Rose Rosie Marie Davis,,,,,1,0,0,5,1,0,1
H Scott Conklin,,,,,,0,0,1,1,0,1
Write-In,,,,,,,0,0,0,0,1
Marisa Shaaban,,,,,,,,9,0,0,1
Brian Sims,,,,,,,,,15,0,1
Write-In,,,,,,,,,,0,1
Total,210,54,25,15,7,2,0,175,148,0,1
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,2
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Brian Sims,Marisa Shaaban,Write-In,2
Nina Ahmad,15,0,0,0,0,0,0,81,95,0,2
Michael Lamb,,2,0,0,0,0,0,31,22,0,2
Tracie Fountain,,,2,0,0,0,0,17,8,0,2
Christina M Hartman,,,,0,0,0,0,14,11,0,2
Rose Rosie Marie Davis,,,,,0,0,0,2,7,0,2
H Scott Conklin,,,,,,0,0,4,0,0,2
Write-In,,,,,,,0,0,0,1,2
Brian Sims,,,,,,,,11,0,0,2
Marisa Shaaban,,,,,,,,,4,0,2
Write-In,,,,,,,,,,0,2
Total,191,55,27,25,9,4,1,160,147,1,2
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,3
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Rose Rosie Marie Davis,Write-In,Brian Sims,Marisa Shaaban,Write-In,3
Nina Ahmad,11,0,0,0,0,0,0,145,107,0,3
Michael Lamb,,2,0,0,0,0,0,29,14,0,3
Tracie Fountain,,,1,0,0,0,0,13,9,0,3
Christina M Hartman,,,,0,0,0,0,7,13,0,3
H Scott Conklin,,,,,0,0,0,7,2,0,3
Rose Rosie Marie Davis,,,,,,0,0,3,1,0,3
Write-In,,,,,,,0,0,0,0,3
Brian Sims,,,,,,,,17,0,0,3
Marisa Shaaban,,,,,,,,,9,0,3
Write-In,,,,,,,,,,0,3
Total,263,45,23,20,9,4,0,221,155,0,3
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,4
