col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 191st District - Republican,All
,Calvin Tucker,Denise Furey,Paul Panepinto,Write-In,Erin Elmore,John Paul Sutton,Write-In,All
Calvin Tucker,1,3,3,0,1,0,0,All
Denise Furey,,1,2,0,1,0,0,All
Paul Panepinto,,,0,0,0,0,0,All
Write-In,,,,0,0,0,0,All
Erin Elmore,,,,,0,0,0,All
John Paul Sutton,,,,,,0,0,All
Write-In,,,,,,,0,All
Total,5,4,3,3,1,0,1,All
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 191st District - Republican,7
,Calvin Tucker,Denise Furey,Paul Panepinto,Erin Elmore,John Paul Sutton,Write-In,Write-In,7
Calvin Tucker,0,3,2,1,0,0,0,7
Denise Furey,,0,2,1,0,0,0,7
Paul Panepinto,,,0,0,0,0,0,7
Erin Elmore,,,,0,0,0,0,7
John Paul Sutton,,,,,0,0,0,7
Write-In,,,,,,0,0,7
Write-In,,,,,,,0,7
Total,3,3,2,1,0,0,0,7
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 191st District - Republican,19
,Write-In,Calvin Tucker,Denise Furey,Paul Panepinto,Erin Elmore,John Paul Sutton,Write-In,19
Write-In,0,0,0,0,0,0,0,19
Calvin Tucker,,0,0,1,0,0,0,19
Denise Furey,,,1,0,0,0,0,19
Paul Panepinto,,,,0,0,0,0,19
Erin Elmore,,,,,0,0,0,19
John Paul Sutton,,,,,,0,0,19
Write-In,,,,,,,0,19
Total,3,1,1,1,0,0,1,19
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 191st District - Republican,22
,Calvin Tucker,Denise Furey,Erin Elmore,John Paul Sutton,Paul Panepinto,Write-In,Write-In,22
Calvin Tucker,1,0,0,0,0,0,0,22
Denise Furey,,0,0,0,0,0,0,22
Erin Elmore,,,0,0,0,0,0,22
John Paul Sutton,,,,0,0,0,0,22
Paul Panepinto,,,,,0,0,0,22
Write-In,,,,,,0,0,22
Write-In,,,,,,,0,22
Total,1,0,0,0,0,0,0,22
