col_1,col_2,col_3,col_4,col_5,col_6,division
,State Treasurer - Democrat,,Representative In The General Assembly 185th District - Democrat,,,All
,Joe Torsella,Write-In,Regina Young,Maria P Donatucci,Write-In,All
Joe Torsella,21,0,311,234,2,All
Write-In,,0,3,0,0,All
Regina Young,,,186,0,0,All
Maria P Donatucci,,,,81,0,All
Write-In,,,,,0,All
Total,568,3,500,315,2,All
,State Treasurer - Democrat,,Representative In The General Assembly 185th District - Democrat,,,1
,Joe Torsella,Write-In,Regina Young,Maria P Donatucci,Write-In,1
Joe Torsella,1,0,69,62,0,1
Write-In,,0,0,0,0,1
Regina Young,,,39,0,0,1
Maria P Donatucci,,,,19,0,1
Write-In,,,,,0,1
Total,132,0,108,81,0,1
,State Treasurer - Democrat,,Representative In The General Assembly 185th District - Democrat,,,2
,Joe Torsella,Write-In,Regina Young,Maria P Donatucci,Write-In,2
Joe Torsella,5,0,100,69,2,2
Write-In,,0,1,0,0,2
Regina Young,,,48,0,0,2
Maria P Donatucci,,,,15,0,2
Write-In,,,,,0,2
Total,176,1,149,84,2,2
,Representative In The General Assembly 185th District - Democrat,,,State Treasurer - Democrat,,3
,Regina Young,Maria P Donatucci,Write-In,Joe Torsella,Write-In,3
Regina Young,72,0,0,83,0,3
Maria P Donatucci,,32,0,45,0,3
Write-In,,,0,0,0,3
Joe Torsella,,,,13,0,3
Write-In,,,,,0,3
Total,155,77,0,141,0,3
,State Treasurer - Democrat,,Representative In The General Assembly 185th District - Democrat,,,13
,Joe Torsella,Write-In,Regina Young,Maria P Donatucci,Write-In,13
Joe Torsella,2,0,59,58,0,13
Write-In,,0,2,0,0,13
Regina Young,,,27,0,0,13
Maria P Donatucci,,,,15,0,13
Write-In,,,,,0,13
Total,119,2,88,73,0,13
