col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Senator In The General Assembly 1st District - Democrat,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Nikil Saval,Larry Farnese,Write-In,Michele Lockman,Amy Roat,Alvaro Quinones,Lisa Powley,Pamela Robinson,Lorraine Haw,Anthony Bellmon,Mona Getzes Cohen,Theodore Kirsch,Ronald Raju Joseph,Kempis Ghani Songster,Adam Tennant,Vayda Good,Patrick Parkinson,Write-In,All
Nikil Saval,10,0,0,39,85,89,83,36,83,31,34,31,81,82,75,80,29,10,All
Larry Farnese,,2,0,69,20,14,21,64,16,64,65,66,13,11,14,12,61,2,All
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Michele Lockman,,,,1,22,14,23,99,16,99,95,97,9,8,9,6,92,4,All
Amy Roat,,,,,0,93,102,19,93,17,21,19,87,93,87,90,15,1,All
Alvaro Quinones,,,,,,1,91,13,94,12,17,14,94,93,89,94,10,1,All
Lisa Powley,,,,,,,0,17,92,15,20,18,86,91,88,89,13,1,All
Pamela Robinson,,,,,,,,0,13,93,92,91,9,7,4,8,88,4,All
Lorraine Haw,,,,,,,,,0,11,16,11,92,92,88,93,5,1,All
Anthony Bellmon,,,,,,,,,,1,91,94,8,4,6,4,91,4,All
Mona Getzes Cohen,,,,,,,,,,,0,90,9,8,4,10,84,5,All
Theodore Kirsch,,,,,,,,,,,,0,8,7,8,5,91,4,All
Ronald Raju Joseph,,,,,,,,,,,,,0,90,87,90,5,0,All
Kempis Ghani Songster,,,,,,,,,,,,,,0,87,91,4,1,All
Adam Tennant,,,,,,,,,,,,,,,1,85,3,0,All
Vayda Good,,,,,,,,,,,,,,,,0,1,1,All
Patrick Parkinson,,,,,,,,,,,,,,,,,0,4,All
Write-In,,,,,,,,,,,,,,,,,,0,All
Total,128,87,0,115,112,110,110,106,105,103,103,102,99,98,97,97,94,12,All
,Senator In The General Assembly 1st District - Democrat,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,7
,Nikil Saval,Larry Farnese,Write-In,Michele Lockman,Amy Roat,Alvaro Quinones,Lisa Powley,Pamela Robinson,Lorraine Haw,Anthony Bellmon,Mona Getzes Cohen,Theodore Kirsch,Ronald Raju Joseph,Kempis Ghani Songster,Adam Tennant,Vayda Good,Patrick Parkinson,Write-In,7
Nikil Saval,10,0,0,39,85,89,83,36,83,31,34,31,81,82,75,80,29,10,7
Larry Farnese,,2,0,69,20,14,21,64,16,64,65,66,13,11,14,12,61,2,7
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Michele Lockman,,,,1,22,14,23,99,16,99,95,97,9,8,9,6,92,4,7
Amy Roat,,,,,0,93,102,19,93,17,21,19,87,93,87,90,15,1,7
Alvaro Quinones,,,,,,1,91,13,94,12,17,14,94,93,89,94,10,1,7
Lisa Powley,,,,,,,0,17,92,15,20,18,86,91,88,89,13,1,7
Pamela Robinson,,,,,,,,0,13,93,92,91,9,7,4,8,88,4,7
Lorraine Haw,,,,,,,,,0,11,16,11,92,92,88,93,5,1,7
Anthony Bellmon,,,,,,,,,,1,91,94,8,4,6,4,91,4,7
Mona Getzes Cohen,,,,,,,,,,,0,90,9,8,4,10,84,5,7
Theodore Kirsch,,,,,,,,,,,,0,8,7,8,5,91,4,7
Ronald Raju Joseph,,,,,,,,,,,,,0,90,87,90,5,0,7
Kempis Ghani Songster,,,,,,,,,,,,,,0,87,91,4,1,7
Adam Tennant,,,,,,,,,,,,,,,1,85,3,0,7
Vayda Good,,,,,,,,,,,,,,,,0,1,1,7
Patrick Parkinson,,,,,,,,,,,,,,,,,0,4,7
Write-In,,,,,,,,,,,,,,,,,,0,7
Total,128,87,0,115,112,110,110,106,105,103,103,102,99,98,97,97,94,12,7
