col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,All
,Malcolm Kenyatta,Nina Tinari,Ken Washington,Cindy Bass,Terry Gillen,Wynnetta Ward,Charlene Cooper,Matthew Miller,Anuj Gupta,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Joanne Beer,Anlin Wang,Daisy Confoy,Christina Borst,Carla Le'Coin,Arielle Cohen,Steve Paul,Bryan Mercer,Paul Prescod,Jack Cahill,Sergio Cea,Daniel Laufer,Write-In,Nina Ahmad,Tracie Fountain,Rose Rosie Marie Davis,Michael Lamb,H Scott Conklin,Christina M Hartman,Write-In,All
Malcolm Kenyatta,7,"2,671","2,771","2,590","2,637","2,722","2,618","2,667","2,523","2,611","2,334",403,305,308,242,255,344,302,282,182,286,155,217,224,198,10,"2,117",257,205,175,57,55,0,All
Nina Tinari,,15,"2,666","2,698","2,706","2,582","2,702","2,517","2,612","2,453","2,460",498,384,400,337,345,294,250,197,259,224,246,175,170,145,23,"2,086",255,204,191,67,60,0,All
Ken Washington,,,10,"2,569","2,636","2,674","2,612","2,637","2,523","2,541","2,353",388,284,302,253,255,321,288,243,182,284,173,217,222,188,18,"2,018",254,228,186,60,53,0,All
Cindy Bass,,,,3,"2,658","2,523","2,673","2,454","2,564","2,377","2,438",477,396,375,349,324,248,208,210,260,190,235,155,140,120,8,"2,016",240,182,189,68,54,0,All
Terry Gillen,,,,,2,"2,573","2,695","2,536","2,588","2,472","2,438",471,355,376,314,325,271,224,214,251,217,251,179,162,140,9,"1,962",240,209,206,65,61,0,All
Wynnetta Ward,,,,,,4,"2,559","2,571","2,453","2,530","2,256",390,297,289,250,244,325,291,276,178,273,143,228,218,187,10,"1,998",249,215,167,54,52,0,All
Charlene Cooper,,,,,,,1,"2,509","2,605","2,442","2,420",460,354,363,324,327,254,218,199,245,198,240,145,154,94,9,"1,987",237,200,190,62,56,0,All
Matthew Miller,,,,,,,,3,"2,418","2,508","2,271",336,234,246,204,199,286,256,222,121,247,124,196,195,169,8,"1,890",228,214,170,53,53,0,All
Anuj Gupta,,,,,,,,,0,"2,362","2,365",433,327,356,306,304,231,198,179,223,176,223,114,141,94,9,"1,898",231,185,185,60,50,0,All
Lindy Li,,,,,,,,,,2,"2,256",312,244,225,231,184,277,261,237,130,231,111,186,203,166,9,"1,878",223,197,159,51,51,0,All
Owen Voutsinas-Klose,,,,,,,,,,,2,368,313,289,292,243,176,157,161,227,147,199,120,123,100,7,"1,757",221,169,181,64,40,0,All
Sherrie Cohen,,,,,,,,,,,,0,549,514,492,492,392,364,390,484,337,426,313,306,321,1,545,62,56,86,34,33,0,All
Heather Pope,,,,,,,,,,,,,5,459,487,455,349,333,390,451,335,402,321,318,309,9,464,62,50,87,35,28,0,All
Joanne Beer,,,,,,,,,,,,,,1,448,486,361,295,343,422,311,431,295,313,303,0,431,65,52,79,30,27,0,All
Anlin Wang,,,,,,,,,,,,,,,1,429,301,302,342,441,287,394,290,320,281,2,420,55,41,75,28,22,0,All
Daisy Confoy,,,,,,,,,,,,,,,,1,372,333,341,415,282,424,287,309,294,1,395,56,57,76,27,26,0,All
Christina Borst,,,,,,,,,,,,,,,,,0,439,380,309,402,263,373,355,381,0,405,67,70,54,18,22,0,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,0,365,298,395,276,364,351,362,10,379,53,60,50,20,21,0,All
Arielle Cohen,,,,,,,,,,,,,,,,,,,0,322,346,290,343,373,340,1,376,54,53,47,22,18,0,All
Steve Paul,,,,,,,,,,,,,,,,,,,,1,294,391,307,289,297,1,349,52,39,68,30,22,0,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,0,281,355,337,353,8,353,57,56,52,17,19,0,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,1,261,275,267,1,309,45,40,68,24,24,0,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,1,318,359,9,319,50,44,49,18,22,0,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,0,316,0,312,53,49,49,17,11,0,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,285,50,48,47,16,17,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,0,All
Nina Ahmad,,,,,,,,,,,,,,,,,,,,,,,,,,,138,0,0,0,0,0,0,All
