col_1,col_2,col_3,division
,Representative In Congress 2nd District - Republican,,All
,David Torres,Write-In,All
David Torres,598,0,All
Write-In,,1,All
Total,598,1,All
,Representative In Congress 2nd District - Republican,,1
,David Torres,Write-In,1
David Torres,19,0,1
Write-In,,0,1
Total,19,0,1
,Representative In Congress 2nd District - Republican,,2
,David Torres,Write-In,2
David Torres,54,0,2
Write-In,,0,2
Total,54,0,2
,Representative In Congress 2nd District - Republican,,3
,David Torres,Write-In,3
David Torres,29,0,3
Write-In,,0,3
Total,29,0,3
,Representative In Congress 2nd District - Republican,,4
,David Torres,Write-In,4
David Torres,42,0,4
Write-In,,0,4
Total,42,0,4
,Representative In Congress 2nd District - Republican,,5
,David Torres,Write-In,5
David Torres,34,0,5
Write-In,,0,5
Total,34,0,5
,Representative In Congress 2nd District - Republican,,6
,David Torres,Write-In,6
David Torres,45,0,6
Write-In,,0,6
Total,45,0,6
,Representative In Congress 2nd District - Republican,,7
,David Torres,Write-In,7
David Torres,34,0,7
Write-In,,0,7
Total,34,0,7
,Representative In Congress 2nd District - Republican,,8
,David Torres,Write-In,8
David Torres,39,0,8
Write-In,,0,8
Total,39,0,8
,Representative In Congress 2nd District - Republican,,9
,David Torres,Write-In,9
David Torres,14,0,9
Write-In,,0,9
Total,14,0,9
,Representative In Congress 2nd District - Republican,,10
,David Torres,Write-In,10
David Torres,26,0,10
Write-In,,0,10
Total,26,0,10
,Representative In Congress 2nd District - Republican,,11
,David Torres,Write-In,11
David Torres,27,0,11
Write-In,,0,11
Total,27,0,11
,Representative In Congress 2nd District - Republican,,12
,David Torres,Write-In,12
David Torres,17,0,12
Write-In,,0,12
Total,17,0,12
,Representative In Congress 2nd District - Republican,,13
,David Torres,Write-In,13
David Torres,26,0,13
Write-In,,1,13
Total,26,1,13
,Representative In Congress 2nd District - Republican,,14
,David Torres,Write-In,14
David Torres,35,0,14
Write-In,,0,14
Total,35,0,14
,Representative In Congress 2nd District - Republican,,15
,David Torres,Write-In,15
David Torres,28,0,15
Write-In,,0,15
Total,28,0,15
,Representative In Congress 2nd District - Republican,,16
,David Torres,Write-In,16
David Torres,41,0,16
Write-In,,0,16
Total,41,0,16
,Representative In Congress 2nd District - Republican,,17
,David Torres,Write-In,17
David Torres,27,0,17
Write-In,,0,17
Total,27,0,17
,Representative In Congress 2nd District - Republican,,18
,David Torres,Write-In,18
David Torres,61,0,18
Write-In,,0,18
Total,61,0,18
