col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 184th District - Democrat,,Representative In Congress 5th District - Democrat,,All
,Elizabeth Fiedler,Write-In,Mary Gay Scanlon,Write-In,All
Elizabeth Fiedler,666,0,"5,000",15,All
Write-In,,2,7,10,All
Mary Gay Scanlon,,,135,0,All
Write-In,,,,2,All
Total,"5,681",19,"5,142",27,All
,Representative In The General Assembly 184th District - Democrat,,Representative In Congress 5th District - Democrat,,1
,Elizabeth Fiedler,Write-In,Mary Gay Scanlon,Write-In,1
Elizabeth Fiedler,12,0,91,0,1
Write-In,,0,0,0,1
Mary Gay Scanlon,,,1,0,1
Write-In,,,,0,1
Total,103,0,92,0,1
,Representative In The General Assembly 184th District - Democrat,,Representative In Congress 5th District - Democrat,,2
,Elizabeth Fiedler,Write-In,Mary Gay Scanlon,Write-In,2
Elizabeth Fiedler,9,0,64,0,2
Write-In,,0,0,1,2
Mary Gay Scanlon,,,3,0,2
Write-In,,,,0,2
Total,73,1,67,1,2
,Representative In The General Assembly 184th District - Democrat,,Representative In Congress 5th District - Democrat,,3
,Elizabeth Fiedler,Write-In,Mary Gay Scanlon,Write-In,3
Elizabeth Fiedler,23,0,101,0,3
Write-In,,0,0,0,3
Mary Gay Scanlon,,,1,0,3
Write-In,,,,0,3
Total,124,0,102,0,3
,Representative In The General Assembly 184th District - Democrat,,Representative In Congress 5th District - Democrat,,4
,Elizabeth Fiedler,Write-In,Mary Gay Scanlon,Write-In,4
Elizabeth Fiedler,7,0,41,0,4
Write-In,,0,0,0,4
Mary Gay Scanlon,,,3,0,4
Write-In,,,,0,4
Total,48,0,44,0,4
,Representative In The General Assembly 184th District - Democrat,,Representative In Congress 5th District - Democrat,,5
,Elizabeth Fiedler,Write-In,Mary Gay Scanlon,Write-In,5
Elizabeth Fiedler,17,0,127,1,5
Write-In,,0,1,0,5
Mary Gay Scanlon,,,3,0,5
Write-In,,,,0,5
Total,145,1,131,1,5
,Representative In The General Assembly 184th District - Democrat,,Representative In Congress 5th District - Democrat,,6
,Elizabeth Fiedler,Write-In,Mary Gay Scanlon,Write-In,6
Elizabeth Fiedler,17,0,85,2,6
Write-In,,0,0,0,6
Mary Gay Scanlon,,,8,0,6
Write-In,,,,0,6
Total,104,0,93,2,6
,Representative In The General Assembly 184th District - Democrat,,Representative In Congress 5th District - Democrat,,7
,Elizabeth Fiedler,Write-In,Mary Gay Scanlon,Write-In,7
Elizabeth Fiedler,25,0,114,0,7
Write-In,,1,0,1,7
Mary Gay Scanlon,,,3,0,7
Write-In,,,,0,7
Total,139,2,117,1,7
,Representative In The General Assembly 184th District - Democrat,,Representative In Congress 5th District - Democrat,,8
,Elizabeth Fiedler,Write-In,Mary Gay Scanlon,Write-In,8
Elizabeth Fiedler,14,0,138,1,8
Write-In,,0,0,1,8
Mary Gay Scanlon,,,1,0,8
Write-In,,,,0,8
Total,153,1,139,2,8
,Representative In The General Assembly 184th District - Democrat,,Representative In Congress 5th District - Democrat,,9
,Elizabeth Fiedler,Write-In,Mary Gay Scanlon,Write-In,9
Elizabeth Fiedler,17,0,97,0,9
Write-In,,0,0,0,9
Mary Gay Scanlon,,,2,0,9
Write-In,,,,0,9
Total,114,0,99,0,9
,Representative In The General Assembly 184th District - Democrat,,Representative In Congress 5th District - Democrat,,10
,Elizabeth Fiedler,Write-In,Mary Gay Scanlon,Write-In,10
Elizabeth Fiedler,29,0,119,1,10
Write-In,,0,0,1,10
Mary Gay Scanlon,,,3,0,10
Write-In,,,,0,10
Total,149,1,122,2,10
,Representative In The General Assembly 184th District - Democrat,,Representative In Congress 5th District - Democrat,,11
,Elizabeth Fiedler,Write-In,Mary Gay Scanlon,Write-In,11
Elizabeth Fiedler,2,0,46,0,11
Write-In,,0,0,0,11
Mary Gay Scanlon,,,0,0,11
Write-In,,,,0,11
Total,48,0,46,0,11
,Representative In The General Assembly 184th District - Democrat,,Representative In Congress 5th District - Democrat,,12
,Elizabeth Fiedler,Write-In,Mary Gay Scanlon,Write-In,12
Elizabeth Fiedler,4,0,51,0,12
Write-In,,0,0,1,12
Mary Gay Scanlon,,,2,0,12
Write-In,,,,0,12
Total,55,1,53,1,12
,Representative In The General Assembly 184th District - Democrat,,Representative In Congress 5th District - Democrat,,13
,Elizabeth Fiedler,Write-In,Mary Gay Scanlon,Write-In,13
Elizabeth Fiedler,22,0,83,1,13
Write-In,,0,0,0,13
Mary Gay Scanlon,,,4,0,13
