col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Lorraine Haw,Kempis Ghani Songster,Alvaro Quinones,Vayda Good,Ronald Raju Joseph,Adam Tennant,Write-In,All
Joseph R Biden,121,0,0,0,986,921,902,890,869,779,244,251,204,182,180,153,115,94,11,All
Bernie Sanders,,25,0,0,46,51,37,33,31,37,269,255,234,241,243,246,232,227,1,All
Tulsi Gabbard,,,2,0,8,9,8,5,8,4,4,6,3,7,2,3,2,3,0,All
Write-In,,,,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,8,All
Pamela Robinson,,,,,1,898,881,863,849,725,199,229,158,145,130,114,75,52,10,All
Michele Lockman,,,,,,1,879,869,864,721,199,226,147,128,127,111,72,58,8,All
Anthony Bellmon,,,,,,,1,867,869,702,184,197,116,127,101,80,58,44,10,All
Patrick Parkinson,,,,,,,,1,854,686,169,190,113,114,95,73,63,43,8,All
Theodore Kirsch,,,,,,,,,1,683,173,196,116,121,91,78,58,41,9,All
Mona Getzes Cohen,,,,,,,,,,0,131,138,148,118,138,124,71,60,6,All
Amy Roat,,,,,,,,,,,0,403,309,298,309,304,277,274,2,All
Lisa Powley,,,,,,,,,,,,0,310,310,304,308,275,265,0,All
Lorraine Haw,,,,,,,,,,,,,0,322,307,323,277,272,1,All
Kempis Ghani Songster,,,,,,,,,,,,,,0,294,296,285,259,3,All
Alvaro Quinones,,,,,,,,,,,,,,,0,327,282,280,2,All
Vayda Good,,,,,,,,,,,,,,,,0,284,279,0,All
Ronald Raju Joseph,,,,,,,,,,,,,,,,,0,272,0,All
Adam Tennant,,,,,,,,,,,,,,,,,,0,1,All
Write-In,,,,,,,,,,,,,,,,,,,0,All
Total,"1,283",353,13,4,"1,044",987,953,933,914,825,522,520,446,434,430,409,355,331,20,All
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,1
