col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,All
,Dwight Evans,Write-In,Sharif Street,Write-In,All
Dwight Evans,133,0,"1,943",6,All
Write-In,,0,2,4,All
Sharif Street,,,65,0,All
Write-In,,,,0,All
Total,"2,082",6,"2,010",10,All
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,1
,Dwight Evans,Write-In,Sharif Street,Write-In,1
Dwight Evans,7,0,172,0,1
Write-In,,0,0,1,1
Sharif Street,,,3,0,1
Write-In,,,,0,1
Total,179,1,175,1,1
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,2
,Dwight Evans,Write-In,Sharif Street,Write-In,2
Dwight Evans,5,0,70,0,2
Write-In,,0,0,0,2
Sharif Street,,,1,0,2
Write-In,,,,0,2
Total,75,0,71,0,2
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,3
,Dwight Evans,Write-In,Sharif Street,Write-In,3
Dwight Evans,20,0,257,3,3
Write-In,,0,0,0,3
Sharif Street,,,2,0,3
Write-In,,,,0,3
Total,280,0,259,3,3
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,4
,Dwight Evans,Write-In,Sharif Street,Write-In,4
Dwight Evans,3,0,45,0,4
Write-In,,0,0,0,4
Sharif Street,,,3,0,4
Write-In,,,,0,4
Total,48,0,48,0,4
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,5
,Dwight Evans,Write-In,Sharif Street,Write-In,5
Dwight Evans,7,0,32,0,5
Write-In,,0,0,0,5
Sharif Street,,,4,0,5
Write-In,,,,0,5
Total,39,0,36,0,5
,Senator In The General Assembly 3rd District - Democrat,,Representative In Congress 3rd District - Democrat,,6
,Sharif Street,Write-In,Dwight Evans,Write-In,6
Sharif Street,3,0,48,0,6
Write-In,,0,0,0,6
Dwight Evans,,,2,0,6
Write-In,,,,0,6
Total,51,0,50,0,6
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,7
,Dwight Evans,Write-In,Sharif Street,Write-In,7
Dwight Evans,3,0,32,0,7
Write-In,,0,1,0,7
Sharif Street,,,2,0,7
Write-In,,,,0,7
Total,35,1,35,0,7
,Senator In The General Assembly 3rd District - Democrat,,Representative In Congress 3rd District - Democrat,,8
,Sharif Street,Write-In,Dwight Evans,Write-In,8
Sharif Street,6,0,65,0,8
Write-In,,0,0,1,8
Dwight Evans,,,5,0,8
Write-In,,,,0,8
Total,71,1,70,1,8
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,9
,Dwight Evans,Write-In,Sharif Street,Write-In,9
Dwight Evans,8,0,64,1,9
Write-In,,0,0,0,9
Sharif Street,,,1,0,9
Write-In,,,,0,9
Total,73,0,65,1,9
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,11
,Dwight Evans,Write-In,Sharif Street,Write-In,11
Dwight Evans,11,0,173,0,11
Write-In,,0,0,0,11
Sharif Street,,,5,0,11
Write-In,,,,0,11
Total,184,0,178,0,11
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,12
,Dwight Evans,Write-In,Sharif Street,Write-In,12
Dwight Evans,7,0,202,1,12
Write-In,,0,1,0,12
Sharif Street,,,0,0,12
Write-In,,,,0,12
Total,210,1,203,1,12
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,13
,Dwight Evans,Write-In,Sharif Street,Write-In,13
Dwight Evans,18,0,174,1,13
Write-In,,0,0,0,13
Sharif Street,,,9,0,13
Write-In,,,,0,13
Total,193,0,183,1,13
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,14
,Dwight Evans,Write-In,Sharif Street,Write-In,14
Dwight Evans,4,0,101,0,14
Write-In,,0,0,0,14
Sharif Street,,,3,0,14
Write-In,,,,0,14
Total,105,0,104,0,14
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,15
,Dwight Evans,Write-In,Sharif Street,Write-In,15
Dwight Evans,7,0,109,0,15
Write-In,,0,0,0,15
Sharif Street,,,4,0,15
Write-In,,,,0,15
Total,116,0,113,0,15
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,16
,Dwight Evans,Write-In,Sharif Street,Write-In,16
Dwight Evans,10,0,146,0,16
Write-In,,0,0,0,16
Sharif Street,,,9,0,16
Write-In,,,,0,16
Total,156,0,155,0,16
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,17
,Dwight Evans,Write-In,Sharif Street,Write-In,17
Dwight Evans,8,0,117,0,17
Write-In,,0,0,0,17
Sharif Street,,,6,0,17
Write-In,,,,0,17
Total,125,0,123,0,17
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 3rd District - Democrat,,18
,Dwight Evans,Write-In,Sharif Street,Write-In,18
Dwight Evans,8,0,136,0,18
Write-In,,0,0,2,18
Sharif Street,,,4,0,18
Write-In,,,,0,18
Total,144,2,140,2,18
