col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 191st District - Republican,All
,Calvin Tucker,Denise Furey,Erin Elmore,Paul Panepinto,John Paul Sutton,Write-In,Write-In,All
Calvin Tucker,6,17,8,7,5,0,0,All
Denise Furey,,4,8,8,5,0,0,All
Erin Elmore,,,1,2,0,0,0,All
Paul Panepinto,,,,2,0,0,0,All
John Paul Sutton,,,,,4,0,0,All
Write-In,,,,,,0,0,All
Write-In,,,,,,,1,All
Total,27,24,11,11,10,3,2,All
