col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Representative In The General Assembly 181st District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Malcolm Kenyatta,Write-In,Malcolm Kenyatta,Ken Washington,Nina Tinari,Charlene Cooper,Wynnetta Ward,Cindy Bass,Terry Gillen,Matthew Miller,Anuj Gupta,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Joanne Beer,Heather Pope,Daisy Confoy,Christina Borst,Anlin Wang,Bryan Mercer,Arielle Cohen,Steve Paul,Carla Le'Coin,Paul Prescod,Jack Cahill,Daniel Laufer,Sergio Cea,Write-In,All
Malcolm Kenyatta,62,0,933,876,862,834,833,827,828,771,774,735,699,294,275,257,239,239,219,213,203,201,202,187,181,165,165,2,All
Write-In,,0,6,7,6,6,7,8,6,6,6,6,7,2,2,2,1,1,2,1,1,1,1,1,2,2,1,0,All
Malcolm Kenyatta,,,7,927,849,840,895,816,839,852,784,816,701,165,138,120,116,172,85,145,137,81,145,74,114,102,108,3,All
Ken Washington,,,,9,870,844,891,810,855,860,809,812,725,159,139,108,119,161,99,140,127,89,130,83,114,106,107,2,All
Nina Tinari,,,,,4,873,812,841,879,778,830,748,773,212,192,168,159,129,143,104,79,139,101,119,85,70,73,1,All
Charlene Cooper,,,,,,2,810,841,890,781,833,747,756,197,185,154,156,120,133,98,90,122,102,132,71,51,69,2,All
Wynnetta Ward,,,,,,,0,783,815,829,761,788,674,146,126,107,100,167,87,130,132,77,135,69,122,104,104,3,All
Cindy Bass,,,,,,,,1,828,730,789,689,747,199,184,176,154,109,155,95,103,132,91,130,92,67,70,2,All
Terry Gillen,,,,,,,,,2,788,831,744,747,188,184,149,154,123,126,100,88,119,88,126,81,63,62,2,All
Matthew Miller,,,,,,,,,,0,743,772,662,120,115,86,86,149,67,132,106,50,119,64,101,95,101,3,All
Anuj Gupta,,,,,,,,,,,1,720,743,170,166,130,142,105,126,82,69,112,76,115,47,47,60,2,All
Lindy Li,,,,,,,,,,,,0,660,111,89,86,76,135,69,109,104,58,123,50,86,93,91,2,All
Owen Voutsinas-Klose,,,,,,,,,,,,,2,151,142,143,122,65,136,64,68,119,55,110,56,50,54,1,All
Sherrie Cohen,,,,,,,,,,,,,,1,205,205,191,135,190,123,132,190,119,161,109,102,90,1,All
Joanne Beer,,,,,,,,,,,,,,,1,180,204,122,175,120,115,161,92,179,102,99,96,1,All
Heather Pope,,,,,,,,,,,,,,,,5,162,106,181,100,126,168,104,148,97,92,94,0,All
